problem,solver,phi,eps,n_evals,seed,cardinality,n_columns,file
dtlz2_interval,random_search,ls,0.5,5000,11,2834,6,raw/dtlz2_interval_random_search_ls_0.5_5000.npz
dtlz2_interval,random_search,ls,0.5,5000,12,2927,6,raw/dtlz2_interval_random_search_ls_0.5_5000.npz
dtlz2_interval,random_search,ls,0.5,5000,13,2858,6,raw/dtlz2_interval_random_search_ls_0.5_5000.npz
dtlz2_interval,random_search,ls,0.5,5000,14,2838,6,raw/dtlz2_interval_random_search_ls_0.5_5000.npz
dtlz2_interval,random_search,ls,0.5,5000,15,2866,6,raw/dtlz2_interval_random_search_ls_0.5_5000.npz
dtlz2_interval,random_search,lu,0.0,5000,11,159,6,raw/dtlz2_interval_random_search_lu_0.0_5000.npz
dtlz2_interval,random_search,lu,0.0,5000,12,172,6,raw/dtlz2_interval_random_search_lu_0.0_5000.npz
dtlz2_interval,random_search,lu,0.0,5000,13,150,6,raw/dtlz2_interval_random_search_lu_0.0_5000.npz
dtlz2_interval,random_search,lu,0.0,5000,14,146,6,raw/dtlz2_interval_random_search_lu_0.0_5000.npz
dtlz2_interval,random_search,lu,0.0,5000,15,128,6,raw/dtlz2_interval_random_search_lu_0.0_5000.npz
dtlz2_interval,random_search,lu,0.05,5000,11,313,6,raw/dtlz2_interval_random_search_lu_0.05_5000.npz
dtlz2_interval,random_search,lu,0.05,5000,12,295,6,raw/dtlz2_interval_random_search_lu_0.05_5000.npz
dtlz2_interval,random_search,lu,0.05,5000,13,277,6,raw/dtlz2_interval_random_search_lu_0.05_5000.npz
dtlz2_interval,random_search,lu,0.05,5000,14,278,6,raw/dtlz2_interval_random_search_lu_0.05_5000.npz
dtlz2_interval,random_search,lu,0.05,5000,15,244,6,raw/dtlz2_interval_random_search_lu_0.05_5000.npz
dtlz2_interval,random_search,lu,0.1,5000,11,420,6,raw/dtlz2_interval_random_search_lu_0.1_5000.npz
dtlz2_interval,random_search,lu,0.1,5000,12,384,6,raw/dtlz2_interval_random_search_lu_0.1_5000.npz
dtlz2_interval,random_search,lu,0.1,5000,13,351,6,raw/dtlz2_interval_random_search_lu_0.1_5000.npz
dtlz2_interval,random_search,lu,0.1,5000,14,348,6,raw/dtlz2_interval_random_search_lu_0.1_5000.npz
dtlz2_interval,random_search,lu,0.1,5000,15,331,6,raw/dtlz2_interval_random_search_lu_0.1_5000.npz
dtlz2_interval,random_search,lu,0.1,20000,11,822,6,raw/dtlz2_interval_random_search_lu_0.1_20000.npz
dtlz2_interval,random_search,lu,0.1,20000,12,805,6,raw/dtlz2_interval_random_search_lu_0.1_20000.npz
dtlz2_interval,random_search,lu,0.1,20000,13,774,6,raw/dtlz2_interval_random_search_lu_0.1_20000.npz
dtlz2_interval,random_search,lu,0.1,20000,14,757,6,raw/dtlz2_interval_random_search_lu_0.1_20000.npz
dtlz2_interval,random_search,lu,0.1,20000,15,746,6,raw/dtlz2_interval_random_search_lu_0.1_20000.npz
dtlz2_interval,random_search,lu,0.25,5000,11,678,6,raw/dtlz2_interval_random_search_lu_0.25_5000.npz
dtlz2_interval,random_search,lu,0.25,5000,12,609,6,raw/dtlz2_interval_random_search_lu_0.25_5000.npz
dtlz2_interval,random_search,lu,0.25,5000,13,575,6,raw/dtlz2_interval_random_search_lu_0.25_5000.npz
dtlz2_interval,random_search,lu,0.25,5000,14,557,6,raw/dtlz2_interval_random_search_lu_0.25_5000.npz
dtlz2_interval,random_search,lu,0.25,5000,15,551,6,raw/dtlz2_interval_random_search_lu_0.25_5000.npz
dtlz2_interval,random_search,lu,0.5,5000,11,1114,6,raw/dtlz2_interval_random_search_lu_0.5_5000.npz
dtlz2_interval,random_search,lu,0.5,5000,12,1026,6,raw/dtlz2_interval_random_search_lu_0.5_5000.npz
dtlz2_interval,random_search,lu,0.5,5000,13,941,6,raw/dtlz2_interval_random_search_lu_0.5_5000.npz
dtlz2_interval,random_search,lu,0.5,5000,14,980,6,raw/dtlz2_interval_random_search_lu_0.5_5000.npz
dtlz2_interval,random_search,lu,0.5,5000,15,948,6,raw/dtlz2_interval_random_search_lu_0.5_5000.npz
zdt1_interval,mopso,cw,0.0,5000,11,200,4,raw/zdt1_interval_mopso_cw_0.0_5000.npz
zdt1_interval,mopso,cw,0.0,5000,12,200,4,raw/zdt1_interval_mopso_cw_0.0_5000.npz
zdt1_interval,mopso,cw,0.0,5000,13,200,4,raw/zdt1_interval_mopso_cw_0.0_5000.npz
zdt1_interval,mopso,cw,0.0,5000,14,200,4,raw/zdt1_interval_mopso_cw_0.0_5000.npz
zdt1_interval,mopso,cw,0.0,5000,15,200,4,raw/zdt1_interval_mopso_cw_0.0_5000.npz
zdt1_interval,mopso,cw,0.05,5000,11,196,4,raw/zdt1_interval_mopso_cw_0.05_5000.npz
zdt1_interval,mopso,cw,0.05,5000,12,177,4,raw/zdt1_interval_mopso_cw_0.05_5000.npz
zdt1_interval,mopso,cw,0.05,5000,13,181,4,raw/zdt1_interval_mopso_cw_0.05_5000.npz
zdt1_interval,mopso,cw,0.05,5000,14,198,4,raw/zdt1_interval_mopso_cw_0.05_5000.npz
zdt1_interval,mopso,cw,0.05,5000,15,143,4,raw/zdt1_interval_mopso_cw_0.05_5000.npz
zdt1_interval,mopso,cw,0.1,5000,11,196,4,raw/zdt1_interval_mopso_cw_0.1_5000.npz
zdt1_interval,mopso,cw,0.1,5000,12,177,4,raw/zdt1_interval_mopso_cw_0.1_5000.npz
zdt1_interval,mopso,cw,0.1,5000,13,181,4,raw/zdt1_interval_mopso_cw_0.1_5000.npz
zdt1_interval,mopso,cw,0.1,5000,14,198,4,raw/zdt1_interval_mopso_cw_0.1_5000.npz
zdt1_interval,mopso,cw,0.1,5000,15,143,4,raw/zdt1_interval_mopso_cw_0.1_5000.npz
zdt1_interval,mopso,cw,0.1,20000,11,198,4,raw/zdt1_interval_mopso_cw_0.1_20000.npz
zdt1_interval,mopso,cw,0.1,20000,12,200,4,raw/zdt1_interval_mopso_cw_0.1_20000.npz
zdt1_interval,mopso,cw,0.1,20000,13,150,4,raw/zdt1_interval_mopso_cw_0.1_20000.npz
zdt1_interval,mopso,cw,0.1,20000,14,144,4,raw/zdt1_interval_mopso_cw_0.1_20000.npz
zdt1_interval,mopso,cw,0.1,20000,15,199,4,raw/zdt1_interval_mopso_cw_0.1_20000.npz
zdt1_interval,mopso,cw,0.25,5000,11,196,4,raw/zdt1_interval_mopso_cw_0.25_5000.npz
zdt1_interval,mopso,cw,0.25,5000,12,177,4,raw/zdt1_interval_mopso_cw_0.25_5000.npz
zdt1_interval,mopso,cw,0.25,5000,13,181,4,raw/zdt1_interval_mopso_cw_0.25_5000.npz
zdt1_interval,mopso,cw,0.25,5000,14,198,4,raw/zdt1_interval_mopso_cw_0.25_5000.npz
zdt1_interval,mopso,cw,0.25,5000,15,143,4,raw/zdt1_interval_mopso_cw_0.25_5000.npz
zdt1_interval,mopso,cw,0.5,5000,11,196,4,raw/zdt1_interval_mopso_cw_0.5_5000.npz
zdt1_interval,mopso,cw,0.5,5000,12,177,4,raw/zdt1_interval_mopso_cw_0.5_5000.npz
zdt1_interval,mopso,cw,0.5,5000,13,181,4,raw/zdt1_interval_mopso_cw_0.5_5000.npz
zdt1_interval,mopso,cw,0.5,5000,14,198,4,raw/zdt1_interval_mopso_cw_0.5_5000.npz
zdt1_interval,mopso,cw,0.5,5000,15,143,4,raw/zdt1_interval_mopso_cw_0.5_5000.npz
zdt1_interval,mopso,ls,0.0,5000,11,200,4,raw/zdt1_interval_mopso_ls_0.0_5000.npz
zdt1_interval,mopso,ls,0.0,5000,12,200,4,raw/zdt1_interval_mopso_ls_0.0_5000.npz
zdt1_interval,mopso,ls,0.0,5000,13,200,4,raw/zdt1_interval_mopso_ls_0.0_5000.npz
zdt1_interval,mopso,ls,0.0,5000,14,200,4,raw/zdt1_interval_mopso_ls_0.0_5000.npz
zdt1_interval,mopso,ls,0.0,5000,15,200,4,raw/zdt1_interval_mopso_ls_0.0_5000.npz
zdt1_interval,mopso,ls,0.05,5000,11,200,4,raw/zdt1_interval_mopso_ls_0.05_5000.npz
zdt1_interval,mopso,ls,0.05,5000,12,200,4,raw/zdt1_interval_mopso_ls_0.05_5000.npz
zdt1_interval,mopso,ls,0.05,5000,13,200,4,raw/zdt1_interval_mopso_ls_0.05_5000.npz
zdt1_interval,mopso,ls,0.05,5000,14,200,4,raw/zdt1_interval_mopso_ls_0.05_5000.npz
zdt1_interval,mopso,ls,0.05,5000,15,200,4,raw/zdt1_interval_mopso_ls_0.05_5000.npz
zdt1_interval,mopso,ls,0.1,5000,11,200,4,raw/zdt1_interval_mopso_ls_0.1_5000.npz
zdt1_interval,mopso,ls,0.1,5000,12,200,4,raw/zdt1_interval_mopso_ls_0.1_5000.npz
zdt1_interval,mopso,ls,0.1,5000,13,200,4,raw/zdt1_interval_mopso_ls_0.1_5000.npz
zdt1_interval,mopso,ls,0.1,5000,14,200,4,raw/zdt1_interval_mopso_ls_0.1_5000.npz
zdt1_interval,mopso,ls,0.1,5000,15,200,4,raw/zdt1_interval_mopso_ls_0.1_5000.npz
zdt1_interval,mopso,ls,0.1,20000,11,200,4,raw/zdt1_interval_mopso_ls_0.1_20000.npz
zdt1_interval,mopso,ls,0.1,20000,12,200,4,raw/zdt1_interval_mopso_ls_0.1_20000.npz
zdt1_interval,mopso,ls,0.1,20000,13,200,4,raw/zdt1_interval_mopso_ls_0.1_20000.npz
zdt1_interval,mopso,ls,0.1,20000,14,200,4,raw/zdt1_interval_mopso_ls_0.1_20000.npz
zdt1_interval,mopso,ls,0.1,20000,15,192,4,raw/zdt1_interval_mopso_ls_0.1_20000.npz
zdt1_interval,mopso,ls,0.25,5000,11,178,4,raw/zdt1_interval_mopso_ls_0.25_5000.npz
zdt1_interval,mopso,ls,0.25,5000,12,200,4,raw/zdt1_interval_mopso_ls_0.25_5000.npz
zdt1_interval,mopso,ls,0.25,5000,13,173,4,raw/zdt1_interval_mopso_ls_0.25_5000.npz
zdt1_interval,mopso,ls,0.25,5000,14,200,4,raw/zdt1_interval_mopso_ls_0.25_5000.npz
zdt1_interval,mopso,ls,0.25,5000,15,200,4,raw/zdt1_interval_mopso_ls_0.25_5000.npz
zdt1_interval,mopso,ls,0.5,5000,11,200,4,raw/zdt1_interval_mopso_ls_0.5_5000.npz
zdt1_interval,mopso,ls,0.5,5000,12,200,4,raw/zdt1_interval_mopso_ls_0.5_5000.npz
zdt1_interval,mopso,ls,0.5,5000,13,200,4,raw/zdt1_interval_mopso_ls_0.5_5000.npz
zdt1_interval,mopso,ls,0.5,5000,14,200,4,raw/zdt1_interval_mopso_ls_0.5_5000.npz
zdt1_interval,mopso,ls,0.5,5000,15,200,4,raw/zdt1_interval_mopso_ls_0.5_5000.npz
zdt1_interval,mopso,lu,0.0,5000,11,200,4,raw/zdt1_interval_mopso_lu_0.0_5000.npz
zdt1_interval,mopso,lu,0.0,5000,12,200,4,raw/zdt1_interval_mopso_lu_0.0_5000.npz
zdt1_interval,mopso,lu,0.0,5000,13,200,4,raw/zdt1_interval_mopso_lu_0.0_5000.npz
zdt1_interval,mopso,lu,0.0,5000,14,200,4,raw/zdt1_interval_mopso_lu_0.0_5000.npz
zdt1_interval,mopso,lu,0.0,5000,15,200,4,raw/zdt1_interval_mopso_lu_0.0_5000.npz
zdt1_interval,mopso,lu,0.05,5000,11,200,4,raw/zdt1_interval_mopso_lu_0.05_5000.npz
zdt1_interval,mopso,lu,0.05,5000,12,200,4,raw/zdt1_interval_mopso_lu_0.05_5000.npz
zdt1_interval,mopso,lu,0.05,5000,13,200,4,raw/zdt1_interval_mopso_lu_0.05_5000.npz
zdt1_interval,mopso,lu,0.05,5000,14,200,4,raw/zdt1_interval_mopso_lu_0.05_5000.npz
zdt1_interval,mopso,lu,0.05,5000,15,200,4,raw/zdt1_interval_mopso_lu_0.05_5000.npz
zdt1_interval,mopso,lu,0.1,5000,11,195,4,raw/zdt1_interval_mopso_lu_0.1_5000.npz
zdt1_interval,mopso,lu,0.1,5000,12,200,4,raw/zdt1_interval_mopso_lu_0.1_5000.npz
zdt1_interval,mopso,lu,0.1,5000,13,183,4,raw/zdt1_interval_mopso_lu_0.1_5000.npz
zdt1_interval,mopso,lu,0.1,5000,14,200,4,raw/zdt1_interval_mopso_lu_0.1_5000.npz
zdt1_interval,mopso,lu,0.1,5000,15,200,4,raw/zdt1_interval_mopso_lu_0.1_5000.npz
zdt1_interval,mopso,lu,0.1,20000,11,200,4,raw/zdt1_interval_mopso_lu_0.1_20000.npz
zdt1_interval,mopso,lu,0.1,20000,12,200,4,raw/zdt1_interval_mopso_lu_0.1_20000.npz
zdt1_interval,mopso,lu,0.1,20000,13,200,4,raw/zdt1_interval_mopso_lu_0.1_20000.npz
zdt1_interval,mopso,lu,0.1,20000,14,200,4,raw/zdt1_interval_mopso_lu_0.1_20000.npz
zdt1_interval,mopso,lu,0.1,20000,15,200,4,raw/zdt1_interval_mopso_lu_0.1_20000.npz
zdt1_interval,mopso,lu,0.25,5000,11,200,4,raw/zdt1_interval_mopso_lu_0.25_5000.npz
zdt1_interval,mopso,lu,0.25,5000,12,200,4,raw/zdt1_interval_mopso_lu_0.25_5000.npz
zdt1_interval,mopso,lu,0.25,5000,13,200,4,raw/zdt1_interval_mopso_lu_0.25_5000.npz
zdt1_interval,mopso,lu,0.25,5000,14,200,4,raw/zdt1_interval_mopso_lu_0.25_5000.npz
zdt1_interval,mopso,lu,0.25,5000,15,188,4,raw/zdt1_interval_mopso_lu_0.25_5000.npz
zdt1_interval,mopso,lu,0.5,5000,11,200,4,raw/zdt1_interval_mopso_lu_0.5_5000.npz
zdt1_interval,mopso,lu,0.5,5000,12,200,4,raw/zdt1_interval_mopso_lu_0.5_5000.npz
zdt1_interval,mopso,lu,0.5,5000,13,200,4,raw/zdt1_interval_mopso_lu_0.5_5000.npz
zdt1_interval,mopso,lu,0.5,5000,14,200,4,raw/zdt1_interval_mopso_lu_0.5_5000.npz
zdt1_interval,mopso,lu,0.5,5000,15,200,4,raw/zdt1_interval_mopso_lu_0.5_5000.npz
zdt1_interval,nsga2,cw,0.0,5000,11,57,4,raw/zdt1_interval_nsga2_cw_0.0_5000.npz
zdt1_interval,nsga2,cw,0.0,5000,12,69,4,raw/zdt1_interval_nsga2_cw_0.0_5000.npz
zdt1_interval,nsga2,cw,0.0,5000,13,70,4,raw/zdt1_interval_nsga2_cw_0.0_5000.npz
zdt1_interval,nsga2,cw,0.0,5000,14,85,4,raw/zdt1_interval_nsga2_cw_0.0_5000.npz
zdt1_interval,nsga2,cw,0.0,5000,15,52,4,raw/zdt1_interval_nsga2_cw_0.0_5000.npz
zdt1_interval,nsga2,cw,0.05,5000,11,100,4,raw/zdt1_interval_nsga2_cw_0.05_5000.npz
zdt1_interval,nsga2,cw,0.05,5000,12,100,4,raw/zdt1_interval_nsga2_cw_0.05_5000.npz
zdt1_interval,nsga2,cw,0.05,5000,13,100,4,raw/zdt1_interval_nsga2_cw_0.05_5000.npz
zdt1_interval,nsga2,cw,0.05,5000,14,100,4,raw/zdt1_interval_nsga2_cw_0.05_5000.npz
zdt1_interval,nsga2,cw,0.05,5000,15,100,4,raw/zdt1_interval_nsga2_cw_0.05_5000.npz
zdt1_interval,nsga2,cw,0.1,5000,11,100,4,raw/zdt1_interval_nsga2_cw_0.1_5000.npz
zdt1_interval,nsga2,cw,0.1,5000,12,100,4,raw/zdt1_interval_nsga2_cw_0.1_5000.npz
zdt1_interval,nsga2,cw,0.1,5000,13,100,4,raw/zdt1_interval_nsga2_cw_0.1_5000.npz
zdt1_interval,nsga2,cw,0.1,5000,14,100,4,raw/zdt1_interval_nsga2_cw_0.1_5000.npz
zdt1_interval,nsga2,cw,0.1,5000,15,100,4,raw/zdt1_interval_nsga2_cw_0.1_5000.npz
zdt1_interval,nsga2,cw,0.1,20000,11,100,4,raw/zdt1_interval_nsga2_cw_0.1_20000.npz
zdt1_interval,nsga2,cw,0.1,20000,12,100,4,raw/zdt1_interval_nsga2_cw_0.1_20000.npz
zdt1_interval,nsga2,cw,0.1,20000,13,100,4,raw/zdt1_interval_nsga2_cw_0.1_20000.npz
zdt1_interval,nsga2,cw,0.1,20000,14,100,4,raw/zdt1_interval_nsga2_cw_0.1_20000.npz
zdt1_interval,nsga2,cw,0.1,20000,15,100,4,raw/zdt1_interval_nsga2_cw_0.1_20000.npz
zdt1_interval,nsga2,cw,0.25,5000,11,100,4,raw/zdt1_interval_nsga2_cw_0.25_5000.npz
zdt1_interval,nsga2,cw,0.25,5000,12,100,4,raw/zdt1_interval_nsga2_cw_0.25_5000.npz
zdt1_interval,nsga2,cw,0.25,5000,13,100,4,raw/zdt1_interval_nsga2_cw_0.25_5000.npz
zdt1_interval,nsga2,cw,0.25,5000,14,100,4,raw/zdt1_interval_nsga2_cw_0.25_5000.npz
zdt1_interval,nsga2,cw,0.25,5000,15,100,4,raw/zdt1_interval_nsga2_cw_0.25_5000.npz
zdt1_interval,nsga2,cw,0.5,5000,11,100,4,raw/zdt1_interval_nsga2_cw_0.5_5000.npz
zdt1_interval,nsga2,cw,0.5,5000,12,100,4,raw/zdt1_interval_nsga2_cw_0.5_5000.npz
zdt1_interval,nsga2,cw,0.5,5000,13,100,4,raw/zdt1_interval_nsga2_cw_0.5_5000.npz
zdt1_interval,nsga2,cw,0.5,5000,14,100,4,raw/zdt1_interval_nsga2_cw_0.5_5000.npz
zdt1_interval,nsga2,cw,0.5,5000,15,100,4,raw/zdt1_interval_nsga2_cw_0.5_5000.npz
zdt1_interval,nsga2,ls,0.0,5000,11,57,4,raw/zdt1_interval_nsga2_ls_0.0_5000.npz
zdt1_interval,nsga2,ls,0.0,5000,12,69,4,raw/zdt1_interval_nsga2_ls_0.0_5000.npz
zdt1_interval,nsga2,ls,0.0,5000,13,70,4,raw/zdt1_interval_nsga2_ls_0.0_5000.npz
zdt1_interval,nsga2,ls,0.0,5000,14,85,4,raw/zdt1_interval_nsga2_ls_0.0_5000.npz
zdt1_interval,nsga2,ls,0.0,5000,15,52,4,raw/zdt1_interval_nsga2_ls_0.0_5000.npz
zdt1_interval,nsga2,ls,0.05,5000,11,100,4,raw/zdt1_interval_nsga2_ls_0.05_5000.npz
zdt1_interval,nsga2,ls,0.05,5000,12,100,4,raw/zdt1_interval_nsga2_ls_0.05_5000.npz
zdt1_interval,nsga2,ls,0.05,5000,13,100,4,raw/zdt1_interval_nsga2_ls_0.05_5000.npz
zdt1_interval,nsga2,ls,0.05,5000,14,100,4,raw/zdt1_interval_nsga2_ls_0.05_5000.npz
zdt1_interval,nsga2,ls,0.05,5000,15,100,4,raw/zdt1_interval_nsga2_ls_0.05_5000.npz
zdt1_interval,nsga2,ls,0.1,5000,11,100,4,raw/zdt1_interval_nsga2_ls_0.1_5000.npz
zdt1_interval,nsga2,ls,0.1,5000,12,100,4,raw/zdt1_interval_nsga2_ls_0.1_5000.npz
zdt1_interval,nsga2,ls,0.1,5000,13,100,4,raw/zdt1_interval_nsga2_ls_0.1_5000.npz
zdt1_interval,nsga2,ls,0.1,5000,14,100,4,raw/zdt1_interval_nsga2_ls_0.1_5000.npz
zdt1_interval,nsga2,ls,0.1,5000,15,100,4,raw/zdt1_interval_nsga2_ls_0.1_5000.npz
zdt1_interval,nsga2,ls,0.1,20000,11,100,4,raw/zdt1_interval_nsga2_ls_0.1_20000.npz
zdt1_interval,nsga2,ls,0.1,20000,12,100,4,raw/zdt1_interval_nsga2_ls_0.1_20000.npz
zdt1_interval,nsga2,ls,0.1,20000,13,100,4,raw/zdt1_interval_nsga2_ls_0.1_20000.npz
zdt1_interval,nsga2,ls,0.1,20000,14,100,4,raw/zdt1_interval_nsga2_ls_0.1_20000.npz
zdt1_interval,nsga2,ls,0.1,20000,15,100,4,raw/zdt1_interval_nsga2_ls_0.1_20000.npz
zdt1_interval,nsga2,ls,0.25,5000,11,100,4,raw/zdt1_interval_nsga2_ls_0.25_5000.npz
zdt1_interval,nsga2,ls,0.25,5000,12,100,4,raw/zdt1_interval_nsga2_ls_0.25_5000.npz
zdt1_interval,nsga2,ls,0.25,5000,13,100,4,raw/zdt1_interval_nsga2_ls_0.25_5000.npz
zdt1_interval,nsga2,ls,0.25,5000,14,100,4,raw/zdt1_interval_nsga2_ls_0.25_5000.npz
zdt1_interval,nsga2,ls,0.25,5000,15,100,4,raw/zdt1_interval_nsga2_ls_0.25_5000.npz
zdt1_interval,nsga2,ls,0.5,5000,11,100,4,raw/zdt1_interval_nsga2_ls_0.5_5000.npz
zdt1_interval,nsga2,ls,0.5,5000,12,100,4,raw/zdt1_interval_nsga2_ls_0.5_5000.npz
zdt1_interval,nsga2,ls,0.5,5000,13,100,4,raw/zdt1_interval_nsga2_ls_0.5_5000.npz
zdt1_interval,nsga2,ls,0.5,5000,14,100,4,raw/zdt1_interval_nsga2_ls_0.5_5000.npz
zdt1_interval,nsga2,ls,0.5,5000,15,100,4,raw/zdt1_interval_nsga2_ls_0.5_5000.npz
zdt1_interval,nsga2,lu,0.0,5000,11,57,4,raw/zdt1_interval_nsga2_lu_0.0_5000.npz
zdt1_interval,nsga2,lu,0.0,5000,12,69,4,raw/zdt1_interval_nsga2_lu_0.0_5000.npz
zdt1_interval,nsga2,lu,0.0,5000,13,70,4,raw/zdt1_interval_nsga2_lu_0.0_5000.npz
zdt1_interval,nsga2,lu,0.0,5000,14,85,4,raw/zdt1_interval_nsga2_lu_0.0_5000.npz
zdt1_interval,nsga2,lu,0.0,5000,15,52,4,raw/zdt1_interval_nsga2_lu_0.0_5000.npz
zdt1_interval,nsga2,lu,0.05,5000,11,100,4,raw/zdt1_interval_nsga2_lu_0.05_5000.npz
zdt1_interval,nsga2,lu,0.05,5000,12,100,4,raw/zdt1_interval_nsga2_lu_0.05_5000.npz
zdt1_interval,nsga2,lu,0.05,5000,13,100,4,raw/zdt1_interval_nsga2_lu_0.05_5000.npz
zdt1_interval,nsga2,lu,0.05,5000,14,100,4,raw/zdt1_interval_nsga2_lu_0.05_5000.npz
zdt1_interval,nsga2,lu,0.05,5000,15,100,4,raw/zdt1_interval_nsga2_lu_0.05_5000.npz
zdt1_interval,nsga2,lu,0.1,5000,11,100,4,raw/zdt1_interval_nsga2_lu_0.1_5000.npz
zdt1_interval,nsga2,lu,0.1,5000,12,100,4,raw/zdt1_interval_nsga2_lu_0.1_5000.npz
zdt1_interval,nsga2,lu,0.1,5000,13,100,4,raw/zdt1_interval_nsga2_lu_0.1_5000.npz
zdt1_interval,nsga2,lu,0.1,5000,14,100,4,raw/zdt1_interval_nsga2_lu_0.1_5000.npz
zdt1_interval,nsga2,lu,0.1,5000,15,100,4,raw/zdt1_interval_nsga2_lu_0.1_5000.npz
zdt1_interval,nsga2,lu,0.1,20000,11,100,4,raw/zdt1_interval_nsga2_lu_0.1_20000.npz
zdt1_interval,nsga2,lu,0.1,20000,12,100,4,raw/zdt1_interval_nsga2_lu_0.1_20000.npz
zdt1_interval,nsga2,lu,0.1,20000,13,100,4,raw/zdt1_interval_nsga2_lu_0.1_20000.npz
zdt1_interval,nsga2,lu,0.1,20000,14,100,4,raw/zdt1_interval_nsga2_lu_0.1_20000.npz
zdt1_interval,nsga2,lu,0.1,20000,15,100,4,raw/zdt1_interval_nsga2_lu_0.1_20000.npz
zdt1_interval,nsga2,lu,0.25,5000,11,100,4,raw/zdt1_interval_nsga2_lu_0.25_5000.npz
zdt1_interval,nsga2,lu,0.25,5000,12,100,4,raw/zdt1_interval_nsga2_lu_0.25_5000.npz
zdt1_interval,nsga2,lu,0.25,5000,13,100,4,raw/zdt1_interval_nsga2_lu_0.25_5000.npz
zdt1_interval,nsga2,lu,0.25,5000,14,100,4,raw/zdt1_interval_nsga2_lu_0.25_5000.npz
zdt1_interval,nsga2,lu,0.25,5000,15,100,4,raw/zdt1_interval_nsga2_lu_0.25_5000.npz
zdt1_interval,nsga2,lu,0.5,5000,11,100,4,raw/zdt1_interval_nsga2_lu_0.5_5000.npz
zdt1_interval,nsga2,lu,0.5,5000,12,100,4,raw/zdt1_interval_nsga2_lu_0.5_5000.npz
zdt1_interval,nsga2,lu,0.5,5000,13,100,4,raw/zdt1_interval_nsga2_lu_0.5_5000.npz
zdt1_interval,nsga2,lu,0.5,5000,14,100,4,raw/zdt1_interval_nsga2_lu_0.5_5000.npz
zdt1_interval,nsga2,lu,0.5,5000,15,100,4,raw/zdt1_interval_nsga2_lu_0.5_5000.npz
zdt1_interval,random_search,cw,0.0,5000,11,17,4,raw/zdt1_interval_random_search_cw_0.0_5000.npz
zdt1_interval,random_search,cw,0.0,5000,12,18,4,raw/zdt1_interval_random_search_cw_0.0_5000.npz
zdt1_interval,random_search,cw,0.0,5000,13,23,4,raw/zdt1_interval_random_search_cw_0.0_5000.npz
zdt1_interval,random_search,cw,0.0,5000,14,22,4,raw/zdt1_interval_random_search_cw_0.0_5000.npz
zdt1_interval,random_search,cw,0.0,5000,15,15,4,raw/zdt1_interval_random_search_cw_0.0_5000.npz
zdt1_interval,random_search,cw,0.05,5000,11,287,4,raw/zdt1_interval_random_search_cw_0.05_5000.npz
zdt1_interval,random_search,cw,0.05,5000,12,250,4,raw/zdt1_interval_random_search_cw_0.05_5000.npz
zdt1_interval,random_search,cw,0.05,5000,13,257,4,raw/zdt1_interval_random_search_cw_0.05_5000.npz
zdt1_interval,random_search,cw,0.05,5000,14,253,4,raw/zdt1_interval_random_search_cw_0.05_5000.npz
zdt1_interval,random_search,cw,0.05,5000,15,271,4,raw/zdt1_interval_random_search_cw_0.05_5000.npz
zdt1_interval,random_search,cw,0.1,5000,11,287,4,raw/zdt1_interval_random_search_cw_0.1_5000.npz
zdt1_interval,random_search,cw,0.1,5000,12,250,4,raw/zdt1_interval_random_search_cw_0.1_5000.npz
zdt1_interval,random_search,cw,0.1,5000,13,257,4,raw/zdt1_interval_random_search_cw_0.1_5000.npz
zdt1_interval,random_search,cw,0.1,5000,14,253,4,raw/zdt1_interval_random_search_cw_0.1_5000.npz
zdt1_interval,random_search,cw,0.1,5000,15,271,4,raw/zdt1_interval_random_search_cw_0.1_5000.npz
zdt1_interval,random_search,cw,0.1,20000,11,452,4,raw/zdt1_interval_random_search_cw_0.1_20000.npz
zdt1_interval,random_search,cw,0.1,20000,12,411,4,raw/zdt1_interval_random_search_cw_0.1_20000.npz
zdt1_interval,random_search,cw,0.1,20000,13,381,4,raw/zdt1_interval_random_search_cw_0.1_20000.npz
zdt1_interval,random_search,cw,0.1,20000,14,491,4,raw/zdt1_interval_random_search_cw_0.1_20000.npz
zdt1_interval,random_search,cw,0.1,20000,15,393,4,raw/zdt1_interval_random_search_cw_0.1_20000.npz
zdt1_interval,random_search,cw,0.25,5000,11,287,4,raw/zdt1_interval_random_search_cw_0.25_5000.npz
zdt1_interval,random_search,cw,0.25,5000,12,250,4,raw/zdt1_interval_random_search_cw_0.25_5000.npz
zdt1_interval,random_search,cw,0.25,5000,13,257,4,raw/zdt1_interval_random_search_cw_0.25_5000.npz
zdt1_interval,random_search,cw,0.25,5000,14,253,4,raw/zdt1_interval_random_search_cw_0.25_5000.npz
zdt1_interval,random_search,cw,0.25,5000,15,271,4,raw/zdt1_interval_random_search_cw_0.25_5000.npz
zdt1_interval,random_search,cw,0.5,5000,11,287,4,raw/zdt1_interval_random_search_cw_0.5_5000.npz
zdt1_interval,random_search,cw,0.5,5000,12,250,4,raw/zdt1_interval_random_search_cw_0.5_5000.npz
zdt1_interval,random_search,cw,0.5,5000,13,257,4,raw/zdt1_interval_random_search_cw_0.5_5000.npz
zdt1_interval,random_search,cw,0.5,5000,14,253,4,raw/zdt1_interval_random_search_cw_0.5_5000.npz
