problem,solver,phi_a,phi_b,status,metric,n_evals,seed,cardinality_a,cardinality_b,delta,containment_violations,value
p0,random_search,lu,cw,finding,overlap,20000,14,20000,1,0.1,,0.10019499025048748
p0,random_search,lu,cw,finding,cross_a_under_b,20000,14,20000,1,0.1,,5e-05
p0,random_search,lu,cw,finding,cross_b_under_a,20000,14,20000,1,0.1,,1.0
p0,random_search,ls,cw,check,hausdorff_a_to_b,20000,14,20000,1,0.1,0,1.0000617098694684
p0,random_search,ls,cw,check,hausdorff_b_to_a,20000,14,20000,1,0.1,0,0.0
p0,random_search,ls,cw,check,hausdorff_symmetric,20000,14,20000,1,0.1,0,1.0000617098694684
p0,random_search,ls,cw,check,coverage_a_in_b,20000,14,20000,1,0.1,0,0.10015
p0,random_search,ls,cw,check,coverage_b_in_a,20000,14,20000,1,0.1,0,1.0
p0,random_search,ls,cw,check,overlap,20000,14,20000,1,0.1,0,0.10019499025048748
p0,random_search,ls,cw,check,cross_a_under_b,20000,14,20000,1,0.1,0,5e-05
p0,random_search,ls,cw,check,cross_b_under_a,20000,14,20000,1,0.1,0,1.0
p0,random_search,lu,ls,check,hausdorff_a_to_b,20000,15,20000,20000,0.1,0,0.0
p0,random_search,lu,ls,check,hausdorff_b_to_a,20000,15,20000,20000,0.1,0,0.0
p0,random_search,lu,ls,check,hausdorff_symmetric,20000,15,20000,20000,0.1,0,0.0
p0,random_search,lu,ls,check,coverage_a_in_b,20000,15,20000,20000,0.1,0,1.0
p0,random_search,lu,ls,check,coverage_b_in_a,20000,15,20000,20000,0.1,0,1.0
p0,random_search,lu,ls,check,overlap,20000,15,20000,20000,0.1,0,1.0
p0,random_search,lu,ls,check,cross_a_under_b,20000,15,20000,20000,0.1,0,1.0
p0,random_search,lu,ls,check,cross_b_under_a,20000,15,20000,20000,0.1,0,1.0
p0,random_search,lu,cw,finding,hausdorff_a_to_b,20000,15,20000,1,0.1,,0.9999041856169613
p0,random_search,lu,cw,finding,hausdorff_b_to_a,20000,15,20000,1,0.1,,0.0
p0,random_search,lu,cw,finding,hausdorff_symmetric,20000,15,20000,1,0.1,,0.9999041856169613
p0,random_search,lu,cw,finding,coverage_a_in_b,20000,15,20000,1,0.1,,0.09655
p0,random_search,lu,cw,finding,coverage_b_in_a,20000,15,20000,1,0.1,,1.0
p0,random_search,lu,cw,finding,overlap,20000,15,20000,1,0.1,,0.09659517024148792
p0,random_search,lu,cw,finding,cross_a_under_b,20000,15,20000,1,0.1,,5e-05
p0,random_search,lu,cw,finding,cross_b_under_a,20000,15,20000,1,0.1,,1.0
p0,random_search,ls,cw,check,hausdorff_a_to_b,20000,15,20000,1,0.1,0,0.9999041856169613
p0,random_search,ls,cw,check,hausdorff_b_to_a,20000,15,20000,1,0.1,0,0.0
p0,random_search,ls,cw,check,hausdorff_symmetric,20000,15,20000,1,0.1,0,0.9999041856169613
p0,random_search,ls,cw,check,coverage_a_in_b,20000,15,20000,1,0.1,0,0.09655
p0,random_search,ls,cw,check,coverage_b_in_a,20000,15,20000,1,0.1,0,1.0
p0,random_search,ls,cw,check,overlap,20000,15,20000,1,0.1,0,0.09659517024148792
p0,random_search,ls,cw,check,cross_a_under_b,20000,15,20000,1,0.1,0,5e-05
p0,random_search,ls,cw,check,cross_b_under_a,20000,15,20000,1,0.1,0,1.0
p0,random_search,lu,ls,check,coverage_a_in_b,20000,11,20000,20000,0.0,,1.0
p0,random_search,lu,ls,check,coverage_b_in_a,20000,11,20000,20000,0.0,,1.0
p0,random_search,lu,ls,check,overlap,20000,11,20000,20000,0.0,,1.0
p0,random_search,lu,cw,finding,coverage_a_in_b,20000,11,20000,1,0.0,,5e-05
p0,random_search,lu,cw,finding,coverage_b_in_a,20000,11,20000,1,0.0,,1.0
p0,random_search,lu,cw,finding,overlap,20000,11,20000,1,0.0,,9.99950002499875e-05
p0,random_search,ls,cw,check,coverage_a_in_b,20000,11,20000,1,0.0,,5e-05
p0,random_search,ls,cw,check,coverage_b_in_a,20000,11,20000,1,0.0,,1.0
p0,random_search,ls,cw,check,overlap,20000,11,20000,1,0.0,,9.99950002499875e-05
p0,random_search,lu,ls,check,coverage_a_in_b,20000,12,20000,20000,0.0,,1.0
p0,random_search,lu,ls,check,coverage_b_in_a,20000,12,20000,20000,0.0,,1.0
p0,random_search,lu,ls,check,overlap,20000,12,20000,20000,0.0,,1.0
p0,random_search,lu,cw,finding,coverage_a_in_b,20000,12,20000,1,0.0,,5e-05
p0,random_search,lu,cw,finding,coverage_b_in_a,20000,12,20000,1,0.0,,1.0
p0,random_search,lu,cw,finding,overlap,20000,12,20000,1,0.0,,9.99950002499875e-05
p0,random_search,ls,cw,check,coverage_a_in_b,20000,12,20000,1,0.0,,5e-05
p0,random_search,ls,cw,check,coverage_b_in_a,20000,12,20000,1,0.0,,1.0
p0,random_search,ls,cw,check,overlap,20000,12,20000,1,0.0,,9.99950002499875e-05
p0,random_search,lu,ls,check,coverage_a_in_b,20000,13,20000,20000,0.0,,1.0
p0,random_search,lu,ls,check,coverage_b_in_a,20000,13,20000,20000,0.0,,1.0
p0,random_search,lu,ls,check,overlap,20000,13,20000,20000,0.0,,1.0
p0,random_search,lu,cw,finding,coverage_a_in_b,20000,13,20000,1,0.0,,5e-05
p0,random_search,lu,cw,finding,coverage_b_in_a,20000,13,20000,1,0.0,,1.0
p0,random_search,lu,cw,finding,overlap,20000,13,20000,1,0.0,,9.99950002499875e-05
p0,random_search,ls,cw,check,coverage_a_in_b,20000,13,20000,1,0.0,,5e-05
p0,random_search,ls,cw,check,coverage_b_in_a,20000,13,20000,1,0.0,,1.0
p0,random_search,ls,cw,check,overlap,20000,13,20000,1,0.0,,9.99950002499875e-05
p0,random_search,lu,ls,check,coverage_a_in_b,20000,14,20000,20000,0.0,,1.0
p0,random_search,lu,ls,check,coverage_b_in_a,20000,14,20000,20000,0.0,,1.0
p0,random_search,lu,ls,check,overlap,20000,14,20000,20000,0.0,,1.0
p0,random_search,lu,cw,finding,coverage_a_in_b,20000,14,20000,1,0.0,,5e-05
p0,random_search,lu,cw,finding,coverage_b_in_a,20000,14,20000,1,0.0,,1.0
p0,random_search,lu,cw,finding,overlap,20000,14,20000,1,0.0,,9.99950002499875e-05
p0,random_search,ls,cw,check,coverage_a_in_b,20000,14,20000,1,0.0,,5e-05
p0,random_search,ls,cw,check,coverage_b_in_a,20000,14,20000,1,0.0,,1.0
p0,random_search,ls,cw,check,overlap,20000,14,20000,1,0.0,,9.99950002499875e-05
p0,random_search,lu,ls,check,coverage_a_in_b,20000,15,20000,20000,0.0,,1.0
p0,random_search,lu,ls,check,coverage_b_in_a,20000,15,20000,20000,0.0,,1.0
p0,random_search,lu,ls,check,overlap,20000,15,20000,20000,0.0,,1.0
p0,random_search,lu,cw,finding,coverage_a_in_b,20000,15,20000,1,0.0,,5e-05
p0,random_search,lu,cw,finding,coverage_b_in_a,20000,15,20000,1,0.0,,1.0
p0,random_search,lu,cw,finding,overlap,20000,15,20000,1,0.0,,9.99950002499875e-05
p0,random_search,ls,cw,check,coverage_a_in_b,20000,15,20000,1,0.0,,5e-05
p0,random_search,ls,cw,check,coverage_b_in_a,20000,15,20000,1,0.0,,1.0
p0,random_search,ls,cw,check,overlap,20000,15,20000,1,0.0,,9.99950002499875e-05
p0,random_search_noise_floor,lu,lu,check,coverage_a_in_b,20000,11,20000,20000,0.1,,1.0
p0,random_search_noise_floor,lu,lu,check,coverage_b_in_a,20000,11,20000,20000,0.1,,1.0
p0,random_search_noise_floor,lu,lu,check,overlap,20000,11,20000,20000,0.1,,1.0
p0,random_search_noise_floor,lu,lu,check,coverage_a_in_b,20000,12,20000,20000,0.1,,1.0
p0,random_search_noise_floor,lu,lu,check,coverage_b_in_a,20000,12,20000,20000,0.1,,1.0
p0,random_search_noise_floor,lu,lu,check,overlap,20000,12,20000,20000,0.1,,1.0
p0,random_search_noise_floor,lu,lu,check,coverage_a_in_b,20000,13,20000,20000,0.1,,1.0
p0,random_search_noise_floor,lu,lu,check,coverage_b_in_a,20000,13,20000,20000,0.1,,1.0
p0,random_search_noise_floor,lu,lu,check,overlap,20000,13,20000,20000,0.1,,1.0
p0,random_search_noise_floor,lu,lu,check,coverage_a_in_b,20000,14,20000,20000,0.1,,1.0
p0,random_search_noise_floor,lu,lu,check,coverage_b_in_a,20000,14,20000,20000,0.1,,1.0
p0,random_search_noise_floor,lu,lu,check,overlap,20000,14,20000,20000,0.1,,1.0
p0,random_search_noise_floor,lu,lu,check,coverage_a_in_b,20000,15,20000,20000,0.1,,1.0
p0,random_search_noise_floor,lu,lu,check,coverage_b_in_a,20000,15,20000,20000,0.1,,1.0
p0,random_search_noise_floor,lu,lu,check,overlap,20000,15,20000,20000,0.1,,1.0
p0,random_search_noise_floor,ls,ls,check,coverage_a_in_b,20000,11,20000,20000,0.1,,1.0
p0,random_search_noise_floor,ls,ls,check,coverage_b_in_a,20000,11,20000,20000,0.1,,1.0
p0,random_search_noise_floor,ls,ls,check,overlap,20000,11,20000,20000,0.1,,1.0
p0,random_search_noise_floor,ls,ls,check,coverage_a_in_b,20000,12,20000,20000,0.1,,1.0
p0,random_search_noise_floor,ls,ls,check,coverage_b_in_a,20000,12,20000,20000,0.1,,1.0
p0,random_search_noise_floor,ls,ls,check,overlap,20000,12,20000,20000,0.1,,1.0
p0,random_search_noise_floor,ls,ls,check,coverage_a_in_b,20000,13,20000,20000,0.1,,1.0
p0,random_search_noise_floor,ls,ls,check,coverage_b_in_a,20000,13,20000,20000,0.1,,1.0
p0,random_search_noise_floor,ls,ls,check,overlap,20000,13,20000,20000,0.1,,1.0
p0,random_search_noise_floor,ls,ls,check,coverage_a_in_b,20000,14,20000,20000,0.1,,1.0
p0,random_search_noise_floor,ls,ls,check,coverage_b_in_a,20000,14,20000,20000,0.1,,1.0
p0,random_search_noise_floor,ls,ls,check,overlap,20000,14,20000,20000,0.1,,1.0
p0,random_search_noise_floor,ls,ls,check,coverage_a_in_b,20000,15,20000,20000,0.1,,1.0
p0,random_search_noise_floor,ls,ls,check,coverage_b_in_a,20000,15,20000,20000,0.1,,1.0
p0,random_search_noise_floor,ls,ls,check,overlap,20000,15,20000,20000,0.1,,1.0
p0,random_search_noise_floor,cw,cw,check,coverage_a_in_b,20000,11,1,1,0.1,,1.0
p0,random_search_noise_floor,cw,cw,check,coverage_b_in_a,20000,11,1,1,0.1,,1.0
p0,random_search_noise_floor,cw,cw,check,overlap,20000,11,1,1,0.1,,1.0
p0,random_search_noise_floor,cw,cw,check,coverage_a_in_b,20000,12,1,1,0.1,,1.0
p0,random_search_noise_floor,cw,cw,check,coverage_b_in_a,20000,12,1,1,0.1,,1.0
p0,random_search_noise_floor,cw,cw,check,overlap,20000,12,1,1,0.1,,1.0
p0,random_search_noise_floor,cw,cw,check,coverage_a_in_b,20000,13,1,1,0.1,,1.0
p0,random_search_noise_floor,cw,cw,check,coverage_b_in_a,20000,13,1,1,0.1,,1.0
p0,random_search_noise_floor,cw,cw,check,overlap,20000,13,1,1,0.1,,1.0
p0,random_search_noise_floor,cw,cw,check,coverage_a_in_b,20000,14,1,1,0.1,,1.0
p0,random_search_noise_floor,cw,cw,check,coverage_b_in_a,20000,14,1,1,0.1,,1.0
p0,random_search_noise_floor,cw,cw,check,overlap,20000,14,1,1,0.1,,1.0
p0,random_search_noise_floor,cw,cw,check,coverage_a_in_b,20000,15,1,1,0.1,,1.0
p0,random_search_noise_floor,cw,cw,check,coverage_b_in_a,20000,15,1,1,0.1,,1.0
p0,random_search_noise_floor,cw,cw,check,overlap,20000,15,1,1,0.1,,1.0
p1,random_search,lu,ls,check,hausdorff_a_to_b,5000,11,610,2220,0.14142135623730953,0,0.0
p1,random_search,lu,ls,check,hausdorff_b_to_a,5000,11,610,2220,0.14142135623730953,0,0.9688482627007649
p1,random_search,lu,ls,check,hausdorff_symmetric,5000,11,610,2220,0.14142135623730953,0,0.9688482627007649
p1,random_search,lu,ls,check,coverage_a_in_b,5000,11,610,2220,0.14142135623730953,0,1.0
p1,random_search,lu,ls,check,coverage_b_in_a,5000,11,610,2220,0.14142135623730953,0,0.3927927927927928
p1,random_search,lu,ls,check,overlap,5000,11,610,2220,0.14142135623730953,0,0.5236749116607774
p1,random_search,lu,ls,check,cross_a_under_b,5000,11,610,2220,0.14142135623730953,0,1.0
p1,random_search,lu,ls,check,cross_b_under_a,5000,11,610,2220,0.14142135623730953,0,0.2747747747747748
p1,random_search,lu,cw,finding,hausdorff_a_to_b,5000,11,610,1544,0.14142135623730953,,0.2937104754832632
p1,random_search,lu,cw,finding,hausdorff_b_to_a,5000,11,610,1544,0.14142135623730953,,0.8727878711902787
p1,random_search,lu,cw,finding,hausdorff_symmetric,5000,11,610,1544,0.14142135623730953,,0.8727878711902787
p1,random_search,lu,cw,finding,coverage_a_in_b,5000,11,610,1544,0.14142135623730953,,0.9491803278688524
p1,random_search,lu,cw,finding,coverage_b_in_a,5000,11,610,1544,0.14142135623730953,,0.34520725388601037
p1,random_search,lu,cw,finding,overlap,5000,11,610,1544,0.14142135623730953,,0.5162488393686165
p1,random_search,lu,cw,finding,cross_a_under_b,5000,11,610,1544,0.14142135623730953,,0.5655737704918032
p1,random_search,lu,cw,finding,cross_b_under_a,5000,11,610,1544,0.14142135623730953,,0.22344559585492227
p1,random_search,ls,cw,check,hausdorff_a_to_b,5000,11,2220,1544,0.14142135623730953,0,0.3750629245882081
p1,random_search,ls,cw,check,hausdorff_b_to_a,5000,11,2220,1544,0.14142135623730953,0,0.0
p1,random_search,ls,cw,check,hausdorff_symmetric,5000,11,2220,1544,0.14142135623730953,0,0.3750629245882081
p1,random_search,ls,cw,check,coverage_a_in_b,5000,11,2220,1544,0.14142135623730953,0,0.8828828828828829
p1,random_search,ls,cw,check,coverage_b_in_a,5000,11,2220,1544,0.14142135623730953,0,1.0
p1,random_search,ls,cw,check,overlap,5000,11,2220,1544,0.14142135623730953,0,0.9309245483528161
p1,random_search,ls,cw,check,cross_a_under_b,5000,11,2220,1544,0.14142135623730953,0,0.6954954954954955
p1,random_search,ls,cw,check,cross_b_under_a,5000,11,2220,1544,0.14142135623730953,0,1.0
p1,random_search,lu,ls,check,hausdorff_a_to_b,5000,12,622,2253,0.14142135623730953,0,0.0
p1,random_search,lu,ls,check,hausdorff_b_to_a,5000,12,622,2253,0.14142135623730953,0,1.1395525328424245
p1,random_search,lu,ls,check,hausdorff_symmetric,5000,12,622,2253,0.14142135623730953,0,1.1395525328424245
p1,random_search,lu,ls,check,coverage_a_in_b,5000,12,622,2253,0.14142135623730953,0,1.0
p1,random_search,lu,ls,check,coverage_b_in_a,5000,12,622,2253,0.14142135623730953,0,0.3932534398579672
p1,random_search,lu,ls,check,overlap,5000,12,622,2253,0.14142135623730953,0,0.5245217391304348
p1,random_search,lu,ls,check,cross_a_under_b,5000,12,622,2253,0.14142135623730953,0,1.0
p1,random_search,lu,ls,check,cross_b_under_a,5000,12,622,2253,0.14142135623730953,0,0.2760763426542388
p1,random_search,lu,cw,finding,hausdorff_a_to_b,5000,12,622,1528,0.14142135623730953,,0.30898090778090137
p1,random_search,lu,cw,finding,hausdorff_b_to_a,5000,12,622,1528,0.14142135623730953,,1.1395525328424245
p1,random_search,lu,cw,finding,hausdorff_symmetric,5000,12,622,1528,0.14142135623730953,,1.1395525328424245
p1,random_search,lu,cw,finding,coverage_a_in_b,5000,12,622,1528,0.14142135623730953,,0.8890675241157556
p1,random_search,lu,cw,finding,coverage_b_in_a,5000,12,622,1528,0.14142135623730953,,0.3448952879581152
p1,random_search,lu,cw,finding,overlap,5000,12,622,1528,0.14142135623730953,,0.5023255813953489
p1,random_search,lu,cw,finding,cross_a_under_b,5000,12,622,1528,0.14142135623730953,,0.545016077170418
p1,random_search,lu,cw,finding,cross_b_under_a,5000,12,622,1528,0.14142135623730953,,0.2218586387434555
p1,random_search,ls,cw,check,hausdorff_a_to_b,5000,12,2253,1528,0.14142135623730953,0,0.36105805732793134
p1,random_search,ls,cw,check,hausdorff_b_to_a,5000,12,2253,1528,0.14142135623730953,0,0.0
p1,random_search,ls,cw,check,hausdorff_symmetric,5000,12,2253,1528,0.14142135623730953,0,0.36105805732793134
p1,random_search,ls,cw,check,coverage_a_in_b,5000,12,2253,1528,0.14142135623730953,0,0.8664003550821128
p1,random_search,ls,cw,check,coverage_b_in_a,5000,12,2253,1528,0.14142135623730953,0,1.0
p1,random_search,ls,cw,check,overlap,5000,12,2253,1528,0.14142135623730953,0,0.9203914308384026
p1,random_search,ls,cw,check,cross_a_under_b,5000,12,2253,1528,0.14142135623730953,0,0.6782068353306702
p1,random_search,ls,cw,check,cross_b_under_a,5000,12,2253,1528,0.14142135623730953,0,1.0
p1,random_search,lu,ls,check,hausdorff_a_to_b,5000,13,590,2256,0.14142135623730953,0,0.0
p1,random_search,lu,ls,check,hausdorff_b_to_a,5000,13,590,2256,0.14142135623730953,0,0.9539544784794682
p1,random_search,lu,ls,check,hausdorff_symmetric,5000,13,590,2256,0.14142135623730953,0,0.9539544784794682
p1,random_search,lu,ls,check,coverage_a_in_b,5000,13,590,2256,0.14142135623730953,0,1.0
p1,random_search,lu,ls,check,coverage_b_in_a,5000,13,590,2256,0.14142135623730953,0,0.3798758865248227
p1,random_search,lu,ls,check,overlap,5000,13,590,2256,0.14142135623730953,0,0.5084328882642305
p1,random_search,lu,ls,check,cross_a_under_b,5000,13,590,2256,0.14142135623730953,0,1.0
p1,random_search,lu,ls,check,cross_b_under_a,5000,13,590,2256,0.14142135623730953,0,0.26152482269503546
p1,random_search,lu,cw,finding,hausdorff_a_to_b,5000,13,590,1591,0.14142135623730953,,0.2962723871714789
p1,random_search,lu,cw,finding,hausdorff_b_to_a,5000,13,590,1591,0.14142135623730953,,0.914974074932023
p1,random_search,lu,cw,finding,hausdorff_symmetric,5000,13,590,1591,0.14142135623730953,,0.914974074932023
p1,random_search,lu,cw,finding,coverage_a_in_b,5000,13,590,1591,0.14142135623730953,,0.9305084745762712
p1,random_search,lu,cw,finding,coverage_b_in_a,5000,13,590,1591,0.14142135623730953,,0.33500942803268385
p1,random_search,lu,cw,finding,overlap,5000,13,590,1591,0.14142135623730953,,0.4961027051811096
p1,random_search,lu,cw,finding,cross_a_under_b,5000,13,590,1591,0.14142135623730953,,0.5559322033898305
p1,random_search,lu,cw,finding,cross_b_under_a,5000,13,590,1591,0.14142135623730953,,0.20615964802011313
p1,random_search,ls,cw,check,hausdorff_a_to_b,5000,13,2256,1591,0.14142135623730953,0,0.37800417689718846
p1,random_search,ls,cw,check,hausdorff_b_to_a,5000,13,2256,1591,0.14142135623730953,0,0.0
p1,random_search,ls,cw,check,hausdorff_symmetric,5000,13,2256,1591,0.14142135623730953,0,0.37800417689718846
p1,random_search,ls,cw,check,coverage_a_in_b,5000,13,2256,1591,0.14142135623730953,0,0.8847517730496454
p1,random_search,ls,cw,check,coverage_b_in_a,5000,13,2256,1591,0.14142135623730953,0,1.0
p1,random_search,ls,cw,check,overlap,5000,13,2256,1591,0.14142135623730953,0,0.9324148687288797
p1,random_search,ls,cw,check,cross_a_under_b,5000,13,2256,1591,0.14142135623730953,0,0.7052304964539007
p1,random_search,ls,cw,check,cross_b_under_a,5000,13,2256,1591,0.14142135623730953,0,1.0
p1,random_search,lu,ls,check,hausdorff_a_to_b,5000,14,586,2195,0.14142135623730953,0,0.0
p1,random_search,lu,ls,check,hausdorff_b_to_a,5000,14,586,2195,0.14142135623730953,0,0.9787960710351081
p1,random_search,lu,ls,check,hausdorff_symmetric,5000,14,586,2195,0.14142135623730953,0,0.9787960710351081
p1,random_search,lu,ls,check,coverage_a_in_b,5000,14,586,2195,0.14142135623730953,0,1.0
p1,random_search,lu,ls,check,coverage_b_in_a,5000,14,586,2195,0.14142135623730953,0,0.39134396355353074
p1,random_search,lu,ls,check,overlap,5000,14,586,2195,0.14142135623730953,0,0.5195972671700827
p1,random_search,lu,ls,check,cross_a_under_b,5000,14,586,2195,0.14142135623730953,0,1.0
p1,random_search,lu,ls,check,cross_b_under_a,5000,14,586,2195,0.14142135623730953,0,0.2669703872437358
p1,random_search,lu,cw,finding,hausdorff_a_to_b,5000,14,586,1501,0.14142135623730953,,0.2937143096445231
p1,random_search,lu,cw,finding,hausdorff_b_to_a,5000,14,586,1501,0.14142135623730953,,0.9787960710351081
p1,random_search,lu,cw,finding,hausdorff_symmetric,5000,14,586,1501,0.14142135623730953,,0.9787960710351081
p1,random_search,lu,cw,finding,coverage_a_in_b,5000,14,586,1501,0.14142135623730953,,0.9232081911262798
p1,random_search,lu,cw,finding,coverage_b_in_a,5000,14,586,1501,0.14142135623730953,,0.3504330446369087
p1,random_search,lu,cw,finding,overlap,5000,14,586,1501,0.14142135623730953,,0.51126018207954
p1,random_search,lu,cw,finding,cross_a_under_b,5000,14,586,1501,0.14142135623730953,,0.5290102389078498
p1,random_search,lu,cw,finding,cross_b_under_a,5000,14,586,1501,0.14142135623730953,,0.20652898067954698
p1,random_search,ls,cw,check,hausdorff_a_to_b,5000,14,2195,1501,0.14142135623730953,0,0.3615975484619103
p1,random_search,ls,cw,check,hausdorff_b_to_a,5000,14,2195,1501,0.14142135623730953,0,0.0
p1,random_search,ls,cw,check,hausdorff_symmetric,5000,14,2195,1501,0.14142135623730953,0,0.3615975484619103
p1,random_search,ls,cw,check,coverage_a_in_b,5000,14,2195,1501,0.14142135623730953,0,0.8952164009111617
p1,random_search,ls,cw,check,coverage_b_in_a,5000,14,2195,1501,0.14142135623730953,0,1.0
p1,random_search,ls,cw,check,overlap,5000,14,2195,1501,0.14142135623730953,0,0.9377705627705628
p1,random_search,ls,cw,check,cross_a_under_b,5000,14,2195,1501,0.14142135623730953,0,0.6838268792710707
p1,random_search,ls,cw,check,cross_b_under_a,5000,14,2195,1501,0.14142135623730953,0,1.0
p1,random_search,lu,ls,check,hausdorff_a_to_b,5000,15,608,2182,0.14142135623730953,0,0.0
p1,random_search,lu,ls,check,hausdorff_b_to_a,5000,15,608,2182,0.14142135623730953,0,0.9603196641569437
p1,random_search,lu,ls,check,hausdorff_symmetric,5000,15,608,2182,0.14142135623730953,0,0.9603196641569437
p1,random_search,lu,ls,check,coverage_a_in_b,5000,15,608,2182,0.14142135623730953,0,1.0
p1,random_search,lu,ls,check,coverage_b_in_a,5000,15,608,2182,0.14142135623730953,0,0.41200733272227313
p1,random_search,lu,ls,check,overlap,5000,15,608,2182,0.14142135623730953,0,0.5401433691756272
p1,random_search,lu,ls,check,cross_a_under_b,5000,15,608,2182,0.14142135623730953,0,1.0
p1,random_search,lu,ls,check,cross_b_under_a,5000,15,608,2182,0.14142135623730953,0,0.27864344637946836
p1,random_search,lu,cw,finding,hausdorff_a_to_b,5000,15,608,1504,0.14142135623730953,,0.3079040114888727
p1,random_search,lu,cw,finding,hausdorff_b_to_a,5000,15,608,1504,0.14142135623730953,,0.9603196641569437
p1,random_search,lu,cw,finding,hausdorff_symmetric,5000,15,608,1504,0.14142135623730953,,0.9603196641569437
p1,random_search,lu,cw,finding,coverage_a_in_b,5000,15,608,1504,0.14142135623730953,,0.9391447368421053
p1,random_search,lu,cw,finding,coverage_b_in_a,5000,15,608,1504,0.14142135623730953,,0.37101063829787234
p1,random_search,lu,cw,finding,overlap,5000,15,608,1504,0.14142135623730953,,0.5345643939393939
p1,random_search,lu,cw,finding,cross_a_under_b,5000,15,608,1504,0.14142135623730953,,0.5625
p1,random_search,lu,cw,finding,cross_b_under_a,5000,15,608,1504,0.14142135623730953,,0.22672872340425532
p1,random_search,ls,cw,check,hausdorff_a_to_b,5000,15,2182,1504,0.14142135623730953,0,0.39971049389535235
p1,random_search,ls,cw,check,hausdorff_b_to_a,5000,15,2182,1504,0.14142135623730953,0,0.0
p1,random_search,ls,cw,check,hausdorff_symmetric,5000,15,2182,1504,0.14142135623730953,0,0.39971049389535235
p1,random_search,ls,cw,check,coverage_a_in_b,5000,15,2182,1504,0.14142135623730953,0,0.9060494958753437
p1,random_search,ls,cw,check,coverage_b_in_a,5000,15,2182,1504,0.14142135623730953,0,1.0
p1,random_search,ls,cw,check,overlap,5000,15,2182,1504,0.14142135623730953,0,0.944384156266956
p1,random_search,ls,cw,check,cross_a_under_b,5000,15,2182,1504,0.14142135623730953,0,0.689275893675527
p1,random_search,ls,cw,check,cross_b_under_a,5000,15,2182,1504,0.14142135623730953,0,1.0
p1,random_search,lu,ls,check,coverage_a_in_b,5000,11,610,2220,0.0,,1.0
p1,random_search,lu,ls,check,coverage_b_in_a,5000,11,610,2220,0.0,,0.2747747747747748
p1,random_search,lu,ls,check,overlap,5000,11,610,2220,0.0,,0.43109540636042404
p1,random_search,lu,cw,finding,coverage_a_in_b,5000,11,610,1544,0.0,,0.5639344262295082
p1,random_search,lu,cw,finding,coverage_b_in_a,5000,11,610,1544,0.0,,0.22279792746113988
p1,random_search,lu,cw,finding,overlap,5000,11,610,1544,0.0,,0.31940575673166205
p1,random_search,ls,cw,check,coverage_a_in_b,5000,11,2220,1544,0.0,,0.6954954954954955
p1,random_search,ls,cw,check,coverage_b_in_a,5000,11,2220,1544,0.0,,1.0
p1,random_search,ls,cw,check,overlap,5000,11,2220,1544,0.0,,0.820403825717322
p1,random_search,lu,ls,check,coverage_a_in_b,5000,12,622,2253,0.0,,1.0
p1,random_search,lu,ls,check,coverage_b_in_a,5000,12,622,2253,0.0,,0.2760763426542388
p1,random_search,lu,ls,check,overlap,5000,12,622,2253,0.0,,0.43269565217391304
p1,random_search,lu,cw,finding,coverage_a_in_b,5000,12,622,1528,0.0,,0.545016077170418
p1,random_search,lu,cw,finding,coverage_b_in_a,5000,12,622,1528,0.0,,0.2218586387434555
p1,random_search,lu,cw,finding,overlap,5000,12,622,1528,0.0,,0.31534883720930235
p1,random_search,ls,cw,check,coverage_a_in_b,5000,12,2253,1528,0.0,,0.6782068353306702
p1,random_search,ls,cw,check,coverage_b_in_a,5000,12,2253,1528,0.0,,1.0
p1,random_search,ls,cw,check,overlap,5000,12,2253,1528,0.0,,0.8082517852419995
p1,random_search,lu,ls,check,coverage_a_in_b,5000,13,590,2256,0.0,,1.0
p1,random_search,lu,ls,check,coverage_b_in_a,5000,13,590,2256,0.0,,0.26152482269503546
p1,random_search,lu,ls,check,overlap,5000,13,590,2256,0.0,,0.4146170063246662
p1,random_search,lu,cw,finding,coverage_a_in_b,5000,13,590,1591,0.0,,0.5559322033898305
p1,random_search,lu,cw,finding,coverage_b_in_a,5000,13,590,1591,0.0,,0.20615964802011313
p1,random_search,lu,cw,finding,overlap,5000,13,590,1591,0.0,,0.30077945896377806
p1,random_search,ls,cw,check,coverage_a_in_b,5000,13,2256,1591,0.0,,0.7052304964539007
p1,random_search,ls,cw,check,coverage_b_in_a,5000,13,2256,1591,0.0,,1.0
p1,random_search,ls,cw,check,overlap,5000,13,2256,1591,0.0,,0.8271380296334806
p1,random_search,lu,ls,check,coverage_a_in_b,5000,14,586,2195,0.0,,1.0
p1,random_search,lu,ls,check,coverage_b_in_a,5000,14,586,2195,0.0,,0.2669703872437358
p1,random_search,lu,ls,check,overlap,5000,14,586,2195,0.0,,0.42143113987774183
p1,random_search,lu,cw,finding,coverage_a_in_b,5000,14,586,1501,0.0,,0.5290102389078498
p1,random_search,lu,cw,finding,coverage_b_in_a,5000,14,586,1501,0.0,,0.20652898067954698
p1,random_search,lu,cw,finding,overlap,5000,14,586,1501,0.0,,0.29707714422616194
p1,random_search,ls,cw,check,coverage_a_in_b,5000,14,2195,1501,0.0,,0.6838268792710707
p1,random_search,ls,cw,check,coverage_b_in_a,5000,14,2195,1501,0.0,,1.0
p1,random_search,ls,cw,check,overlap,5000,14,2195,1501,0.0,,0.8122294372294372
