problem,phi_a,phi_b,status,metric,n_evals,seed,delta_box_fraction,delta,box_scale,cardinality_a,cardinality_b,value
p1,lu,ls,check,overlap,5000,11,0.2,0.5656854249492381,2.8284271247461903,610,2220,0.8067137809187279
p1,lu,cw,finding,coverage_a_in_b,5000,11,0.0,0.0,2.8284271247461903,610,1544,0.5639344262295082
p1,lu,cw,finding,coverage_b_in_a,5000,11,0.0,0.0,2.8284271247461903,610,1544,0.22279792746113988
p1,lu,cw,finding,overlap,5000,11,0.0,0.0,2.8284271247461903,610,1544,0.31940575673166205
p1,lu,cw,finding,coverage_a_in_b,5000,11,0.01,0.028284271247461905,2.8284271247461903,610,1544,0.6245901639344262
p1,lu,cw,finding,coverage_b_in_a,5000,11,0.01,0.028284271247461905,2.8284271247461903,610,1544,0.2422279792746114
p1,lu,cw,finding,overlap,5000,11,0.01,0.028284271247461905,2.8284271247461903,610,1544,0.35051067780872797
p1,lu,cw,finding,coverage_a_in_b,5000,11,0.02,0.05656854249492381,2.8284271247461903,610,1544,0.7262295081967213
p1,lu,cw,finding,coverage_b_in_a,5000,11,0.02,0.05656854249492381,2.8284271247461903,610,1544,0.26424870466321243
p1,lu,cw,finding,overlap,5000,11,0.02,0.05656854249492381,2.8284271247461903,610,1544,0.39507892293407615
p1,lu,cw,finding,coverage_a_in_b,5000,11,0.05,0.14142135623730953,2.8284271247461903,610,1544,0.9491803278688524
p1,lu,cw,finding,coverage_b_in_a,5000,11,0.05,0.14142135623730953,2.8284271247461903,610,1544,0.34520725388601037
p1,lu,cw,finding,overlap,5000,11,0.05,0.14142135623730953,2.8284271247461903,610,1544,0.5162488393686165
p1,lu,cw,finding,coverage_a_in_b,5000,11,0.1,0.28284271247461906,2.8284271247461903,610,1544,0.9983606557377049
p1,lu,cw,finding,coverage_b_in_a,5000,11,0.1,0.28284271247461906,2.8284271247461903,610,1544,0.47733160621761656
p1,lu,cw,finding,overlap,5000,11,0.1,0.28284271247461906,2.8284271247461903,610,1544,0.6248839368616528
p1,lu,cw,finding,coverage_a_in_b,5000,11,0.2,0.5656854249492381,2.8284271247461903,610,1544,1.0
p1,lu,cw,finding,coverage_b_in_a,5000,11,0.2,0.5656854249492381,2.8284271247461903,610,1544,0.7506476683937824
p1,lu,cw,finding,overlap,5000,11,0.2,0.5656854249492381,2.8284271247461903,610,1544,0.8212627669452182
p1,ls,cw,check,coverage_a_in_b,5000,11,0.0,0.0,2.8284271247461903,2220,1544,0.6954954954954955
p1,ls,cw,check,coverage_b_in_a,5000,11,0.0,0.0,2.8284271247461903,2220,1544,1.0
p1,ls,cw,check,overlap,5000,11,0.0,0.0,2.8284271247461903,2220,1544,0.820403825717322
p1,ls,cw,check,coverage_a_in_b,5000,11,0.01,0.028284271247461905,2.8284271247461903,2220,1544,0.7247747747747748
p1,ls,cw,check,coverage_b_in_a,5000,11,0.01,0.028284271247461905,2.8284271247461903,2220,1544,1.0
p1,ls,cw,check,overlap,5000,11,0.01,0.028284271247461905,2.8284271247461903,2220,1544,0.8376726886291179
p1,ls,cw,check,coverage_a_in_b,5000,11,0.02,0.05656854249492381,2.8284271247461903,2220,1544,0.7698198198198198
p1,ls,cw,check,coverage_b_in_a,5000,11,0.02,0.05656854249492381,2.8284271247461903,2220,1544,1.0
p1,ls,cw,check,overlap,5000,11,0.02,0.05656854249492381,2.8284271247461903,2220,1544,0.864240170031881
p1,ls,cw,check,coverage_a_in_b,5000,11,0.05,0.14142135623730953,2.8284271247461903,2220,1544,0.8828828828828829
p1,ls,cw,check,coverage_b_in_a,5000,11,0.05,0.14142135623730953,2.8284271247461903,2220,1544,1.0
p1,ls,cw,check,overlap,5000,11,0.05,0.14142135623730953,2.8284271247461903,2220,1544,0.9309245483528161
p1,ls,cw,check,coverage_a_in_b,5000,11,0.1,0.28284271247461906,2.8284271247461903,2220,1544,0.9806306306306306
p1,ls,cw,check,coverage_b_in_a,5000,11,0.1,0.28284271247461906,2.8284271247461903,2220,1544,1.0
p1,ls,cw,check,overlap,5000,11,0.1,0.28284271247461906,2.8284271247461903,2220,1544,0.9885759829968119
p1,ls,cw,check,coverage_a_in_b,5000,11,0.2,0.5656854249492381,2.8284271247461903,2220,1544,1.0
p1,ls,cw,check,coverage_b_in_a,5000,11,0.2,0.5656854249492381,2.8284271247461903,2220,1544,1.0
p1,ls,cw,check,overlap,5000,11,0.2,0.5656854249492381,2.8284271247461903,2220,1544,1.0
p1,lu,ls,check,coverage_a_in_b,5000,12,0.0,0.0,2.8284271247461903,622,2253,1.0
p1,lu,ls,check,coverage_b_in_a,5000,12,0.0,0.0,2.8284271247461903,622,2253,0.2760763426542388
p1,lu,ls,check,overlap,5000,12,0.0,0.0,2.8284271247461903,622,2253,0.43269565217391304
p1,lu,ls,check,coverage_a_in_b,5000,12,0.01,0.028284271247461905,2.8284271247461903,622,2253,1.0
p1,lu,ls,check,coverage_b_in_a,5000,12,0.01,0.028284271247461905,2.8284271247461903,622,2253,0.29516200621393696
p1,lu,ls,check,overlap,5000,12,0.01,0.028284271247461905,2.8284271247461903,622,2253,0.44765217391304346
p1,lu,ls,check,coverage_a_in_b,5000,12,0.02,0.05656854249492381,2.8284271247461903,622,2253,1.0
p1,lu,ls,check,coverage_b_in_a,5000,12,0.02,0.05656854249492381,2.8284271247461903,622,2253,0.3249001331557923
p1,lu,ls,check,overlap,5000,12,0.02,0.05656854249492381,2.8284271247461903,622,2253,0.47095652173913044
p1,lu,ls,check,coverage_a_in_b,5000,12,0.05,0.14142135623730953,2.8284271247461903,622,2253,1.0
p1,lu,ls,check,coverage_b_in_a,5000,12,0.05,0.14142135623730953,2.8284271247461903,622,2253,0.3932534398579672
p1,lu,ls,check,overlap,5000,12,0.05,0.14142135623730953,2.8284271247461903,622,2253,0.5245217391304348
p1,lu,ls,check,coverage_a_in_b,5000,12,0.1,0.28284271247461906,2.8284271247461903,622,2253,1.0
p1,lu,ls,check,coverage_b_in_a,5000,12,0.1,0.28284271247461906,2.8284271247461903,622,2253,0.5117620949844651
p1,lu,ls,check,overlap,5000,12,0.1,0.28284271247461906,2.8284271247461903,622,2253,0.6173913043478261
p1,lu,ls,check,coverage_a_in_b,5000,12,0.2,0.5656854249492381,2.8284271247461903,622,2253,1.0
p1,lu,ls,check,coverage_b_in_a,5000,12,0.2,0.5656854249492381,2.8284271247461903,622,2253,0.7647581003106968
p1,lu,ls,check,overlap,5000,12,0.2,0.5656854249492381,2.8284271247461903,622,2253,0.8156521739130435
p1,lu,cw,finding,coverage_a_in_b,5000,12,0.0,0.0,2.8284271247461903,622,1528,0.545016077170418
p1,lu,cw,finding,coverage_b_in_a,5000,12,0.0,0.0,2.8284271247461903,622,1528,0.2218586387434555
p1,lu,cw,finding,overlap,5000,12,0.0,0.0,2.8284271247461903,622,1528,0.31534883720930235
p1,lu,cw,finding,coverage_a_in_b,5000,12,0.01,0.028284271247461905,2.8284271247461903,622,1528,0.6093247588424437
p1,lu,cw,finding,coverage_b_in_a,5000,12,0.01,0.028284271247461905,2.8284271247461903,622,1528,0.24410994764397906
p1,lu,cw,finding,overlap,5000,12,0.01,0.028284271247461905,2.8284271247461903,622,1528,0.3497674418604651
p1,lu,cw,finding,coverage_a_in_b,5000,12,0.02,0.05656854249492381,2.8284271247461903,622,1528,0.7170418006430869
p1,lu,cw,finding,coverage_b_in_a,5000,12,0.02,0.05656854249492381,2.8284271247461903,622,1528,0.27028795811518325
p1,lu,cw,finding,overlap,5000,12,0.02,0.05656854249492381,2.8284271247461903,622,1528,0.3995348837209302
p1,lu,cw,finding,coverage_a_in_b,5000,12,0.05,0.14142135623730953,2.8284271247461903,622,1528,0.8890675241157556
p1,lu,cw,finding,coverage_b_in_a,5000,12,0.05,0.14142135623730953,2.8284271247461903,622,1528,0.3448952879581152
p1,lu,cw,finding,overlap,5000,12,0.05,0.14142135623730953,2.8284271247461903,622,1528,0.5023255813953489
p1,lu,cw,finding,coverage_a_in_b,5000,12,0.1,0.28284271247461906,2.8284271247461903,622,1528,0.9967845659163987
p1,lu,cw,finding,coverage_b_in_a,5000,12,0.1,0.28284271247461906,2.8284271247461903,622,1528,0.47840314136125656
p1,lu,cw,finding,overlap,5000,12,0.1,0.28284271247461906,2.8284271247461903,622,1528,0.6283720930232558
p1,lu,cw,finding,coverage_a_in_b,5000,12,0.2,0.5656854249492381,2.8284271247461903,622,1528,1.0
p1,lu,cw,finding,coverage_b_in_a,5000,12,0.2,0.5656854249492381,2.8284271247461903,622,1528,0.7585078534031413
p1,lu,cw,finding,overlap,5000,12,0.2,0.5656854249492381,2.8284271247461903,622,1528,0.8283720930232558
p1,ls,cw,check,coverage_a_in_b,5000,12,0.0,0.0,2.8284271247461903,2253,1528,0.6782068353306702
p1,ls,cw,check,coverage_b_in_a,5000,12,0.0,0.0,2.8284271247461903,2253,1528,1.0
p1,ls,cw,check,overlap,5000,12,0.0,0.0,2.8284271247461903,2253,1528,0.8082517852419995
p1,ls,cw,check,coverage_a_in_b,5000,12,0.01,0.028284271247461905,2.8284271247461903,2253,1528,0.7146027518863737
p1,ls,cw,check,coverage_b_in_a,5000,12,0.01,0.028284271247461905,2.8284271247461903,2253,1528,1.0
p1,ls,cw,check,overlap,5000,12,0.01,0.028284271247461905,2.8284271247461903,2253,1528,0.8299391695318699
p1,ls,cw,check,coverage_a_in_b,5000,12,0.02,0.05656854249492381,2.8284271247461903,2253,1528,0.7683089214380826
p1,ls,cw,check,coverage_b_in_a,5000,12,0.02,0.05656854249492381,2.8284271247461903,2253,1528,1.0
p1,ls,cw,check,overlap,5000,12,0.02,0.05656854249492381,2.8284271247461903,2253,1528,0.8619412853742396
p1,ls,cw,check,coverage_a_in_b,5000,12,0.05,0.14142135623730953,2.8284271247461903,2253,1528,0.8664003550821128
p1,ls,cw,check,coverage_b_in_a,5000,12,0.05,0.14142135623730953,2.8284271247461903,2253,1528,1.0
p1,ls,cw,check,overlap,5000,12,0.05,0.14142135623730953,2.8284271247461903,2253,1528,0.9203914308384026
p1,ls,cw,check,coverage_a_in_b,5000,12,0.1,0.28284271247461906,2.8284271247461903,2253,1528,0.9795827785175322
p1,ls,cw,check,coverage_b_in_a,5000,12,0.1,0.28284271247461906,2.8284271247461903,2253,1528,1.0
p1,ls,cw,check,overlap,5000,12,0.1,0.28284271247461906,2.8284271247461903,2253,1528,0.9878339063739752
p1,ls,cw,check,coverage_a_in_b,5000,12,0.2,0.5656854249492381,2.8284271247461903,2253,1528,1.0
p1,ls,cw,check,coverage_b_in_a,5000,12,0.2,0.5656854249492381,2.8284271247461903,2253,1528,1.0
p1,ls,cw,check,overlap,5000,12,0.2,0.5656854249492381,2.8284271247461903,2253,1528,1.0
p1,lu,ls,check,coverage_a_in_b,5000,13,0.0,0.0,2.8284271247461903,590,2256,1.0
p1,lu,ls,check,coverage_b_in_a,5000,13,0.0,0.0,2.8284271247461903,590,2256,0.26152482269503546
p1,lu,ls,check,overlap,5000,13,0.0,0.0,2.8284271247461903,590,2256,0.4146170063246662
p1,lu,ls,check,coverage_a_in_b,5000,13,0.01,0.028284271247461905,2.8284271247461903,590,2256,1.0
p1,lu,ls,check,coverage_b_in_a,5000,13,0.01,0.028284271247461905,2.8284271247461903,590,2256,0.27393617021276595
p1,lu,ls,check,overlap,5000,13,0.01,0.028284271247461905,2.8284271247461903,590,2256,0.4244553759662684
p1,lu,ls,check,coverage_a_in_b,5000,13,0.02,0.05656854249492381,2.8284271247461903,590,2256,1.0
p1,lu,ls,check,coverage_b_in_a,5000,13,0.02,0.05656854249492381,2.8284271247461903,590,2256,0.30230496453900707
p1,lu,ls,check,overlap,5000,13,0.02,0.05656854249492381,2.8284271247461903,590,2256,0.44694307800421645
p1,lu,ls,check,coverage_a_in_b,5000,13,0.05,0.14142135623730953,2.8284271247461903,590,2256,1.0
p1,lu,ls,check,coverage_b_in_a,5000,13,0.05,0.14142135623730953,2.8284271247461903,590,2256,0.3798758865248227
p1,lu,ls,check,overlap,5000,13,0.05,0.14142135623730953,2.8284271247461903,590,2256,0.5084328882642305
p1,lu,ls,check,coverage_a_in_b,5000,13,0.1,0.28284271247461906,2.8284271247461903,590,2256,1.0
p1,lu,ls,check,coverage_b_in_a,5000,13,0.1,0.28284271247461906,2.8284271247461903,590,2256,0.49689716312056736
p1,lu,ls,check,overlap,5000,13,0.1,0.28284271247461906,2.8284271247461903,590,2256,0.601194659170766
p1,lu,ls,check,coverage_a_in_b,5000,13,0.2,0.5656854249492381,2.8284271247461903,590,2256,1.0
p1,lu,ls,check,coverage_b_in_a,5000,13,0.2,0.5656854249492381,2.8284271247461903,590,2256,0.7464539007092199
p1,lu,ls,check,overlap,5000,13,0.2,0.5656854249492381,2.8284271247461903,590,2256,0.7990161630358398
p1,lu,cw,finding,coverage_a_in_b,5000,13,0.0,0.0,2.8284271247461903,590,1591,0.5559322033898305
p1,lu,cw,finding,coverage_b_in_a,5000,13,0.0,0.0,2.8284271247461903,590,1591,0.20615964802011313
p1,lu,cw,finding,overlap,5000,13,0.0,0.0,2.8284271247461903,590,1591,0.30077945896377806
p1,lu,cw,finding,coverage_a_in_b,5000,13,0.01,0.028284271247461905,2.8284271247461903,590,1591,0.635593220338983
p1,lu,cw,finding,coverage_b_in_a,5000,13,0.01,0.028284271247461905,2.8284271247461903,590,1591,0.21935889377749843
p1,lu,cw,finding,overlap,5000,13,0.01,0.028284271247461905,2.8284271247461903,590,1591,0.33195781751490144
p1,lu,cw,finding,coverage_a_in_b,5000,13,0.02,0.05656854249492381,2.8284271247461903,590,1591,0.7389830508474576
p1,lu,cw,finding,coverage_b_in_a,5000,13,0.02,0.05656854249492381,2.8284271247461903,590,1591,0.2482715273412948
p1,lu,cw,finding,overlap,5000,13,0.02,0.05656854249492381,2.8284271247461903,590,1591,0.3810178817056396
p1,lu,cw,finding,coverage_a_in_b,5000,13,0.05,0.14142135623730953,2.8284271247461903,590,1591,0.9305084745762712
p1,lu,cw,finding,coverage_b_in_a,5000,13,0.05,0.14142135623730953,2.8284271247461903,590,1591,0.33500942803268385
p1,lu,cw,finding,overlap,5000,13,0.05,0.14142135623730953,2.8284271247461903,590,1591,0.4961027051811096
p1,lu,cw,finding,coverage_a_in_b,5000,13,0.1,0.28284271247461906,2.8284271247461903,590,1591,0.9932203389830508
p1,lu,cw,finding,coverage_b_in_a,5000,13,0.1,0.28284271247461906,2.8284271247461903,590,1591,0.4632306725329981
p1,lu,cw,finding,overlap,5000,13,0.1,0.28284271247461906,2.8284271247461903,590,1591,0.6066024759284732
p1,lu,cw,finding,coverage_a_in_b,5000,13,0.2,0.5656854249492381,2.8284271247461903,590,1591,1.0
p1,lu,cw,finding,coverage_b_in_a,5000,13,0.2,0.5656854249492381,2.8284271247461903,590,1591,0.7473287240729101
p1,lu,cw,finding,overlap,5000,13,0.2,0.5656854249492381,2.8284271247461903,590,1591,0.8156808803301238
p1,ls,cw,check,coverage_a_in_b,5000,13,0.0,0.0,2.8284271247461903,2256,1591,0.7052304964539007
p1,ls,cw,check,coverage_b_in_a,5000,13,0.0,0.0,2.8284271247461903,2256,1591,1.0
p1,ls,cw,check,overlap,5000,13,0.0,0.0,2.8284271247461903,2256,1591,0.8271380296334806
p1,ls,cw,check,coverage_a_in_b,5000,13,0.01,0.028284271247461905,2.8284271247461903,2256,1591,0.7424645390070922
p1,ls,cw,check,coverage_b_in_a,5000,13,0.01,0.028284271247461905,2.8284271247461903,2256,1591,1.0
p1,ls,cw,check,overlap,5000,13,0.01,0.028284271247461905,2.8284271247461903,2256,1591,0.8489732258903041
p1,ls,cw,check,coverage_a_in_b,5000,13,0.02,0.05656854249492381,2.8284271247461903,2256,1591,0.7872340425531915
p1,ls,cw,check,coverage_b_in_a,5000,13,0.02,0.05656854249492381,2.8284271247461903,2256,1591,1.0
p1,ls,cw,check,overlap,5000,13,0.02,0.05656854249492381,2.8284271247461903,2256,1591,0.8752274499610085
p1,ls,cw,check,coverage_a_in_b,5000,13,0.05,0.14142135623730953,2.8284271247461903,2256,1591,0.8847517730496454
p1,ls,cw,check,coverage_b_in_a,5000,13,0.05,0.14142135623730953,2.8284271247461903,2256,1591,1.0
p1,ls,cw,check,overlap,5000,13,0.05,0.14142135623730953,2.8284271247461903,2256,1591,0.9324148687288797
p1,ls,cw,check,coverage_a_in_b,5000,13,0.1,0.28284271247461906,2.8284271247461903,2256,1591,0.9800531914893617
p1,ls,cw,check,coverage_b_in_a,5000,13,0.1,0.28284271247461906,2.8284271247461903,2256,1591,1.0
p1,ls,cw,check,overlap,5000,13,0.1,0.28284271247461906,2.8284271247461903,2256,1591,0.9883025734338445
p1,ls,cw,check,coverage_a_in_b,5000,13,0.2,0.5656854249492381,2.8284271247461903,2256,1591,1.0
p1,ls,cw,check,coverage_b_in_a,5000,13,0.2,0.5656854249492381,2.8284271247461903,2256,1591,1.0
p1,ls,cw,check,overlap,5000,13,0.2,0.5656854249492381,2.8284271247461903,2256,1591,1.0
p1,lu,ls,check,coverage_a_in_b,5000,14,0.0,0.0,2.8284271247461903,586,2195,1.0
p1,lu,ls,check,coverage_b_in_a,5000,14,0.0,0.0,2.8284271247461903,586,2195,0.2669703872437358
p1,lu,ls,check,overlap,5000,14,0.0,0.0,2.8284271247461903,586,2195,0.42143113987774183
p1,lu,ls,check,coverage_a_in_b,5000,14,0.01,0.028284271247461905,2.8284271247461903,586,2195,1.0
p1,lu,ls,check,coverage_b_in_a,5000,14,0.01,0.028284271247461905,2.8284271247461903,586,2195,0.283371298405467
p1,lu,ls,check,overlap,5000,14,0.01,0.028284271247461905,2.8284271247461903,586,2195,0.4343761236965121
p1,lu,ls,check,coverage_a_in_b,5000,14,0.02,0.05656854249492381,2.8284271247461903,586,2195,1.0
p1,lu,ls,check,coverage_b_in_a,5000,14,0.02,0.05656854249492381,2.8284271247461903,586,2195,0.3152619589977221
p1,lu,ls,check,overlap,5000,14,0.02,0.05656854249492381,2.8284271247461903,586,2195,0.459546925566343
p1,lu,ls,check,coverage_a_in_b,5000,14,0.05,0.14142135623730953,2.8284271247461903,586,2195,1.0
p1,lu,ls,check,coverage_b_in_a,5000,14,0.05,0.14142135623730953,2.8284271247461903,586,2195,0.39134396355353074
p1,lu,ls,check,overlap,5000,14,0.05,0.14142135623730953,2.8284271247461903,586,2195,0.5195972671700827
p1,lu,ls,check,coverage_a_in_b,5000,14,0.1,0.28284271247461906,2.8284271247461903,586,2195,1.0
p1,lu,ls,check,coverage_b_in_a,5000,14,0.1,0.28284271247461906,2.8284271247461903,586,2195,0.5047835990888383
p1,lu,ls,check,overlap,5000,14,0.1,0.28284271247461906,2.8284271247461903,586,2195,0.6091334052499101
p1,lu,ls,check,coverage_a_in_b,5000,14,0.2,0.5656854249492381,2.8284271247461903,586,2195,1.0
p1,lu,ls,check,coverage_b_in_a,5000,14,0.2,0.5656854249492381,2.8284271247461903,586,2195,0.7603644646924829
p1,lu,ls,check,overlap,5000,14,0.2,0.5656854249492381,2.8284271247461903,586,2195,0.8108594030924128
p1,lu,cw,finding,coverage_a_in_b,5000,14,0.0,0.0,2.8284271247461903,586,1501,0.5290102389078498
p1,lu,cw,finding,coverage_b_in_a,5000,14,0.0,0.0,2.8284271247461903,586,1501,0.20652898067954698
p1,lu,cw,finding,overlap,5000,14,0.0,0.0,2.8284271247461903,586,1501,0.29707714422616194
p1,lu,cw,finding,coverage_a_in_b,5000,14,0.01,0.028284271247461905,2.8284271247461903,586,1501,0.590443686006826
p1,lu,cw,finding,coverage_b_in_a,5000,14,0.01,0.028284271247461905,2.8284271247461903,586,1501,0.22584943371085942
p1,lu,cw,finding,overlap,5000,14,0.01,0.028284271247461905,2.8284271247461903,586,1501,0.3282223287014854
p1,lu,cw,finding,coverage_a_in_b,5000,14,0.02,0.05656854249492381,2.8284271247461903,586,1501,0.6945392491467577
p1,lu,cw,finding,coverage_b_in_a,5000,14,0.02,0.05656854249492381,2.8284271247461903,586,1501,0.262491672218521
p1,lu,cw,finding,overlap,5000,14,0.02,0.05656854249492381,2.8284271247461903,586,1501,0.38380450407283184
p1,lu,cw,finding,coverage_a_in_b,5000,14,0.05,0.14142135623730953,2.8284271247461903,586,1501,0.9232081911262798
p1,lu,cw,finding,coverage_b_in_a,5000,14,0.05,0.14142135623730953,2.8284271247461903,586,1501,0.3504330446369087
p1,lu,cw,finding,overlap,5000,14,0.05,0.14142135623730953,2.8284271247461903,586,1501,0.51126018207954
p1,lu,cw,finding,coverage_a_in_b,5000,14,0.1,0.28284271247461906,2.8284271247461903,586,1501,0.9965870307167235
p1,lu,cw,finding,coverage_b_in_a,5000,14,0.1,0.28284271247461906,2.8284271247461903,586,1501,0.47235176548967356
p1,lu,cw,finding,overlap,5000,14,0.1,0.28284271247461906,2.8284271247461903,586,1501,0.6195495927168184
p1,lu,cw,finding,coverage_a_in_b,5000,14,0.2,0.5656854249492381,2.8284271247461903,586,1501,1.0
p1,lu,cw,finding,coverage_b_in_a,5000,14,0.2,0.5656854249492381,2.8284271247461903,586,1501,0.7514990006662225
p1,lu,cw,finding,overlap,5000,14,0.2,0.5656854249492381,2.8284271247461903,586,1501,0.8212745567800671
p1,ls,cw,check,coverage_a_in_b,5000,14,0.0,0.0,2.8284271247461903,2195,1501,0.6838268792710707
p1,ls,cw,check,coverage_b_in_a,5000,14,0.0,0.0,2.8284271247461903,2195,1501,1.0
p1,ls,cw,check,overlap,5000,14,0.0,0.0,2.8284271247461903,2195,1501,0.8122294372294372
p1,ls,cw,check,coverage_a_in_b,5000,14,0.01,0.028284271247461905,2.8284271247461903,2195,1501,0.7198177676537585
p1,ls,cw,check,coverage_b_in_a,5000,14,0.01,0.028284271247461905,2.8284271247461903,2195,1501,1.0
p1,ls,cw,check,overlap,5000,14,0.01,0.028284271247461905,2.8284271247461903,2195,1501,0.8336038961038961
p1,ls,cw,check,coverage_a_in_b,5000,14,0.02,0.05656854249492381,2.8284271247461903,2195,1501,0.7726651480637813
p1,ls,cw,check,coverage_b_in_a,5000,14,0.02,0.05656854249492381,2.8284271247461903,2195,1501,1.0
p1,ls,cw,check,overlap,5000,14,0.02,0.05656854249492381,2.8284271247461903,2195,1501,0.8649891774891775
p1,ls,cw,check,coverage_a_in_b,5000,14,0.05,0.14142135623730953,2.8284271247461903,2195,1501,0.8952164009111617
p1,ls,cw,check,coverage_b_in_a,5000,14,0.05,0.14142135623730953,2.8284271247461903,2195,1501,1.0
p1,ls,cw,check,overlap,5000,14,0.05,0.14142135623730953,2.8284271247461903,2195,1501,0.9377705627705628
p1,ls,cw,check,coverage_a_in_b,5000,14,0.1,0.28284271247461906,2.8284271247461903,2195,1501,0.979498861047836
p1,ls,cw,check,coverage_b_in_a,5000,14,0.1,0.28284271247461906,2.8284271247461903,2195,1501,1.0
p1,ls,cw,check,overlap,5000,14,0.1,0.28284271247461906,2.8284271247461903,2195,1501,0.9878246753246753
p1,ls,cw,check,coverage_a_in_b,5000,14,0.2,0.5656854249492381,2.8284271247461903,2195,1501,1.0
p1,ls,cw,check,coverage_b_in_a,5000,14,0.2,0.5656854249492381,2.8284271247461903,2195,1501,1.0
p1,ls,cw,check,overlap,5000,14,0.2,0.5656854249492381,2.8284271247461903,2195,1501,1.0
p1,lu,ls,check,coverage_a_in_b,5000,15,0.0,0.0,2.8284271247461903,608,2182,1.0
p1,lu,ls,check,coverage_b_in_a,5000,15,0.0,0.0,2.8284271247461903,608,2182,0.27864344637946836
p1,lu,ls,check,overlap,5000,15,0.0,0.0,2.8284271247461903,608,2182,0.43584229390681006
p1,lu,ls,check,coverage_a_in_b,5000,15,0.01,0.028284271247461905,2.8284271247461903,608,2182,1.0
p1,lu,ls,check,coverage_b_in_a,5000,15,0.01,0.028284271247461905,2.8284271247461903,608,2182,0.2992667277726856
p1,lu,ls,check,overlap,5000,15,0.01,0.028284271247461905,2.8284271247461903,608,2182,0.45197132616487457
p1,lu,ls,check,coverage_a_in_b,5000,15,0.02,0.05656854249492381,2.8284271247461903,608,2182,1.0
p1,lu,ls,check,coverage_b_in_a,5000,15,0.02,0.05656854249492381,2.8284271247461903,608,2182,0.3290559120073327
p1,lu,ls,check,overlap,5000,15,0.02,0.05656854249492381,2.8284271247461903,608,2182,0.4752688172043011
p1,lu,ls,check,coverage_a_in_b,5000,15,0.05,0.14142135623730953,2.8284271247461903,608,2182,1.0
p1,lu,ls,check,coverage_b_in_a,5000,15,0.05,0.14142135623730953,2.8284271247461903,608,2182,0.41200733272227313
p1,lu,ls,check,overlap,5000,15,0.05,0.14142135623730953,2.8284271247461903,608,2182,0.5401433691756272
p1,lu,ls,check,coverage_a_in_b,5000,15,0.1,0.28284271247461906,2.8284271247461903,608,2182,1.0
p1,lu,ls,check,coverage_b_in_a,5000,15,0.1,0.28284271247461906,2.8284271247461903,608,2182,0.5375802016498625
p1,lu,ls,check,overlap,5000,15,0.1,0.28284271247461906,2.8284271247461903,608,2182,0.6383512544802867
p1,lu,ls,check,coverage_a_in_b,5000,15,0.2,0.5656854249492381,2.8284271247461903,608,2182,1.0
p1,lu,ls,check,coverage_b_in_a,5000,15,0.2,0.5656854249492381,2.8284271247461903,608,2182,0.772685609532539
p1,lu,ls,check,overlap,5000,15,0.2,0.5656854249492381,2.8284271247461903,608,2182,0.8222222222222222
p1,lu,cw,finding,coverage_a_in_b,5000,15,0.0,0.0,2.8284271247461903,608,1504,0.5608552631578947
p1,lu,cw,finding,coverage_b_in_a,5000,15,0.0,0.0,2.8284271247461903,608,1504,0.22672872340425532
p1,lu,cw,finding,overlap,5000,15,0.0,0.0,2.8284271247461903,608,1504,0.3229166666666667
p1,lu,cw,finding,coverage_a_in_b,5000,15,0.01,0.028284271247461905,2.8284271247461903,608,1504,0.6447368421052632
p1,lu,cw,finding,coverage_b_in_a,5000,15,0.01,0.028284271247461905,2.8284271247461903,608,1504,0.2440159574468085
p1,lu,cw,finding,overlap,5000,15,0.01,0.028284271247461905,2.8284271247461903,608,1504,0.359375
p1,lu,cw,finding,coverage_a_in_b,5000,15,0.02,0.05656854249492381,2.8284271247461903,608,1504,0.7368421052631579
p1,lu,cw,finding,coverage_b_in_a,5000,15,0.02,0.05656854249492381,2.8284271247461903,608,1504,0.27925531914893614
p1,lu,cw,finding,overlap,5000,15,0.02,0.05656854249492381,2.8284271247461903,608,1504,0.4109848484848485
p1,lu,cw,finding,coverage_a_in_b,5000,15,0.05,0.14142135623730953,2.8284271247461903,608,1504,0.9391447368421053
p1,lu,cw,finding,coverage_b_in_a,5000,15,0.05,0.14142135623730953,2.8284271247461903,608,1504,0.37101063829787234
p1,lu,cw,finding,overlap,5000,15,0.05,0.14142135623730953,2.8284271247461903,608,1504,0.5345643939393939
p1,lu,cw,finding,coverage_a_in_b,5000,15,0.1,0.28284271247461906,2.8284271247461903,608,1504,0.993421052631579
p1,lu,cw,finding,coverage_b_in_a,5000,15,0.1,0.28284271247461906,2.8284271247461903,608,1504,0.5139627659574468
p1,lu,cw,finding,overlap,5000,15,0.1,0.28284271247461906,2.8284271247461903,608,1504,0.6519886363636364
p1,lu,cw,finding,coverage_a_in_b,5000,15,0.2,0.5656854249492381,2.8284271247461903,608,1504,1.0
p1,lu,cw,finding,coverage_b_in_a,5000,15,0.2,0.5656854249492381,2.8284271247461903,608,1504,0.7732712765957447
p1,lu,cw,finding,overlap,5000,15,0.2,0.5656854249492381,2.8284271247461903,608,1504,0.8385416666666666
p1,ls,cw,check,coverage_a_in_b,5000,15,0.0,0.0,2.8284271247461903,2182,1504,0.689275893675527
p1,ls,cw,check,coverage_b_in_a,5000,15,0.0,0.0,2.8284271247461903,2182,1504,1.0
p1,ls,cw,check,overlap,5000,15,0.0,0.0,2.8284271247461903,2182,1504,0.8160607704829083
