problem,phi,solver,metric,n_evals,seed,cardinality,reference_size,include_singular_segments,value
p1,cw,nsga2,igd,20000,15,100,1000,False,0.10760455234324424
p1,cw,nsga2,igd,20000,15,100,1000,True,0.106602758713567
p1,cw,mopso,spread,5000,11,200,0,False,3.1735456011996934
p1,cw,mopso,hypervolume,5000,11,200,0,False,4.069670480161992
p1,cw,mopso,igd,5000,11,200,1000,False,0.05953323790793613
p1,cw,mopso,igd,5000,11,200,1000,True,0.061030587694305964
p1,cw,mopso,spread,5000,12,200,0,False,3.399956711924244
p1,cw,mopso,hypervolume,5000,12,200,0,False,4.069164356284768
p1,cw,mopso,igd,5000,12,200,1000,False,0.06736267854147661
p1,cw,mopso,igd,5000,12,200,1000,True,0.06795638706247473
p1,cw,mopso,spread,5000,13,200,0,False,4.643123434684696
p1,cw,mopso,hypervolume,5000,13,200,0,False,4.065802516703454
p1,cw,mopso,igd,5000,13,200,1000,False,0.06675073968100198
p1,cw,mopso,igd,5000,13,200,1000,True,0.06826445609930769
p1,cw,mopso,spread,5000,14,200,0,False,3.0506276525125533
p1,cw,mopso,hypervolume,5000,14,200,0,False,4.065599840729102
p1,cw,mopso,igd,5000,14,200,1000,False,0.06510118249719349
p1,cw,mopso,igd,5000,14,200,1000,True,0.06634082482682561
p1,cw,mopso,spread,5000,15,200,0,False,3.429467379909852
p1,cw,mopso,hypervolume,5000,15,200,0,False,4.063018498987481
p1,cw,mopso,igd,5000,15,200,1000,False,0.06432726622492355
p1,cw,mopso,igd,5000,15,200,1000,True,0.06478712561463286
p1,cw,mopso,spread,20000,11,200,0,False,3.063797904797278
p1,cw,mopso,hypervolume,20000,11,200,0,False,4.066003595762805
p1,cw,mopso,igd,20000,11,200,1000,False,0.06714659229350936
p1,cw,mopso,igd,20000,11,200,1000,True,0.06809285576194657
p1,cw,mopso,spread,20000,12,200,0,False,3.0657954827337917
p1,cw,mopso,hypervolume,20000,12,200,0,False,4.06569351030195
p1,cw,mopso,igd,20000,12,200,1000,False,0.06321418196640574
p1,cw,mopso,igd,20000,12,200,1000,True,0.06403806729882745
p1,cw,mopso,spread,20000,13,200,0,False,3.746175055962806
p1,cw,mopso,hypervolume,20000,13,200,0,False,4.068368164183953
p1,cw,mopso,igd,20000,13,200,1000,False,0.06384032234084187
p1,cw,mopso,igd,20000,13,200,1000,True,0.06435879866881755
p1,cw,mopso,spread,20000,14,200,0,False,3.644460342074327
p1,cw,mopso,hypervolume,20000,14,200,0,False,4.066255717308312
p1,cw,mopso,igd,20000,14,200,1000,False,0.06579533832845161
p1,cw,mopso,igd,20000,14,200,1000,True,0.06627372957248544
p1,cw,mopso,spread,20000,15,200,0,False,3.2280827522668307
p1,cw,mopso,hypervolume,20000,15,200,0,False,4.0636117839415995
p1,cw,mopso,igd,20000,15,200,1000,False,0.06673536946897095
p1,cw,mopso,igd,20000,15,200,1000,True,0.0683981517461062
