measurement,problem,phi,column,free_set_size,constant_column,n_evals,seed,defined,value,tail_share,chance_rate,protected_index
m-1_tail_survival_lift,p1,ls,0,0,False,5000,14,True,1.2908124525436597,0.5666666666666667,0.439,64
m-2_overhang,p1,ls,0,0,False,5000,14,True,0.0,0.5666666666666667,0.439,64
m-1_tail_survival_lift,p1,ls,1,1,False,5000,14,True,1.8223234624145788,0.8,0.439,1555
m-2_overhang,p1,ls,1,1,False,5000,14,True,0.0,0.8,0.439,1555
m-1_tail_survival_lift,p1,ls,2,0,False,5000,14,True,1.442672741078208,0.6333333333333333,0.439,1074
m-2_overhang,p1,ls,2,0,False,5000,14,True,0.0,0.6333333333333333,0.439,1074
m-1_tail_survival_lift,p1,ls,3,1,False,5000,14,True,1.974183750949127,0.8666666666666667,0.439,2732
m-2_overhang,p1,ls,3,1,False,5000,14,True,0.0,0.8666666666666667,0.439,2732
m-1_tail_survival_lift,p1,ls,0,0,False,5000,15,True,1.4512679498930643,0.6333333333333333,0.4364,1631
m-2_overhang,p1,ls,0,0,False,5000,15,True,0.0,0.6333333333333333,0.4364,1631
m-1_tail_survival_lift,p1,ls,1,1,False,5000,15,True,1.6804155209288114,0.7333333333333333,0.4364,790
m-2_overhang,p1,ls,1,1,False,5000,15,True,0.0,0.7333333333333333,0.4364,790
m-1_tail_survival_lift,p1,ls,2,0,False,5000,15,True,1.2985029025358996,0.5666666666666667,0.4364,1518
m-2_overhang,p1,ls,2,0,False,5000,15,True,0.0,0.5666666666666667,0.4364,1518
m-1_tail_survival_lift,p1,ls,3,1,False,5000,15,True,1.9095630919645585,0.8333333333333334,0.4364,3924
m-2_overhang,p1,ls,3,1,False,5000,15,True,0.0,0.8333333333333334,0.4364,3924
m-1_tail_survival_lift,p1,cw,0,0,False,5000,11,True,2.2668393782383416,0.7,0.3088,1883
m-2_overhang,p1,cw,0,0,False,5000,11,True,0.0,0.7,0.3088,1883
m-1_tail_survival_lift,p1,cw,1,1,False,5000,11,True,2.2668393782383416,0.7,0.3088,2076
m-2_overhang,p1,cw,1,1,False,5000,11,True,0.0,0.7,0.3088,2076
m-1_tail_survival_lift,p1,cw,2,0,False,5000,11,True,1.94300518134715,0.6,0.3088,454
m-2_overhang,p1,cw,2,0,False,5000,11,True,0.0,0.6,0.3088,454
m-1_tail_survival_lift,p1,cw,3,1,False,5000,11,True,1.94300518134715,0.6,0.3088,621
m-2_overhang,p1,cw,3,1,False,5000,11,True,0.41550147306202523,0.6,0.3088,621
m-1_tail_survival_lift,p1,cw,0,0,False,5000,12,True,2.2905759162303663,0.7,0.3056,3844
m-2_overhang,p1,cw,0,0,False,5000,12,True,0.0,0.7,0.3056,3844
m-1_tail_survival_lift,p1,cw,1,1,False,5000,12,True,1.8542757417102966,0.5666666666666667,0.3056,4627
m-2_overhang,p1,cw,1,1,False,5000,12,True,0.05692723165516833,0.5666666666666667,0.3056,4627
m-1_tail_survival_lift,p1,cw,2,0,False,5000,12,True,1.7452006980802792,0.5333333333333333,0.3056,4150
m-2_overhang,p1,cw,2,0,False,5000,12,True,0.0,0.5333333333333333,0.3056,4150
m-1_tail_survival_lift,p1,cw,3,1,False,5000,12,True,1.6361256544502618,0.5,0.3056,2744
m-2_overhang,p1,cw,3,1,False,5000,12,True,0.36912851713137496,0.5,0.3056,2744
m-1_tail_survival_lift,p1,cw,0,0,False,5000,13,True,1.8856065367693275,0.6,0.3182,720
m-2_overhang,p1,cw,0,0,False,5000,13,True,0.0,0.6,0.3182,720
m-1_tail_survival_lift,p1,cw,1,1,False,5000,13,True,2.1998742928975488,0.7,0.3182,3918
m-2_overhang,p1,cw,1,1,False,5000,13,True,0.15093956056691593,0.7,0.3182,3918
m-1_tail_survival_lift,p1,cw,2,0,False,5000,13,True,1.4665828619316992,0.4666666666666667,0.3182,23
m-2_overhang,p1,cw,2,0,False,5000,13,True,0.0,0.4666666666666667,0.3182,23
m-1_tail_survival_lift,p1,cw,3,1,False,5000,13,True,1.6760946993505135,0.5333333333333333,0.3182,1628
m-2_overhang,p1,cw,3,1,False,5000,13,True,0.029342030921972073,0.5333333333333333,0.3182,1628
m-1_tail_survival_lift,p1,cw,0,0,False,5000,14,True,1.9986675549633575,0.6,0.3002,2635
m-2_overhang,p1,cw,0,0,False,5000,14,True,0.0,0.6,0.3002,2635
m-1_tail_survival_lift,p1,cw,1,1,False,5000,14,True,2.4428159005107704,0.7333333333333333,0.3002,1555
m-2_overhang,p1,cw,1,1,False,5000,14,True,0.0,0.7333333333333333,0.3002,1555
m-1_tail_survival_lift,p1,cw,2,0,False,5000,14,True,1.665556295802798,0.5,0.3002,4873
m-2_overhang,p1,cw,2,0,False,5000,14,True,0.0,0.5,0.3002,4873
m-1_tail_survival_lift,p1,cw,3,1,False,5000,14,True,2.4428159005107704,0.7333333333333333,0.3002,2732
m-2_overhang,p1,cw,3,1,False,5000,14,True,0.0,0.7333333333333333,0.3002,2732
m-1_tail_survival_lift,p1,cw,0,0,False,5000,15,True,2.105496453900709,0.6333333333333333,0.3008,3719
m-2_overhang,p1,cw,0,0,False,5000,15,True,0.0,0.6333333333333333,0.3008,3719
m-1_tail_survival_lift,p1,cw,1,1,False,5000,15,True,2.437943262411347,0.7333333333333333,0.3008,790
m-2_overhang,p1,cw,1,1,False,5000,15,True,0.0,0.7333333333333333,0.3008,790
m-1_tail_survival_lift,p1,cw,2,0,False,5000,15,True,1.7730496453900708,0.5333333333333333,0.3008,4138
m-2_overhang,p1,cw,2,0,False,5000,15,True,0.0,0.5333333333333333,0.3008,4138
m-1_tail_survival_lift,p1,cw,3,1,False,5000,15,True,2.105496453900709,0.6333333333333333,0.3008,3924
m-2_overhang,p1,cw,3,1,False,5000,15,True,0.0,0.6333333333333333,0.3008,3924
m-1_tail_survival_lift,p1,lu,0,0,False,20000,11,True,3.5633300939423385,0.36666666666666664,0.1029,2106
m-2_overhang,p1,lu,0,0,False,20000,11,True,0.0,0.36666666666666664,0.1029,2106
m-1_tail_survival_lift,p1,lu,1,0,False,20000,11,True,5.183025591188856,0.5333333333333333,0.1029,13558
m-2_overhang,p1,lu,1,0,False,20000,11,True,0.0,0.5333333333333333,0.1029,13558
m-1_tail_survival_lift,p1,lu,2,0,False,20000,11,True,3.239390994493035,0.3333333333333333,0.1029,12759
m-2_overhang,p1,lu,2,0,False,20000,11,True,0.0,0.3333333333333333,0.1029,12759
m-1_tail_survival_lift,p1,lu,3,0,False,20000,11,True,9.718172983479105,1.0,0.1029,11615
m-2_overhang,p1,lu,3,0,False,20000,11,True,0.0,1.0,0.1029,11615
m-1_tail_survival_lift,p1,lu,0,0,False,20000,12,True,3.7365716954694066,0.4,0.10705,17748
m-2_overhang,p1,lu,0,0,False,20000,12,True,0.0,0.4,0.10705,17748
m-1_tail_survival_lift,p1,lu,1,0,False,20000,12,True,3.113809746224505,0.3333333333333333,0.10705,11657
m-2_overhang,p1,lu,1,0,False,20000,12,True,0.0,0.3333333333333333,0.10705,11657
m-1_tail_survival_lift,p1,lu,2,0,False,20000,12,True,2.802428771602055,0.3,0.10705,14143
m-2_overhang,p1,lu,2,0,False,20000,12,True,0.0,0.3,0.10705,14143
m-1_tail_survival_lift,p1,lu,3,0,False,20000,12,True,9.341429238673516,1.0,0.10705,17996
m-2_overhang,p1,lu,3,0,False,20000,12,True,0.0,1.0,0.10705,17996
m-1_tail_survival_lift,p1,lu,0,0,False,20000,13,True,4.172684962285348,0.43333333333333335,0.10385,349
m-2_overhang,p1,lu,0,0,False,20000,13,True,0.0,0.43333333333333335,0.10385,349
m-1_tail_survival_lift,p1,lu,1,0,False,20000,13,True,5.456588027603916,0.5666666666666667,0.10385,2366
m-2_overhang,p1,lu,1,0,False,20000,13,True,0.0,0.5666666666666667,0.10385,2366
m-1_tail_survival_lift,p1,lu,2,0,False,20000,13,True,2.888781896966779,0.3,0.10385,8847
m-2_overhang,p1,lu,2,0,False,20000,13,True,0.0,0.3,0.10385,8847
m-1_tail_survival_lift,p1,lu,3,0,False,20000,13,True,9.629272989889264,1.0,0.10385,13824
m-2_overhang,p1,lu,3,0,False,20000,13,True,0.0,1.0,0.10385,13824
m-1_tail_survival_lift,p1,lu,0,0,False,20000,14,True,4.412923561859732,0.4666666666666667,0.10575,16517
m-2_overhang,p1,lu,0,0,False,20000,14,True,0.0,0.4666666666666667,0.10575,16517
m-1_tail_survival_lift,p1,lu,1,0,False,20000,14,True,3.4672970843183606,0.36666666666666664,0.10575,9069
m-2_overhang,p1,lu,1,0,False,20000,14,True,0.0,0.36666666666666664,0.10575,9069
m-1_tail_survival_lift,p1,lu,2,0,False,20000,14,True,2.52167060677699,0.26666666666666666,0.10575,1074
m-2_overhang,p1,lu,2,0,False,20000,14,True,0.0,0.26666666666666666,0.10575,1074
m-1_tail_survival_lift,p1,lu,3,0,False,20000,14,True,9.456264775413711,1.0,0.10575,621
m-2_overhang,p1,lu,3,0,False,20000,14,True,0.0,1.0,0.10575,621
m-1_tail_survival_lift,p1,lu,0,0,False,20000,15,True,4.914004914004915,0.5,0.10175,16169
m-2_overhang,p1,lu,0,0,False,20000,15,True,0.0,0.5,0.10175,16169
m-1_tail_survival_lift,p1,lu,1,0,False,20000,15,True,5.241605241605241,0.5333333333333333,0.10175,5856
m-2_overhang,p1,lu,1,0,False,20000,15,True,0.0,0.5333333333333333,0.10175,5856
m-1_tail_survival_lift,p1,lu,2,0,False,20000,15,True,3.6036036036036037,0.36666666666666664,0.10175,1518
m-2_overhang,p1,lu,2,0,False,20000,15,True,0.0,0.36666666666666664,0.10175,1518
m-1_tail_survival_lift,p1,lu,3,0,False,20000,15,True,9.82800982800983,1.0,0.10175,16958
m-2_overhang,p1,lu,3,0,False,20000,15,True,0.0,1.0,0.10175,16958
m-1_tail_survival_lift,p1,ls,0,0,False,20000,11,True,1.039293280569213,0.43333333333333335,0.41695,2106
m-2_overhang,p1,ls,0,0,False,20000,11,True,0.0,0.43333333333333335,0.41695,2106
m-1_tail_survival_lift,p1,ls,1,1,False,20000,11,True,1.8387496502378384,0.7666666666666667,0.41695,9105
m-2_overhang,p1,ls,1,1,False,20000,11,True,0.0,0.7666666666666667,0.41695,9105
m-1_tail_survival_lift,p1,ls,2,0,False,20000,11,True,1.4390214654035256,0.6,0.41695,12759
m-2_overhang,p1,ls,2,0,False,20000,11,True,0.0,0.6,0.41695,12759
m-1_tail_survival_lift,p1,ls,3,1,False,20000,11,True,1.918695287204701,0.8,0.41695,12764
m-2_overhang,p1,ls,3,1,False,20000,11,True,0.0,0.8,0.41695,12764
m-1_tail_survival_lift,p1,ls,0,0,False,20000,12,True,1.0972646759150404,0.4666666666666667,0.4253,17748
m-2_overhang,p1,ls,0,0,False,20000,12,True,0.0,0.4666666666666667,0.4253,17748
m-1_tail_survival_lift,p1,ls,1,1,False,20000,12,True,1.6458970138725604,0.7,0.4253,11063
m-2_overhang,p1,ls,1,1,False,20000,12,True,0.0,0.7,0.4253,11063
m-1_tail_survival_lift,p1,ls,2,0,False,20000,12,True,1.2540167724743319,0.5333333333333333,0.4253,14143
m-2_overhang,p1,ls,2,0,False,20000,12,True,0.0,0.5333333333333333,0.4253,14143
m-1_tail_survival_lift,p1,ls,3,1,False,20000,12,True,1.7242730621522062,0.7333333333333333,0.4253,2744
m-2_overhang,p1,ls,3,1,False,20000,12,True,0.36912851713137496,0.7333333333333333,0.4253,2744
m-1_tail_survival_lift,p1,ls,0,0,False,20000,13,True,1.1779950524207798,0.5,0.42445,349
m-2_overhang,p1,ls,0,0,False,20000,13,True,0.0,0.5,0.42445,349
m-1_tail_survival_lift,p1,ls,1,1,False,20000,13,True,1.9633250873679664,0.8333333333333334,0.42445,17909
m-2_overhang,p1,ls,1,1,False,20000,13,True,0.0,0.8333333333333334,0.42445,17909
m-1_tail_survival_lift,p1,ls,2,0,False,20000,13,True,1.1779950524207798,0.5,0.42445,8847
m-2_overhang,p1,ls,2,0,False,20000,13,True,0.0,0.5,0.42445,8847
m-1_tail_survival_lift,p1,ls,3,1,False,20000,13,True,1.7277260768838103,0.7333333333333333,0.42445,13791
m-2_overhang,p1,ls,3,1,False,20000,13,True,0.0,0.7333333333333333,0.42445,13791
m-1_tail_survival_lift,p1,ls,0,0,False,20000,14,True,1.1023188063462068,0.4666666666666667,0.42335,16517
m-2_overhang,p1,ls,0,0,False,20000,14,True,0.0,0.4666666666666667,0.42335,16517
m-1_tail_survival_lift,p1,ls,1,1,False,20000,14,True,1.9684264399039408,0.8333333333333334,0.42335,9494
m-2_overhang,p1,ls,1,1,False,20000,14,True,0.0,0.8333333333333334,0.42335,9494
m-1_tail_survival_lift,p1,ls,2,0,False,20000,14,True,1.496004094326995,0.6333333333333333,0.42335,1074
m-2_overhang,p1,ls,2,0,False,20000,14,True,0.0,0.6333333333333333,0.42335,1074
m-1_tail_survival_lift,p1,ls,3,1,False,20000,14,True,1.8896893823077832,0.8,0.42335,7314
m-2_overhang,p1,ls,3,1,False,20000,14,True,0.0,0.8,0.42335,7314
m-1_tail_survival_lift,p1,ls,0,0,False,20000,15,True,1.3521037143084387,0.5666666666666667,0.4191,16169
m-2_overhang,p1,ls,0,0,False,20000,15,True,0.0,0.5666666666666667,0.4191,16169
m-1_tail_survival_lift,p1,ls,1,1,False,20000,15,True,1.988387815159469,0.8333333333333334,0.4191,12262
m-2_overhang,p1,ls,1,1,False,20000,15,True,0.0,0.8333333333333334,0.4191,12262
m-1_tail_survival_lift,p1,ls,2,0,False,20000,15,True,1.5111747395211963,0.6333333333333333,0.4191,1518
m-2_overhang,p1,ls,2,0,False,20000,15,True,0.0,0.6333333333333333,0.4191,1518
m-1_tail_survival_lift,p1,ls,3,1,False,20000,15,True,1.5907102521275749,0.6666666666666666,0.4191,16169
m-2_overhang,p1,ls,3,1,False,20000,15,True,0.00695939311893512,0.6666666666666666,0.4191,16169
m-1_tail_survival_lift,p1,cw,0,0,False,20000,11,True,2.3285597857725,0.6666666666666666,0.2863,5230
m-2_overhang,p1,cw,0,0,False,20000,11,True,0.0,0.6666666666666666,0.2863,5230
m-1_tail_survival_lift,p1,cw,1,1,False,20000,11,True,2.2121317964838747,0.6333333333333333,0.2863,9105
m-2_overhang,p1,cw,1,1,False,20000,11,True,0.3303480778343564,0.6333333333333333,0.2863,9105
m-1_tail_survival_lift,p1,cw,2,0,False,20000,11,True,2.3285597857725,0.6666666666666666,0.2863,18797
m-2_overhang,p1,cw,2,0,False,20000,11,True,0.0,0.6666666666666666,0.2863,18797
m-1_tail_survival_lift,p1,cw,3,1,False,20000,11,True,1.8628478286179997,0.5333333333333333,0.2863,12764
m-2_overhang,p1,cw,3,1,False,20000,11,True,0.0,0.5333333333333333,0.2863,12764
m-1_tail_survival_lift,p1,cw,0,0,False,20000,12,True,2.438174851967955,0.7,0.2871,5082
m-2_overhang,p1,cw,0,0,False,20000,12,True,0.0,0.7,0.2871,5082
m-1_tail_survival_lift,p1,cw,1,1,False,20000,12,True,1.857657030070823,0.5333333333333333,0.2871,11063
m-2_overhang,p1,cw,1,1,False,20000,12,True,0.0,0.5333333333333333,0.2871,11063
m-1_tail_survival_lift,p1,cw,2,0,False,20000,12,True,1.5093463369325437,0.43333333333333335,0.2871,4150
m-2_overhang,p1,cw,2,0,False,20000,12,True,0.0,0.43333333333333335,0.2871,4150
m-1_tail_survival_lift,p1,cw,3,1,False,20000,12,True,1.7415534656913967,0.5,0.2871,2744
m-2_overhang,p1,cw,3,1,False,20000,12,True,0.36912851713137496,0.5,0.2871,2744
m-1_tail_survival_lift,p1,cw,0,0,False,20000,13,True,1.733402669440111,0.5,0.28845,12432
m-2_overhang,p1,cw,0,0,False,20000,13,True,0.0,0.5,0.28845,12432
m-1_tail_survival_lift,p1,cw,1,1,False,20000,13,True,2.080083203328133,0.6,0.28845,17909
m-2_overhang,p1,cw,1,1,False,20000,13,True,0.015704612051547606,0.6,0.28845,17909
m-1_tail_survival_lift,p1,cw,2,0,False,20000,13,True,1.617842491477437,0.4666666666666667,0.28845,13867
m-2_overhang,p1,cw,2,0,False,20000,13,True,0.0,0.4666666666666667,0.28845,13867
m-1_tail_survival_lift,p1,cw,3,1,False,20000,13,True,2.080083203328133,0.6,0.28845,13791
m-2_overhang,p1,cw,3,1,False,20000,13,True,0.0,0.6,0.28845,13791
m-1_tail_survival_lift,p1,cw,0,0,False,20000,14,True,2.5538336525625396,0.7333333333333333,0.28715,2635
m-2_overhang,p1,cw,0,0,False,20000,14,True,0.0,0.7333333333333333,0.28715,2635
m-1_tail_survival_lift,p1,cw,1,1,False,20000,14,True,2.437750304718788,0.7,0.28715,9494
m-2_overhang,p1,cw,1,1,False,20000,14,True,0.0,0.7,0.28715,9494
m-1_tail_survival_lift,p1,cw,2,0,False,20000,14,True,1.5090835219687735,0.43333333333333335,0.28715,8239
m-2_overhang,p1,cw,2,0,False,20000,14,True,0.0,0.43333333333333335,0.28715,8239
m-1_tail_survival_lift,p1,cw,3,1,False,20000,14,True,2.321666956875036,0.6666666666666666,0.28715,7314
m-2_overhang,p1,cw,3,1,False,20000,14,True,0.0,0.6666666666666666,0.28715,7314
m-1_tail_survival_lift,p1,cw,0,0,False,20000,15,True,2.2132913972858055,0.6333333333333333,0.28615,9623
m-2_overhang,p1,cw,0,0,False,20000,15,True,0.0,0.6333333333333333,0.28615,9623
m-1_tail_survival_lift,p1,cw,1,1,False,20000,15,True,2.329780418195585,0.6666666666666666,0.28615,12262
m-2_overhang,p1,cw,1,1,False,20000,15,True,0.0,0.6666666666666666,0.28615,12262
m-1_tail_survival_lift,p1,cw,2,0,False,20000,15,True,1.6308462927369094,0.4666666666666667,0.28615,6351
m-2_overhang,p1,cw,2,0,False,20000,15,True,0.0,0.4666666666666667,0.28615,6351
m-1_tail_survival_lift,p1,cw,3,1,False,20000,15,True,1.5143572718271303,0.43333333333333335,0.28615,16169
m-2_overhang,p1,cw,3,1,False,20000,15,True,0.3402927264522684,0.43333333333333335,0.28615,16169
