problem,solver,phi_a,phi_b,status,metric,n_evals,seed,delta_box_fraction,delta,box_scale,cardinality_a,cardinality_b,containment_violations,value
ibk1,random_search,lu,cw,finding,overlap_jaccard,5000,14,0.0,0.0,28.284271247461902,119,105,,0.7637795275590552
ibk1,random_search,ls,cw,check,coverage_a_in_b,5000,14,0.0,0.0,28.284271247461902,140,105,,0.75
ibk1,random_search,ls,cw,check,coverage_b_in_a,5000,14,0.0,0.0,28.284271247461902,140,105,,1.0
ibk1,random_search,ls,cw,check,overlap,5000,14,0.0,0.0,28.284271247461902,140,105,,0.8571428571428571
ibk1,random_search,ls,cw,check,overlap_jaccard,5000,14,0.0,0.0,28.284271247461902,140,105,,0.75
ibk1,random_search,lu,ls,check,coverage_a_in_b,5000,14,0.01,0.282842712474619,28.284271247461902,119,140,,1.0
ibk1,random_search,lu,ls,check,coverage_b_in_a,5000,14,0.01,0.282842712474619,28.284271247461902,119,140,,0.9142857142857143
ibk1,random_search,lu,ls,check,overlap,5000,14,0.01,0.282842712474619,28.284271247461902,119,140,,0.9536679536679536
ibk1,random_search,lu,ls,check,overlap_jaccard,5000,14,0.01,0.282842712474619,28.284271247461902,119,140,,0.911439114391144
ibk1,random_search,lu,cw,finding,coverage_a_in_b,5000,14,0.01,0.282842712474619,28.284271247461902,119,105,,0.9243697478991597
ibk1,random_search,lu,cw,finding,coverage_b_in_a,5000,14,0.01,0.282842712474619,28.284271247461902,119,105,,0.9809523809523809
ibk1,random_search,lu,cw,finding,overlap,5000,14,0.01,0.282842712474619,28.284271247461902,119,105,,0.9508928571428571
ibk1,random_search,lu,cw,finding,overlap_jaccard,5000,14,0.01,0.282842712474619,28.284271247461902,119,105,,0.9063829787234042
ibk1,random_search,ls,cw,check,coverage_a_in_b,5000,14,0.01,0.282842712474619,28.284271247461902,140,105,,0.8928571428571429
ibk1,random_search,ls,cw,check,coverage_b_in_a,5000,14,0.01,0.282842712474619,28.284271247461902,140,105,,1.0
ibk1,random_search,ls,cw,check,overlap,5000,14,0.01,0.282842712474619,28.284271247461902,140,105,,0.9387755102040817
ibk1,random_search,ls,cw,check,overlap_jaccard,5000,14,0.01,0.282842712474619,28.284271247461902,140,105,,0.8846153846153848
ibk1,random_search,lu,ls,check,coverage_a_in_b,5000,14,0.02,0.565685424949238,28.284271247461902,119,140,,1.0
ibk1,random_search,lu,ls,check,coverage_b_in_a,5000,14,0.02,0.565685424949238,28.284271247461902,119,140,,0.9928571428571429
ibk1,random_search,lu,ls,check,overlap,5000,14,0.02,0.565685424949238,28.284271247461902,119,140,,0.9961389961389961
ibk1,random_search,lu,ls,check,overlap_jaccard,5000,14,0.02,0.565685424949238,28.284271247461902,119,140,,0.9923076923076923
ibk1,random_search,lu,cw,finding,coverage_a_in_b,5000,14,0.02,0.565685424949238,28.284271247461902,119,105,,1.0
ibk1,random_search,lu,cw,finding,coverage_b_in_a,5000,14,0.02,0.565685424949238,28.284271247461902,119,105,,1.0
ibk1,random_search,lu,cw,finding,overlap,5000,14,0.02,0.565685424949238,28.284271247461902,119,105,,1.0
ibk1,random_search,lu,cw,finding,overlap_jaccard,5000,14,0.02,0.565685424949238,28.284271247461902,119,105,,1.0
ibk1,random_search,ls,cw,check,coverage_a_in_b,5000,14,0.02,0.565685424949238,28.284271247461902,140,105,,0.9928571428571429
ibk1,random_search,ls,cw,check,coverage_b_in_a,5000,14,0.02,0.565685424949238,28.284271247461902,140,105,,1.0
ibk1,random_search,ls,cw,check,overlap,5000,14,0.02,0.565685424949238,28.284271247461902,140,105,,0.9959183673469387
ibk1,random_search,ls,cw,check,overlap_jaccard,5000,14,0.02,0.565685424949238,28.284271247461902,140,105,,0.991869918699187
ibk1,random_search,lu,ls,check,coverage_a_in_b,5000,14,0.05,1.4142135623730951,28.284271247461902,119,140,,1.0
ibk1,random_search,lu,ls,check,coverage_b_in_a,5000,14,0.05,1.4142135623730951,28.284271247461902,119,140,,1.0
ibk1,random_search,lu,ls,check,overlap,5000,14,0.05,1.4142135623730951,28.284271247461902,119,140,,1.0
ibk1,random_search,lu,ls,check,overlap_jaccard,5000,14,0.05,1.4142135623730951,28.284271247461902,119,140,,1.0
ibk1,random_search,lu,cw,finding,coverage_a_in_b,5000,14,0.05,1.4142135623730951,28.284271247461902,119,105,,1.0
ibk1,random_search,lu,cw,finding,coverage_b_in_a,5000,14,0.05,1.4142135623730951,28.284271247461902,119,105,,1.0
ibk1,random_search,lu,cw,finding,overlap,5000,14,0.05,1.4142135623730951,28.284271247461902,119,105,,1.0
ibk1,random_search,lu,cw,finding,overlap_jaccard,5000,14,0.05,1.4142135623730951,28.284271247461902,119,105,,1.0
ibk1,random_search,ls,cw,check,coverage_a_in_b,5000,14,0.05,1.4142135623730951,28.284271247461902,140,105,,1.0
ibk1,random_search,ls,cw,check,coverage_b_in_a,5000,14,0.05,1.4142135623730951,28.284271247461902,140,105,,1.0
ibk1,random_search,ls,cw,check,overlap,5000,14,0.05,1.4142135623730951,28.284271247461902,140,105,,1.0
ibk1,random_search,ls,cw,check,overlap_jaccard,5000,14,0.05,1.4142135623730951,28.284271247461902,140,105,,1.0
ibk1,random_search,lu,ls,check,coverage_a_in_b,5000,14,0.1,2.8284271247461903,28.284271247461902,119,140,,1.0
ibk1,random_search,lu,ls,check,coverage_b_in_a,5000,14,0.1,2.8284271247461903,28.284271247461902,119,140,,1.0
ibk1,random_search,lu,ls,check,overlap,5000,14,0.1,2.8284271247461903,28.284271247461902,119,140,,1.0
ibk1,random_search,lu,ls,check,overlap_jaccard,5000,14,0.1,2.8284271247461903,28.284271247461902,119,140,,1.0
ibk1,random_search,lu,cw,finding,coverage_a_in_b,5000,14,0.1,2.8284271247461903,28.284271247461902,119,105,,1.0
ibk1,random_search,lu,cw,finding,coverage_b_in_a,5000,14,0.1,2.8284271247461903,28.284271247461902,119,105,,1.0
ibk1,random_search,lu,cw,finding,overlap,5000,14,0.1,2.8284271247461903,28.284271247461902,119,105,,1.0
ibk1,random_search,lu,cw,finding,overlap_jaccard,5000,14,0.1,2.8284271247461903,28.284271247461902,119,105,,1.0
ibk1,random_search,ls,cw,check,coverage_a_in_b,5000,14,0.1,2.8284271247461903,28.284271247461902,140,105,,1.0
ibk1,random_search,ls,cw,check,coverage_b_in_a,5000,14,0.1,2.8284271247461903,28.284271247461902,140,105,,1.0
ibk1,random_search,ls,cw,check,overlap,5000,14,0.1,2.8284271247461903,28.284271247461902,140,105,,1.0
ibk1,random_search,ls,cw,check,overlap_jaccard,5000,14,0.1,2.8284271247461903,28.284271247461902,140,105,,1.0
ibk1,random_search,lu,ls,check,coverage_a_in_b,5000,14,0.2,5.656854249492381,28.284271247461902,119,140,,1.0
ibk1,random_search,lu,ls,check,coverage_b_in_a,5000,14,0.2,5.656854249492381,28.284271247461902,119,140,,1.0
ibk1,random_search,lu,ls,check,overlap,5000,14,0.2,5.656854249492381,28.284271247461902,119,140,,1.0
ibk1,random_search,lu,ls,check,overlap_jaccard,5000,14,0.2,5.656854249492381,28.284271247461902,119,140,,1.0
ibk1,random_search,lu,cw,finding,coverage_a_in_b,5000,14,0.2,5.656854249492381,28.284271247461902,119,105,,1.0
ibk1,random_search,lu,cw,finding,coverage_b_in_a,5000,14,0.2,5.656854249492381,28.284271247461902,119,105,,1.0
ibk1,random_search,lu,cw,finding,overlap,5000,14,0.2,5.656854249492381,28.284271247461902,119,105,,1.0
ibk1,random_search,lu,cw,finding,overlap_jaccard,5000,14,0.2,5.656854249492381,28.284271247461902,119,105,,1.0
ibk1,random_search,ls,cw,check,coverage_a_in_b,5000,14,0.2,5.656854249492381,28.284271247461902,140,105,,1.0
ibk1,random_search,ls,cw,check,coverage_b_in_a,5000,14,0.2,5.656854249492381,28.284271247461902,140,105,,1.0
ibk1,random_search,ls,cw,check,overlap,5000,14,0.2,5.656854249492381,28.284271247461902,140,105,,1.0
ibk1,random_search,ls,cw,check,overlap_jaccard,5000,14,0.2,5.656854249492381,28.284271247461902,140,105,,1.0
ibk1,random_search,lu,ls,check,coverage_a_in_b,5000,15,0.0,0.0,28.284271247461902,151,179,,1.0
ibk1,random_search,lu,ls,check,coverage_b_in_a,5000,15,0.0,0.0,28.284271247461902,151,179,,0.8435754189944135
ibk1,random_search,lu,ls,check,overlap,5000,15,0.0,0.0,28.284271247461902,151,179,,0.9151515151515152
ibk1,random_search,lu,ls,check,overlap_jaccard,5000,15,0.0,0.0,28.284271247461902,151,179,,0.8435754189944134
ibk1,random_search,lu,cw,finding,coverage_a_in_b,5000,15,0.0,0.0,28.284271247461902,151,137,,0.8145695364238411
ibk1,random_search,lu,cw,finding,coverage_b_in_a,5000,15,0.0,0.0,28.284271247461902,151,137,,0.8978102189781022
ibk1,random_search,lu,cw,finding,overlap,5000,15,0.0,0.0,28.284271247461902,151,137,,0.8541666666666666
ibk1,random_search,lu,cw,finding,overlap_jaccard,5000,15,0.0,0.0,28.284271247461902,151,137,,0.7454545454545454
ibk1,random_search,ls,cw,check,coverage_a_in_b,5000,15,0.0,0.0,28.284271247461902,179,137,,0.7653631284916201
ibk1,random_search,ls,cw,check,coverage_b_in_a,5000,15,0.0,0.0,28.284271247461902,179,137,,1.0
ibk1,random_search,ls,cw,check,overlap,5000,15,0.0,0.0,28.284271247461902,179,137,,0.8670886075949367
ibk1,random_search,ls,cw,check,overlap_jaccard,5000,15,0.0,0.0,28.284271247461902,179,137,,0.76536312849162
ibk1,random_search,lu,ls,check,coverage_a_in_b,5000,15,0.01,0.282842712474619,28.284271247461902,151,179,,1.0
ibk1,random_search,lu,ls,check,coverage_b_in_a,5000,15,0.01,0.282842712474619,28.284271247461902,151,179,,0.9441340782122905
ibk1,random_search,lu,ls,check,overlap,5000,15,0.01,0.282842712474619,28.284271247461902,151,179,,0.9696969696969697
ibk1,random_search,lu,ls,check,overlap_jaccard,5000,15,0.01,0.282842712474619,28.284271247461902,151,179,,0.9411764705882354
ibk1,random_search,lu,cw,finding,coverage_a_in_b,5000,15,0.01,0.282842712474619,28.284271247461902,151,137,,0.9602649006622517
ibk1,random_search,lu,cw,finding,coverage_b_in_a,5000,15,0.01,0.282842712474619,28.284271247461902,151,137,,0.9781021897810219
ibk1,random_search,lu,cw,finding,overlap,5000,15,0.01,0.282842712474619,28.284271247461902,151,137,,0.96875
ibk1,random_search,lu,cw,finding,overlap_jaccard,5000,15,0.01,0.282842712474619,28.284271247461902,151,137,,0.9393939393939394
ibk1,random_search,ls,cw,check,coverage_a_in_b,5000,15,0.01,0.282842712474619,28.284271247461902,179,137,,0.9329608938547486
ibk1,random_search,ls,cw,check,coverage_b_in_a,5000,15,0.01,0.282842712474619,28.284271247461902,179,137,,1.0
ibk1,random_search,ls,cw,check,overlap,5000,15,0.01,0.282842712474619,28.284271247461902,179,137,,0.9620253164556962
ibk1,random_search,ls,cw,check,overlap_jaccard,5000,15,0.01,0.282842712474619,28.284271247461902,179,137,,0.926829268292683
ibk1,random_search,lu,ls,check,coverage_a_in_b,5000,15,0.02,0.565685424949238,28.284271247461902,151,179,,1.0
ibk1,random_search,lu,ls,check,coverage_b_in_a,5000,15,0.02,0.565685424949238,28.284271247461902,151,179,,1.0
ibk1,random_search,lu,ls,check,overlap,5000,15,0.02,0.565685424949238,28.284271247461902,151,179,,1.0
ibk1,random_search,lu,ls,check,overlap_jaccard,5000,15,0.02,0.565685424949238,28.284271247461902,151,179,,1.0
ibk1,random_search,lu,cw,finding,coverage_a_in_b,5000,15,0.02,0.565685424949238,28.284271247461902,151,137,,1.0
ibk1,random_search,lu,cw,finding,coverage_b_in_a,5000,15,0.02,0.565685424949238,28.284271247461902,151,137,,1.0
ibk1,random_search,lu,cw,finding,overlap,5000,15,0.02,0.565685424949238,28.284271247461902,151,137,,1.0
ibk1,random_search,lu,cw,finding,overlap_jaccard,5000,15,0.02,0.565685424949238,28.284271247461902,151,137,,1.0
ibk1,random_search,ls,cw,check,coverage_a_in_b,5000,15,0.02,0.565685424949238,28.284271247461902,179,137,,1.0
ibk1,random_search,ls,cw,check,coverage_b_in_a,5000,15,0.02,0.565685424949238,28.284271247461902,179,137,,1.0
ibk1,random_search,ls,cw,check,overlap,5000,15,0.02,0.565685424949238,28.284271247461902,179,137,,1.0
ibk1,random_search,ls,cw,check,overlap_jaccard,5000,15,0.02,0.565685424949238,28.284271247461902,179,137,,1.0
ibk1,random_search,lu,ls,check,coverage_a_in_b,5000,15,0.05,1.4142135623730951,28.284271247461902,151,179,,1.0
ibk1,random_search,lu,ls,check,coverage_b_in_a,5000,15,0.05,1.4142135623730951,28.284271247461902,151,179,,1.0
ibk1,random_search,lu,ls,check,overlap,5000,15,0.05,1.4142135623730951,28.284271247461902,151,179,,1.0
ibk1,random_search,lu,ls,check,overlap_jaccard,5000,15,0.05,1.4142135623730951,28.284271247461902,151,179,,1.0
ibk1,random_search,lu,cw,finding,coverage_a_in_b,5000,15,0.05,1.4142135623730951,28.284271247461902,151,137,,1.0
ibk1,random_search,lu,cw,finding,coverage_b_in_a,5000,15,0.05,1.4142135623730951,28.284271247461902,151,137,,1.0
ibk1,random_search,lu,cw,finding,overlap,5000,15,0.05,1.4142135623730951,28.284271247461902,151,137,,1.0
ibk1,random_search,lu,cw,finding,overlap_jaccard,5000,15,0.05,1.4142135623730951,28.284271247461902,151,137,,1.0
ibk1,random_search,ls,cw,check,coverage_a_in_b,5000,15,0.05,1.4142135623730951,28.284271247461902,179,137,,1.0
ibk1,random_search,ls,cw,check,coverage_b_in_a,5000,15,0.05,1.4142135623730951,28.284271247461902,179,137,,1.0
ibk1,random_search,ls,cw,check,overlap,5000,15,0.05,1.4142135623730951,28.284271247461902,179,137,,1.0
ibk1,random_search,ls,cw,check,overlap_jaccard,5000,15,0.05,1.4142135623730951,28.284271247461902,179,137,,1.0
ibk1,random_search,lu,ls,check,coverage_a_in_b,5000,15,0.1,2.8284271247461903,28.284271247461902,151,179,,1.0
ibk1,random_search,lu,ls,check,coverage_b_in_a,5000,15,0.1,2.8284271247461903,28.284271247461902,151,179,,1.0
ibk1,random_search,lu,ls,check,overlap,5000,15,0.1,2.8284271247461903,28.284271247461902,151,179,,1.0
ibk1,random_search,lu,ls,check,overlap_jaccard,5000,15,0.1,2.8284271247461903,28.284271247461902,151,179,,1.0
ibk1,random_search,lu,cw,finding,coverage_a_in_b,5000,15,0.1,2.8284271247461903,28.284271247461902,151,137,,1.0
ibk1,random_search,lu,cw,finding,coverage_b_in_a,5000,15,0.1,2.8284271247461903,28.284271247461902,151,137,,1.0
ibk1,random_search,lu,cw,finding,overlap,5000,15,0.1,2.8284271247461903,28.284271247461902,151,137,,1.0
ibk1,random_search,lu,cw,finding,overlap_jaccard,5000,15,0.1,2.8284271247461903,28.284271247461902,151,137,,1.0
ibk1,random_search,ls,cw,check,coverage_a_in_b,5000,15,0.1,2.8284271247461903,28.284271247461902,179,137,,1.0
ibk1,random_search,ls,cw,check,coverage_b_in_a,5000,15,0.1,2.8284271247461903,28.284271247461902,179,137,,1.0
ibk1,random_search,ls,cw,check,overlap,5000,15,0.1,2.8284271247461903,28.284271247461902,179,137,,1.0
ibk1,random_search,ls,cw,check,overlap_jaccard,5000,15,0.1,2.8284271247461903,28.284271247461902,179,137,,1.0
ibk1,random_search,lu,ls,check,coverage_a_in_b,5000,15,0.2,5.656854249492381,28.284271247461902,151,179,,1.0
ibk1,random_search,lu,ls,check,coverage_b_in_a,5000,15,0.2,5.656854249492381,28.284271247461902,151,179,,1.0
ibk1,random_search,lu,ls,check,overlap,5000,15,0.2,5.656854249492381,28.284271247461902,151,179,,1.0
ibk1,random_search,lu,ls,check,overlap_jaccard,5000,15,0.2,5.656854249492381,28.284271247461902,151,179,,1.0
ibk1,random_search,lu,cw,finding,coverage_a_in_b,5000,15,0.2,5.656854249492381,28.284271247461902,151,137,,1.0
ibk1,random_search,lu,cw,finding,coverage_b_in_a,5000,15,0.2,5.656854249492381,28.284271247461902,151,137,,1.0
ibk1,random_search,lu,cw,finding,overlap,5000,15,0.2,5.656854249492381,28.284271247461902,151,137,,1.0
ibk1,random_search,lu,cw,finding,overlap_jaccard,5000,15,0.2,5.656854249492381,28.284271247461902,151,137,,1.0
ibk1,random_search,ls,cw,check,coverage_a_in_b,5000,15,0.2,5.656854249492381,28.284271247461902,179,137,,1.0
ibk1,random_search,ls,cw,check,coverage_b_in_a,5000,15,0.2,5.656854249492381,28.284271247461902,179,137,,1.0
ibk1,random_search,ls,cw,check,overlap,5000,15,0.2,5.656854249492381,28.284271247461902,179,137,,1.0
ibk1,random_search,ls,cw,check,overlap_jaccard,5000,15,0.2,5.656854249492381,28.284271247461902,179,137,,1.0
