problem,solver,phi_a,phi_b,status,eps,n_evals,delta,box_scale,n_seeds,dice_median,dice_q1,dice_q3,jaccard_median,jaccard_q1,jaccard_q3
zdt1_interval,random_search,lu,cw,finding,0.05,5000,0.2738612787525831,5.477225575051661,5,0.15942028985507245,0.12371134020618557,0.1718213058419244,0.08661417322834646,0.06593406593406594,0.09398496240601505
zdt1_interval,random_search,lu,cw,finding,0.1,5000,0.0,5.477225575051661,5,0.17333333333333334,0.16,0.18181818181818182,0.09489051094890512,0.08695652173913043,0.1
zdt1_interval,random_search,lu,cw,finding,0.1,5000,0.2738612787525831,5.477225575051661,5,0.17333333333333334,0.16,0.18181818181818182,0.09489051094890512,0.08695652173913043,0.1
zdt1_interval,random_search,lu,cw,finding,0.1,20000,0.0,5.477225575051661,5,0.15450643776824036,0.1484375,0.18148820326678766,0.08372093023255815,0.08016877637130802,0.0998003992015968
zdt1_interval,random_search,lu,cw,finding,0.1,20000,0.2738612787525831,5.477225575051661,5,0.15450643776824036,0.1484375,0.18148820326678766,0.08372093023255815,0.08016877637130802,0.0998003992015968
zdt1_interval,random_search,lu,cw,finding,0.25,5000,0.0,5.477225575051661,5,0.1962025316455696,0.1794871794871795,0.22,0.1087719298245614,0.09859154929577466,0.12359550561797752
zdt1_interval,random_search,lu,cw,finding,0.25,5000,0.2738612787525831,5.477225575051661,5,0.1962025316455696,0.1794871794871795,0.22,0.1087719298245614,0.09859154929577466,0.12359550561797752
zdt1_interval,random_search,lu,cw,finding,0.5,5000,0.0,5.477225575051661,5,0.2349570200573066,0.21364985163204747,0.2586750788643533,0.1331168831168831,0.11960132890365449,0.14855072463768115
zdt1_interval,random_search,lu,cw,finding,0.5,5000,0.2738612787525831,5.477225575051661,5,0.2349570200573066,0.21364985163204747,0.2586750788643533,0.1331168831168831,0.11960132890365449,0.14855072463768115
zdt1_interval,random_search,lu,ls,check,0.0,5000,0.0,5.477225575051661,5,1.0,1.0,1.0,1.0,1.0,1.0
zdt1_interval,random_search,lu,ls,check,0.0,5000,0.2738612787525831,5.477225575051661,5,1.0,1.0,1.0,1.0,1.0,1.0
zdt1_interval,random_search,lu,ls,check,0.05,5000,0.0,5.477225575051661,5,0.17567567567567569,0.15757575757575756,0.22077922077922077,0.0962962962962963,0.08552631578947367,0.1240875912408759
zdt1_interval,random_search,lu,ls,check,0.05,5000,0.2738612787525831,5.477225575051661,5,0.17567567567567569,0.15757575757575756,0.22077922077922077,0.0962962962962963,0.08552631578947367,0.1240875912408759
zdt1_interval,random_search,lu,ls,check,0.1,5000,0.0,5.477225575051661,5,0.22085889570552147,0.1839080459770115,0.25825825825825827,0.12413793103448276,0.10126582278481013,0.1482758620689655
zdt1_interval,random_search,lu,ls,check,0.1,5000,0.2738612787525831,5.477225575051661,5,0.22085889570552147,0.1839080459770115,0.25825825825825827,0.12413793103448276,0.10126582278481013,0.1482758620689655
zdt1_interval,random_search,lu,ls,check,0.1,20000,0.0,5.477225575051661,5,0.20833333333333334,0.20761245674740483,0.21851851851851853,0.11627906976744186,0.11583011583011583,0.12266112266112267
zdt1_interval,random_search,lu,ls,check,0.1,20000,0.2738612787525831,5.477225575051661,5,0.20833333333333334,0.20761245674740483,0.21851851851851853,0.11627906976744186,0.11583011583011583,0.12266112266112267
