# metrics table, written by src/reporting.py, subpart d3. two blocks with
# different columns, and the split is the content and not the layout.
# every value is a median with its interquartile range over the seed count in
# the same row, and every row states the evaluation budget and the
# cardinality it was computed at. no cell is one run.

block,objective_space
# hypervolume, igd and spread are computed on the (k, 2m) rows of one
# phi's image. each phi maps the same problem into a different space on a
# different scale, CONTEXT.md section 5 step 5, so these compare solvers
# under one fixed phi and never rank one phi against another; a ratio
# taken across two phi here is a ratio of volumes in two different spaces
# and means nothing. all three move with the cardinality, r-16, which is
# why every row states the one it was computed at.
problem,phi,solver,metric,n_seeds,n_evals,cardinality,reference_size,sampling_mode,include_singular_segments,hv_reference_rule,hv_reference_point,median,q1,q3,iqr
dtlz2_interval,ls,mopso,hypervolume,5,20000,100,0,farthest_point,False,reference_front_nadir_plus_range_tenth,3.5007907685579256 0.22000000000000003 3.4340493070053033 0.22000000000000003 3.545658961028175 0.22000000000000003,0.36051858520796887,0.35986731828098545,0.3655602233626734,0.00569290508168796
dtlz2_interval,ls,mopso,hypervolume,5,5000,100,0,farthest_point,False,reference_front_nadir_plus_range_tenth,3.5007907685579256 0.22000000000000003 3.4340493070053033 0.22000000000000003 3.545658961028175 0.22000000000000003,0.3461171654470202,0.33348401789078636,0.35835257986298297,0.024868561972196612
dtlz2_interval,ls,mopso,spread,5,20000,100,0,farthest_point,False,reference_front_nadir_plus_range_tenth,3.5007907685579256 0.22000000000000003 3.4340493070053033 0.22000000000000003 3.545658961028175 0.22000000000000003,4.160071583980592,4.159323329576317,4.202574882775424,0.043251553199106674
dtlz2_interval,ls,mopso,spread,5,5000,100,0,farthest_point,False,reference_front_nadir_plus_range_tenth,3.5007907685579256 0.22000000000000003 3.4340493070053033 0.22000000000000003 3.545658961028175 0.22000000000000003,4.144781826202584,4.105837476318614,4.23082601609781,0.12498853977919566
dtlz2_interval,ls,nsga2,hypervolume,5,20000,100,0,farthest_point,False,reference_front_nadir_plus_range_tenth,3.5007907685579256 0.22000000000000003 3.4340493070053033 0.22000000000000003 3.545658961028175 0.22000000000000003,0.3573541397600795,0.34013573199380337,0.3577003340743305,0.017564602080527125
dtlz2_interval,ls,nsga2,hypervolume,5,5000,100,0,farthest_point,False,reference_front_nadir_plus_range_tenth,3.5007907685579256 0.22000000000000003 3.4340493070053033 0.22000000000000003 3.545658961028175 0.22000000000000003,0.34329773115180146,0.33474688903094313,0.3526466950051339,0.017899805974190774
dtlz2_interval,ls,nsga2,spread,5,20000,100,0,farthest_point,False,reference_front_nadir_plus_range_tenth,3.5007907685579256 0.22000000000000003 3.4340493070053033 0.22000000000000003 3.545658961028175 0.22000000000000003,5.438532912831627,5.184703211183371,5.495534977982595,0.31083176679922353
dtlz2_interval,ls,nsga2,spread,5,5000,100,0,farthest_point,False,reference_front_nadir_plus_range_tenth,3.5007907685579256 0.22000000000000003 3.4340493070053033 0.22000000000000003 3.545658961028175 0.22000000000000003,5.04920377875855,4.889329674501235,5.108262516091991,0.21893284159075588
dtlz2_interval,ls,random_search,hypervolume,5,20000,100,0,farthest_point,False,reference_front_nadir_plus_range_tenth,3.5007907685579256 0.22000000000000003 3.4340493070053033 0.22000000000000003 3.545658961028175 0.22000000000000003,0.35173514103910586,0.3403097884745299,0.35588614739257035,0.015576358918040434
dtlz2_interval,ls,random_search,hypervolume,5,5000,100,0,farthest_point,False,reference_front_nadir_plus_range_tenth,3.5007907685579256 0.22000000000000003 3.4340493070053033 0.22000000000000003 3.545658961028175 0.22000000000000003,0.3381591512764345,0.33700979305538914,0.3402907148469102,0.003280921791521063
