problem,phi,solver,metric,eps,n_evals,seed,cardinality,full_cardinality,reference_size,include_singular_segments,value
zdt1_interval,ls,mopso,hypervolume,0.1,20000,12,29,200,0,False,0.015525907959100653
zdt1_interval,ls,mopso,spread,0.1,20000,13,29,200,0,False,3.924735958727162
zdt1_interval,ls,mopso,hypervolume,0.1,20000,13,29,200,0,False,0.015947749931825676
zdt1_interval,ls,mopso,spread,0.1,20000,14,29,200,0,False,4.036950213483938
zdt1_interval,ls,mopso,hypervolume,0.1,20000,14,29,200,0,False,0.016846126970625968
zdt1_interval,ls,mopso,spread,0.1,20000,15,29,192,0,False,3.5498479628677098
zdt1_interval,ls,mopso,hypervolume,0.1,20000,15,29,192,0,False,0.0159474018411909
zdt1_interval,cw,random_search,spread,0.1,5000,11,29,287,0,False,2.8116841427168837
zdt1_interval,cw,random_search,hypervolume,0.1,5000,11,29,287,0,False,0.0029616519851217776
zdt1_interval,cw,random_search,spread,0.1,5000,12,29,250,0,False,3.295807499514084
zdt1_interval,cw,random_search,hypervolume,0.1,5000,12,29,250,0,False,0.0029409968399155945
zdt1_interval,cw,random_search,spread,0.1,5000,13,29,257,0,False,3.1873506472666104
zdt1_interval,cw,random_search,hypervolume,0.1,5000,13,29,257,0,False,0.0029142779848849837
zdt1_interval,cw,random_search,spread,0.1,5000,14,29,253,0,False,4.171741319971998
zdt1_interval,cw,random_search,hypervolume,0.1,5000,14,29,253,0,False,0.0030280330161628947
zdt1_interval,cw,random_search,spread,0.1,5000,15,29,271,0,False,3.079893499917014
zdt1_interval,cw,random_search,hypervolume,0.1,5000,15,29,271,0,False,0.002884515915772309
zdt1_interval,cw,random_search,spread,0.1,20000,11,29,452,0,False,4.119060906719667
zdt1_interval,cw,random_search,hypervolume,0.1,20000,11,29,452,0,False,0.0031312885024395503
zdt1_interval,cw,random_search,spread,0.1,20000,12,29,411,0,False,2.812112912341939
zdt1_interval,cw,random_search,hypervolume,0.1,20000,12,29,411,0,False,0.002881496467241256
zdt1_interval,cw,random_search,spread,0.1,20000,13,29,381,0,False,3.859657203807208
zdt1_interval,cw,random_search,hypervolume,0.1,20000,13,29,381,0,False,0.002962874501565807
zdt1_interval,cw,random_search,spread,0.1,20000,14,29,491,0,False,3.353337647990823
zdt1_interval,cw,random_search,hypervolume,0.1,20000,14,29,491,0,False,0.0030898796822011274
zdt1_interval,cw,random_search,spread,0.1,20000,15,29,393,0,False,2.9334277174109986
zdt1_interval,cw,random_search,hypervolume,0.1,20000,15,29,393,0,False,0.0030526234438041163
zdt1_interval,cw,nsga2,spread,0.1,5000,11,29,100,0,False,2.303887123554319
