problem,phi,metric,eps,n_evals,seed,delta_box_fraction,delta,box_scale,cardinality_a,cardinality_b,value
zdt1_interval,ls,coverage_a_in_b,0.05,5000,13,0.3,1.6431676725154982,5.477225575051661,274,269,0.8978102189781022
zdt1_interval,ls,coverage_b_in_a,0.05,5000,13,0.3,1.6431676725154982,5.477225575051661,274,269,0.8810408921933085
zdt1_interval,ls,coverage_a_in_b,0.05,5000,13,0.5,2.7386127875258306,5.477225575051661,274,269,1.0
zdt1_interval,ls,coverage_b_in_a,0.05,5000,13,0.5,2.7386127875258306,5.477225575051661,274,269,1.0
zdt1_interval,ls,coverage_a_in_b,0.05,5000,14,0.05,0.2738612787525831,5.477225575051661,269,285,0.0
zdt1_interval,ls,coverage_b_in_a,0.05,5000,14,0.05,0.2738612787525831,5.477225575051661,269,285,0.0
zdt1_interval,ls,coverage_a_in_b,0.05,5000,14,0.1,0.5477225575051662,5.477225575051661,269,285,0.0
zdt1_interval,ls,coverage_b_in_a,0.05,5000,14,0.1,0.5477225575051662,5.477225575051661,269,285,0.0
zdt1_interval,ls,coverage_a_in_b,0.05,5000,14,0.2,1.0954451150103324,5.477225575051661,269,285,0.007434944237918215
zdt1_interval,ls,coverage_b_in_a,0.05,5000,14,0.2,1.0954451150103324,5.477225575051661,269,285,0.007017543859649123
zdt1_interval,ls,coverage_a_in_b,0.05,5000,14,0.3,1.6431676725154982,5.477225575051661,269,285,0.9033457249070632
zdt1_interval,ls,coverage_b_in_a,0.05,5000,14,0.3,1.6431676725154982,5.477225575051661,269,285,0.8842105263157894
zdt1_interval,ls,coverage_a_in_b,0.05,5000,14,0.5,2.7386127875258306,5.477225575051661,269,285,1.0
zdt1_interval,ls,coverage_b_in_a,0.05,5000,14,0.5,2.7386127875258306,5.477225575051661,269,285,1.0
zdt1_interval,ls,coverage_a_in_b,0.05,5000,15,0.05,0.2738612787525831,5.477225575051661,285,304,0.0
zdt1_interval,ls,coverage_b_in_a,0.05,5000,15,0.05,0.2738612787525831,5.477225575051661,285,304,0.0
zdt1_interval,ls,coverage_a_in_b,0.05,5000,15,0.1,0.5477225575051662,5.477225575051661,285,304,0.0
zdt1_interval,ls,coverage_b_in_a,0.05,5000,15,0.1,0.5477225575051662,5.477225575051661,285,304,0.0
zdt1_interval,ls,coverage_a_in_b,0.05,5000,15,0.2,1.0954451150103324,5.477225575051661,285,304,0.0
zdt1_interval,ls,coverage_b_in_a,0.05,5000,15,0.2,1.0954451150103324,5.477225575051661,285,304,0.0
zdt1_interval,ls,coverage_a_in_b,0.05,5000,15,0.3,1.6431676725154982,5.477225575051661,285,304,0.8736842105263158
zdt1_interval,ls,coverage_b_in_a,0.05,5000,15,0.3,1.6431676725154982,5.477225575051661,285,304,0.8881578947368421
zdt1_interval,ls,coverage_a_in_b,0.05,5000,15,0.5,2.7386127875258306,5.477225575051661,285,304,1.0
zdt1_interval,ls,coverage_b_in_a,0.05,5000,15,0.5,2.7386127875258306,5.477225575051661,285,304,1.0
zdt1_interval,cw,coverage_a_in_b,0.05,5000,11,0.05,0.2738612787525831,5.477225575051661,287,250,0.0
zdt1_interval,cw,coverage_b_in_a,0.05,5000,11,0.05,0.2738612787525831,5.477225575051661,287,250,0.0
zdt1_interval,cw,coverage_a_in_b,0.05,5000,11,0.1,0.5477225575051662,5.477225575051661,287,250,0.0
zdt1_interval,cw,coverage_b_in_a,0.05,5000,11,0.1,0.5477225575051662,5.477225575051661,287,250,0.0
zdt1_interval,cw,coverage_a_in_b,0.05,5000,11,0.2,1.0954451150103324,5.477225575051661,287,250,0.0
zdt1_interval,cw,coverage_b_in_a,0.05,5000,11,0.2,1.0954451150103324,5.477225575051661,287,250,0.0
zdt1_interval,cw,coverage_a_in_b,0.05,5000,11,0.3,1.6431676725154982,5.477225575051661,287,250,0.8850174216027874
zdt1_interval,cw,coverage_b_in_a,0.05,5000,11,0.3,1.6431676725154982,5.477225575051661,287,250,0.892
zdt1_interval,cw,coverage_a_in_b,0.05,5000,11,0.5,2.7386127875258306,5.477225575051661,287,250,1.0
zdt1_interval,cw,coverage_b_in_a,0.05,5000,11,0.5,2.7386127875258306,5.477225575051661,287,250,1.0
zdt1_interval,cw,coverage_a_in_b,0.05,5000,12,0.05,0.2738612787525831,5.477225575051661,250,257,0.0
zdt1_interval,cw,coverage_b_in_a,0.05,5000,12,0.05,0.2738612787525831,5.477225575051661,250,257,0.0
zdt1_interval,cw,coverage_a_in_b,0.05,5000,12,0.1,0.5477225575051662,5.477225575051661,250,257,0.0
zdt1_interval,cw,coverage_b_in_a,0.05,5000,12,0.1,0.5477225575051662,5.477225575051661,250,257,0.0
zdt1_interval,cw,coverage_a_in_b,0.05,5000,12,0.2,1.0954451150103324,5.477225575051661,250,257,0.0
zdt1_interval,cw,coverage_b_in_a,0.05,5000,12,0.2,1.0954451150103324,5.477225575051661,250,257,0.0
zdt1_interval,cw,coverage_a_in_b,0.05,5000,12,0.3,1.6431676725154982,5.477225575051661,250,257,0.896
zdt1_interval,cw,coverage_b_in_a,0.05,5000,12,0.3,1.6431676725154982,5.477225575051661,250,257,0.8793774319066148
zdt1_interval,cw,coverage_a_in_b,0.05,5000,12,0.5,2.7386127875258306,5.477225575051661,250,257,1.0
zdt1_interval,cw,coverage_b_in_a,0.05,5000,12,0.5,2.7386127875258306,5.477225575051661,250,257,1.0
zdt1_interval,cw,coverage_a_in_b,0.05,5000,13,0.05,0.2738612787525831,5.477225575051661,257,253,0.0
zdt1_interval,cw,coverage_b_in_a,0.05,5000,13,0.05,0.2738612787525831,5.477225575051661,257,253,0.0
zdt1_interval,cw,coverage_a_in_b,0.05,5000,13,0.1,0.5477225575051662,5.477225575051661,257,253,0.0
zdt1_interval,cw,coverage_b_in_a,0.05,5000,13,0.1,0.5477225575051662,5.477225575051661,257,253,0.0
zdt1_interval,cw,coverage_a_in_b,0.05,5000,13,0.2,1.0954451150103324,5.477225575051661,257,253,0.0
zdt1_interval,cw,coverage_b_in_a,0.05,5000,13,0.2,1.0954451150103324,5.477225575051661,257,253,0.0
zdt1_interval,cw,coverage_a_in_b,0.05,5000,13,0.3,1.6431676725154982,5.477225575051661,257,253,0.914396887159533
zdt1_interval,cw,coverage_b_in_a,0.05,5000,13,0.3,1.6431676725154982,5.477225575051661,257,253,0.8932806324110671
zdt1_interval,cw,coverage_a_in_b,0.05,5000,13,0.5,2.7386127875258306,5.477225575051661,257,253,1.0
zdt1_interval,cw,coverage_b_in_a,0.05,5000,13,0.5,2.7386127875258306,5.477225575051661,257,253,1.0
zdt1_interval,cw,coverage_a_in_b,0.05,5000,14,0.05,0.2738612787525831,5.477225575051661,253,271,0.0
zdt1_interval,cw,coverage_b_in_a,0.05,5000,14,0.05,0.2738612787525831,5.477225575051661,253,271,0.0
zdt1_interval,cw,coverage_a_in_b,0.05,5000,14,0.1,0.5477225575051662,5.477225575051661,253,271,0.0
zdt1_interval,cw,coverage_b_in_a,0.05,5000,14,0.1,0.5477225575051662,5.477225575051661,253,271,0.0
zdt1_interval,cw,coverage_a_in_b,0.05,5000,14,0.2,1.0954451150103324,5.477225575051661,253,271,0.003952569169960474
zdt1_interval,cw,coverage_b_in_a,0.05,5000,14,0.2,1.0954451150103324,5.477225575051661,253,271,0.0036900369003690036
zdt1_interval,cw,coverage_a_in_b,0.05,5000,14,0.3,1.6431676725154982,5.477225575051661,253,271,0.9051383399209486
zdt1_interval,cw,coverage_b_in_a,0.05,5000,14,0.3,1.6431676725154982,5.477225575051661,253,271,0.8819188191881919
zdt1_interval,cw,coverage_a_in_b,0.05,5000,14,0.5,2.7386127875258306,5.477225575051661,253,271,1.0
zdt1_interval,cw,coverage_b_in_a,0.05,5000,14,0.5,2.7386127875258306,5.477225575051661,253,271,1.0
zdt1_interval,cw,coverage_a_in_b,0.05,5000,15,0.05,0.2738612787525831,5.477225575051661,271,287,0.0
zdt1_interval,cw,coverage_b_in_a,0.05,5000,15,0.05,0.2738612787525831,5.477225575051661,271,287,0.0
zdt1_interval,cw,coverage_a_in_b,0.05,5000,15,0.1,0.5477225575051662,5.477225575051661,271,287,0.0
zdt1_interval,cw,coverage_b_in_a,0.05,5000,15,0.1,0.5477225575051662,5.477225575051661,271,287,0.0
zdt1_interval,cw,coverage_a_in_b,0.05,5000,15,0.2,1.0954451150103324,5.477225575051661,271,287,0.0
zdt1_interval,cw,coverage_b_in_a,0.05,5000,15,0.2,1.0954451150103324,5.477225575051661,271,287,0.0
zdt1_interval,cw,coverage_a_in_b,0.05,5000,15,0.3,1.6431676725154982,5.477225575051661,271,287,0.8745387453874539
zdt1_interval,cw,coverage_b_in_a,0.05,5000,15,0.3,1.6431676725154982,5.477225575051661,271,287,0.8850174216027874
zdt1_interval,cw,coverage_a_in_b,0.05,5000,15,0.5,2.7386127875258306,5.477225575051661,271,287,1.0
zdt1_interval,cw,coverage_b_in_a,0.05,5000,15,0.5,2.7386127875258306,5.477225575051661,271,287,1.0
zdt1_interval,lu,coverage_a_in_b,0.1,5000,11,0.05,0.2738612787525831,5.477225575051661,32,36,0.0
zdt1_interval,lu,coverage_b_in_a,0.1,5000,11,0.05,0.2738612787525831,5.477225575051661,32,36,0.0
zdt1_interval,lu,coverage_a_in_b,0.1,5000,11,0.1,0.5477225575051662,5.477225575051661,32,36,0.0
zdt1_interval,lu,coverage_b_in_a,0.1,5000,11,0.1,0.5477225575051662,5.477225575051661,32,36,0.0
zdt1_interval,lu,coverage_a_in_b,0.1,5000,11,0.2,1.0954451150103324,5.477225575051661,32,36,0.0
zdt1_interval,lu,coverage_b_in_a,0.1,5000,11,0.2,1.0954451150103324,5.477225575051661,32,36,0.0
zdt1_interval,lu,coverage_a_in_b,0.1,5000,11,0.3,1.6431676725154982,5.477225575051661,32,36,0.4375
zdt1_interval,lu,coverage_b_in_a,0.1,5000,11,0.3,1.6431676725154982,5.477225575051661,32,36,0.4166666666666667
zdt1_interval,lu,coverage_a_in_b,0.1,5000,11,0.5,2.7386127875258306,5.477225575051661,32,36,1.0
zdt1_interval,lu,coverage_b_in_a,0.1,5000,11,0.5,2.7386127875258306,5.477225575051661,32,36,1.0
zdt1_interval,lu,coverage_a_in_b,0.1,5000,12,0.05,0.2738612787525831,5.477225575051661,36,43,0.0
zdt1_interval,lu,coverage_b_in_a,0.1,5000,12,0.05,0.2738612787525831,5.477225575051661,36,43,0.0
zdt1_interval,lu,coverage_a_in_b,0.1,5000,12,0.1,0.5477225575051662,5.477225575051661,36,43,0.0
zdt1_interval,lu,coverage_b_in_a,0.1,5000,12,0.1,0.5477225575051662,5.477225575051661,36,43,0.0
zdt1_interval,lu,coverage_a_in_b,0.1,5000,12,0.2,1.0954451150103324,5.477225575051661,36,43,0.0
zdt1_interval,lu,coverage_b_in_a,0.1,5000,12,0.2,1.0954451150103324,5.477225575051661,36,43,0.0
zdt1_interval,lu,coverage_a_in_b,0.1,5000,12,0.3,1.6431676725154982,5.477225575051661,36,43,0.4166666666666667
zdt1_interval,lu,coverage_b_in_a,0.1,5000,12,0.3,1.6431676725154982,5.477225575051661,36,43,0.37209302325581395
zdt1_interval,lu,coverage_a_in_b,0.1,5000,12,0.5,2.7386127875258306,5.477225575051661,36,43,1.0
zdt1_interval,lu,coverage_b_in_a,0.1,5000,12,0.5,2.7386127875258306,5.477225575051661,36,43,1.0
zdt1_interval,lu,coverage_a_in_b,0.1,5000,13,0.05,0.2738612787525831,5.477225575051661,43,43,0.0
zdt1_interval,lu,coverage_b_in_a,0.1,5000,13,0.05,0.2738612787525831,5.477225575051661,43,43,0.0
zdt1_interval,lu,coverage_a_in_b,0.1,5000,13,0.1,0.5477225575051662,5.477225575051661,43,43,0.0
zdt1_interval,lu,coverage_b_in_a,0.1,5000,13,0.1,0.5477225575051662,5.477225575051661,43,43,0.0
zdt1_interval,lu,coverage_a_in_b,0.1,5000,13,0.2,1.0954451150103324,5.477225575051661,43,43,0.0
zdt1_interval,lu,coverage_b_in_a,0.1,5000,13,0.2,1.0954451150103324,5.477225575051661,43,43,0.0
zdt1_interval,lu,coverage_a_in_b,0.1,5000,13,0.3,1.6431676725154982,5.477225575051661,43,43,0.27906976744186046
zdt1_interval,lu,coverage_b_in_a,0.1,5000,13,0.3,1.6431676725154982,5.477225575051661,43,43,0.3953488372093023
zdt1_interval,lu,coverage_a_in_b,0.1,5000,13,0.5,2.7386127875258306,5.477225575051661,43,43,1.0
zdt1_interval,lu,coverage_b_in_a,0.1,5000,13,0.5,2.7386127875258306,5.477225575051661,43,43,1.0
zdt1_interval,lu,coverage_a_in_b,0.1,5000,14,0.05,0.2738612787525831,5.477225575051661,43,29,0.0
zdt1_interval,lu,coverage_b_in_a,0.1,5000,14,0.05,0.2738612787525831,5.477225575051661,43,29,0.0
zdt1_interval,lu,coverage_a_in_b,0.1,5000,14,0.1,0.5477225575051662,5.477225575051661,43,29,0.0
zdt1_interval,lu,coverage_b_in_a,0.1,5000,14,0.1,0.5477225575051662,5.477225575051661,43,29,0.0
zdt1_interval,lu,coverage_a_in_b,0.1,5000,14,0.2,1.0954451150103324,5.477225575051661,43,29,0.0
zdt1_interval,lu,coverage_b_in_a,0.1,5000,14,0.2,1.0954451150103324,5.477225575051661,43,29,0.0
zdt1_interval,lu,coverage_a_in_b,0.1,5000,14,0.3,1.6431676725154982,5.477225575051661,43,29,0.46511627906976744
zdt1_interval,lu,coverage_b_in_a,0.1,5000,14,0.3,1.6431676725154982,5.477225575051661,43,29,0.5517241379310345
zdt1_interval,lu,coverage_a_in_b,0.1,5000,14,0.5,2.7386127875258306,5.477225575051661,43,29,1.0
zdt1_interval,lu,coverage_b_in_a,0.1,5000,14,0.5,2.7386127875258306,5.477225575051661,43,29,1.0
zdt1_interval,lu,coverage_a_in_b,0.1,5000,15,0.05,0.2738612787525831,5.477225575051661,29,32,0.0
zdt1_interval,lu,coverage_b_in_a,0.1,5000,15,0.05,0.2738612787525831,5.477225575051661,29,32,0.0
zdt1_interval,lu,coverage_a_in_b,0.1,5000,15,0.1,0.5477225575051662,5.477225575051661,29,32,0.0
zdt1_interval,lu,coverage_b_in_a,0.1,5000,15,0.1,0.5477225575051662,5.477225575051661,29,32,0.0
zdt1_interval,lu,coverage_a_in_b,0.1,5000,15,0.2,1.0954451150103324,5.477225575051661,29,32,0.0
zdt1_interval,lu,coverage_b_in_a,0.1,5000,15,0.2,1.0954451150103324,5.477225575051661,29,32,0.0
zdt1_interval,lu,coverage_a_in_b,0.1,5000,15,0.3,1.6431676725154982,5.477225575051661,29,32,0.4482758620689655
zdt1_interval,lu,coverage_b_in_a,0.1,5000,15,0.3,1.6431676725154982,5.477225575051661,29,32,0.34375
zdt1_interval,lu,coverage_a_in_b,0.1,5000,15,0.5,2.7386127875258306,5.477225575051661,29,32,1.0
zdt1_interval,lu,coverage_b_in_a,0.1,5000,15,0.5,2.7386127875258306,5.477225575051661,29,32,1.0
zdt1_interval,ls,coverage_a_in_b,0.1,5000,11,0.05,0.2738612787525831,5.477225575051661,316,290,0.0
zdt1_interval,ls,coverage_b_in_a,0.1,5000,11,0.05,0.2738612787525831,5.477225575051661,316,290,0.0
zdt1_interval,ls,coverage_a_in_b,0.1,5000,11,0.1,0.5477225575051662,5.477225575051661,316,290,0.0
zdt1_interval,ls,coverage_b_in_a,0.1,5000,11,0.1,0.5477225575051662,5.477225575051661,316,290,0.0
zdt1_interval,ls,coverage_a_in_b,0.1,5000,11,0.2,1.0954451150103324,5.477225575051661,316,290,0.0
zdt1_interval,ls,coverage_b_in_a,0.1,5000,11,0.2,1.0954451150103324,5.477225575051661,316,290,0.0
zdt1_interval,ls,coverage_a_in_b,0.1,5000,11,0.3,1.6431676725154982,5.477225575051661,316,290,0.8860759493670886
zdt1_interval,ls,coverage_b_in_a,0.1,5000,11,0.3,1.6431676725154982,5.477225575051661,316,290,0.8689655172413793
zdt1_interval,ls,coverage_a_in_b,0.1,5000,11,0.5,2.7386127875258306,5.477225575051661,316,290,1.0
zdt1_interval,ls,coverage_b_in_a,0.1,5000,11,0.5,2.7386127875258306,5.477225575051661,316,290,1.0
zdt1_interval,ls,coverage_a_in_b,0.1,5000,12,0.05,0.2738612787525831,5.477225575051661,290,290,0.0
zdt1_interval,ls,coverage_b_in_a,0.1,5000,12,0.05,0.2738612787525831,5.477225575051661,290,290,0.0
zdt1_interval,ls,coverage_a_in_b,0.1,5000,12,0.1,0.5477225575051662,5.477225575051661,290,290,0.0
zdt1_interval,ls,coverage_b_in_a,0.1,5000,12,0.1,0.5477225575051662,5.477225575051661,290,290,0.0
zdt1_interval,ls,coverage_a_in_b,0.1,5000,12,0.2,1.0954451150103324,5.477225575051661,290,290,0.0
zdt1_interval,ls,coverage_b_in_a,0.1,5000,12,0.2,1.0954451150103324,5.477225575051661,290,290,0.0
zdt1_interval,ls,coverage_a_in_b,0.1,5000,12,0.3,1.6431676725154982,5.477225575051661,290,290,0.9
zdt1_interval,ls,coverage_b_in_a,0.1,5000,12,0.3,1.6431676725154982,5.477225575051661,290,290,0.8931034482758621
zdt1_interval,ls,coverage_a_in_b,0.1,5000,12,0.5,2.7386127875258306,5.477225575051661,290,290,1.0
zdt1_interval,ls,coverage_b_in_a,0.1,5000,12,0.5,2.7386127875258306,5.477225575051661,290,290,1.0
zdt1_interval,ls,coverage_a_in_b,0.1,5000,13,0.05,0.2738612787525831,5.477225575051661,290,278,0.0
zdt1_interval,ls,coverage_b_in_a,0.1,5000,13,0.05,0.2738612787525831,5.477225575051661,290,278,0.0
zdt1_interval,ls,coverage_a_in_b,0.1,5000,13,0.1,0.5477225575051662,5.477225575051661,290,278,0.0
zdt1_interval,ls,coverage_b_in_a,0.1,5000,13,0.1,0.5477225575051662,5.477225575051661,290,278,0.0
zdt1_interval,ls,coverage_a_in_b,0.1,5000,13,0.2,1.0954451150103324,5.477225575051661,290,278,0.0
zdt1_interval,ls,coverage_b_in_a,0.1,5000,13,0.2,1.0954451150103324,5.477225575051661,290,278,0.0
zdt1_interval,ls,coverage_a_in_b,0.1,5000,13,0.3,1.6431676725154982,5.477225575051661,290,278,0.8931034482758621
zdt1_interval,ls,coverage_b_in_a,0.1,5000,13,0.3,1.6431676725154982,5.477225575051661,290,278,0.8812949640287769
zdt1_interval,ls,coverage_a_in_b,0.1,5000,13,0.5,2.7386127875258306,5.477225575051661,290,278,1.0
zdt1_interval,ls,coverage_b_in_a,0.1,5000,13,0.5,2.7386127875258306,5.477225575051661,290,278,1.0
zdt1_interval,ls,coverage_a_in_b,0.1,5000,14,0.05,0.2738612787525831,5.477225575051661,278,296,0.0
zdt1_interval,ls,coverage_b_in_a,0.1,5000,14,0.05,0.2738612787525831,5.477225575051661,278,296,0.0
zdt1_interval,ls,coverage_a_in_b,0.1,5000,14,0.1,0.5477225575051662,5.477225575051661,278,296,0.0
zdt1_interval,ls,coverage_b_in_a,0.1,5000,14,0.1,0.5477225575051662,5.477225575051661,278,296,0.0
zdt1_interval,ls,coverage_a_in_b,0.1,5000,14,0.2,1.0954451150103324,5.477225575051661,278,296,0.007194244604316547
zdt1_interval,ls,coverage_b_in_a,0.1,5000,14,0.2,1.0954451150103324,5.477225575051661,278,296,0.006756756756756757
zdt1_interval,ls,coverage_a_in_b,0.1,5000,14,0.3,1.6431676725154982,5.477225575051661,278,296,0.89568345323741
zdt1_interval,ls,coverage_b_in_a,0.1,5000,14,0.3,1.6431676725154982,5.477225575051661,278,296,0.8783783783783784
zdt1_interval,ls,coverage_a_in_b,0.1,5000,14,0.5,2.7386127875258306,5.477225575051661,278,296,1.0
zdt1_interval,ls,coverage_b_in_a,0.1,5000,14,0.5,2.7386127875258306,5.477225575051661,278,296,1.0
zdt1_interval,ls,coverage_a_in_b,0.1,5000,15,0.05,0.2738612787525831,5.477225575051661,296,316,0.0
zdt1_interval,ls,coverage_b_in_a,0.1,5000,15,0.05,0.2738612787525831,5.477225575051661,296,316,0.0
zdt1_interval,ls,coverage_a_in_b,0.1,5000,15,0.1,0.5477225575051662,5.477225575051661,296,316,0.0
zdt1_interval,ls,coverage_b_in_a,0.1,5000,15,0.1,0.5477225575051662,5.477225575051661,296,316,0.0
zdt1_interval,ls,coverage_a_in_b,0.1,5000,15,0.2,1.0954451150103324,5.477225575051661,296,316,0.0
zdt1_interval,ls,coverage_b_in_a,0.1,5000,15,0.2,1.0954451150103324,5.477225575051661,296,316,0.0
zdt1_interval,ls,coverage_a_in_b,0.1,5000,15,0.3,1.6431676725154982,5.477225575051661,296,316,0.8682432432432432
zdt1_interval,ls,coverage_b_in_a,0.1,5000,15,0.3,1.6431676725154982,5.477225575051661,296,316,0.8860759493670886
zdt1_interval,ls,coverage_a_in_b,0.1,5000,15,0.5,2.7386127875258306,5.477225575051661,296,316,1.0
zdt1_interval,ls,coverage_b_in_a,0.1,5000,15,0.5,2.7386127875258306,5.477225575051661,296,316,1.0
zdt1_interval,cw,coverage_a_in_b,0.1,5000,11,0.05,0.2738612787525831,5.477225575051661,287,250,0.0
zdt1_interval,cw,coverage_b_in_a,0.1,5000,11,0.05,0.2738612787525831,5.477225575051661,287,250,0.0
zdt1_interval,cw,coverage_a_in_b,0.1,5000,11,0.1,0.5477225575051662,5.477225575051661,287,250,0.0
zdt1_interval,cw,coverage_b_in_a,0.1,5000,11,0.1,0.5477225575051662,5.477225575051661,287,250,0.0
zdt1_interval,cw,coverage_a_in_b,0.1,5000,11,0.2,1.0954451150103324,5.477225575051661,287,250,0.0
zdt1_interval,cw,coverage_b_in_a,0.1,5000,11,0.2,1.0954451150103324,5.477225575051661,287,250,0.0
zdt1_interval,cw,coverage_a_in_b,0.1,5000,11,0.3,1.6431676725154982,5.477225575051661,287,250,0.8850174216027874
zdt1_interval,cw,coverage_b_in_a,0.1,5000,11,0.3,1.6431676725154982,5.477225575051661,287,250,0.892
zdt1_interval,cw,coverage_a_in_b,0.1,5000,11,0.5,2.7386127875258306,5.477225575051661,287,250,1.0
zdt1_interval,cw,coverage_b_in_a,0.1,5000,11,0.5,2.7386127875258306,5.477225575051661,287,250,1.0
zdt1_interval,cw,coverage_a_in_b,0.1,5000,12,0.05,0.2738612787525831,5.477225575051661,250,257,0.0
zdt1_interval,cw,coverage_b_in_a,0.1,5000,12,0.05,0.2738612787525831,5.477225575051661,250,257,0.0
zdt1_interval,cw,coverage_a_in_b,0.1,5000,12,0.1,0.5477225575051662,5.477225575051661,250,257,0.0
zdt1_interval,cw,coverage_b_in_a,0.1,5000,12,0.1,0.5477225575051662,5.477225575051661,250,257,0.0
zdt1_interval,cw,coverage_a_in_b,0.1,5000,12,0.2,1.0954451150103324,5.477225575051661,250,257,0.0
zdt1_interval,cw,coverage_b_in_a,0.1,5000,12,0.2,1.0954451150103324,5.477225575051661,250,257,0.0
zdt1_interval,cw,coverage_a_in_b,0.1,5000,12,0.3,1.6431676725154982,5.477225575051661,250,257,0.896
zdt1_interval,cw,coverage_b_in_a,0.1,5000,12,0.3,1.6431676725154982,5.477225575051661,250,257,0.8793774319066148
zdt1_interval,cw,coverage_a_in_b,0.1,5000,12,0.5,2.7386127875258306,5.477225575051661,250,257,1.0
zdt1_interval,cw,coverage_b_in_a,0.1,5000,12,0.5,2.7386127875258306,5.477225575051661,250,257,1.0
zdt1_interval,cw,coverage_a_in_b,0.1,5000,13,0.05,0.2738612787525831,5.477225575051661,257,253,0.0
zdt1_interval,cw,coverage_b_in_a,0.1,5000,13,0.05,0.2738612787525831,5.477225575051661,257,253,0.0
zdt1_interval,cw,coverage_a_in_b,0.1,5000,13,0.1,0.5477225575051662,5.477225575051661,257,253,0.0
zdt1_interval,cw,coverage_b_in_a,0.1,5000,13,0.1,0.5477225575051662,5.477225575051661,257,253,0.0
zdt1_interval,cw,coverage_a_in_b,0.1,5000,13,0.2,1.0954451150103324,5.477225575051661,257,253,0.0
zdt1_interval,cw,coverage_b_in_a,0.1,5000,13,0.2,1.0954451150103324,5.477225575051661,257,253,0.0
zdt1_interval,cw,coverage_a_in_b,0.1,5000,13,0.3,1.6431676725154982,5.477225575051661,257,253,0.914396887159533
zdt1_interval,cw,coverage_b_in_a,0.1,5000,13,0.3,1.6431676725154982,5.477225575051661,257,253,0.8932806324110671
zdt1_interval,cw,coverage_a_in_b,0.1,5000,13,0.5,2.7386127875258306,5.477225575051661,257,253,1.0
zdt1_interval,cw,coverage_b_in_a,0.1,5000,13,0.5,2.7386127875258306,5.477225575051661,257,253,1.0
zdt1_interval,cw,coverage_a_in_b,0.1,5000,14,0.05,0.2738612787525831,5.477225575051661,253,271,0.0
zdt1_interval,cw,coverage_b_in_a,0.1,5000,14,0.05,0.2738612787525831,5.477225575051661,253,271,0.0
zdt1_interval,cw,coverage_a_in_b,0.1,5000,14,0.1,0.5477225575051662,5.477225575051661,253,271,0.0
zdt1_interval,cw,coverage_b_in_a,0.1,5000,14,0.1,0.5477225575051662,5.477225575051661,253,271,0.0
zdt1_interval,cw,coverage_a_in_b,0.1,5000,14,0.2,1.0954451150103324,5.477225575051661,253,271,0.003952569169960474
zdt1_interval,cw,coverage_b_in_a,0.1,5000,14,0.2,1.0954451150103324,5.477225575051661,253,271,0.0036900369003690036
zdt1_interval,cw,coverage_a_in_b,0.1,5000,14,0.3,1.6431676725154982,5.477225575051661,253,271,0.9051383399209486
zdt1_interval,cw,coverage_b_in_a,0.1,5000,14,0.3,1.6431676725154982,5.477225575051661,253,271,0.8819188191881919
zdt1_interval,cw,coverage_a_in_b,0.1,5000,14,0.5,2.7386127875258306,5.477225575051661,253,271,1.0
zdt1_interval,cw,coverage_b_in_a,0.1,5000,14,0.5,2.7386127875258306,5.477225575051661,253,271,1.0
zdt1_interval,cw,coverage_a_in_b,0.1,5000,15,0.05,0.2738612787525831,5.477225575051661,271,287,0.0
zdt1_interval,cw,coverage_b_in_a,0.1,5000,15,0.05,0.2738612787525831,5.477225575051661,271,287,0.0
zdt1_interval,cw,coverage_a_in_b,0.1,5000,15,0.1,0.5477225575051662,5.477225575051661,271,287,0.0
zdt1_interval,cw,coverage_b_in_a,0.1,5000,15,0.1,0.5477225575051662,5.477225575051661,271,287,0.0
zdt1_interval,cw,coverage_a_in_b,0.1,5000,15,0.2,1.0954451150103324,5.477225575051661,271,287,0.0
zdt1_interval,cw,coverage_b_in_a,0.1,5000,15,0.2,1.0954451150103324,5.477225575051661,271,287,0.0
zdt1_interval,cw,coverage_a_in_b,0.1,5000,15,0.3,1.6431676725154982,5.477225575051661,271,287,0.8745387453874539
zdt1_interval,cw,coverage_b_in_a,0.1,5000,15,0.3,1.6431676725154982,5.477225575051661,271,287,0.8850174216027874
zdt1_interval,cw,coverage_a_in_b,0.1,5000,15,0.5,2.7386127875258306,5.477225575051661,271,287,1.0
zdt1_interval,cw,coverage_b_in_a,0.1,5000,15,0.5,2.7386127875258306,5.477225575051661,271,287,1.0
zdt1_interval,lu,coverage_a_in_b,0.25,5000,11,0.05,0.2738612787525831,5.477225575051661,53,50,0.0
zdt1_interval,lu,coverage_b_in_a,0.25,5000,11,0.05,0.2738612787525831,5.477225575051661,53,50,0.0
zdt1_interval,lu,coverage_a_in_b,0.25,5000,11,0.1,0.5477225575051662,5.477225575051661,53,50,0.0
zdt1_interval,lu,coverage_b_in_a,0.25,5000,11,0.1,0.5477225575051662,5.477225575051661,53,50,0.0
zdt1_interval,lu,coverage_a_in_b,0.25,5000,11,0.2,1.0954451150103324,5.477225575051661,53,50,0.0
zdt1_interval,lu,coverage_b_in_a,0.25,5000,11,0.2,1.0954451150103324,5.477225575051661,53,50,0.0
zdt1_interval,lu,coverage_a_in_b,0.25,5000,11,0.3,1.6431676725154982,5.477225575051661,53,50,0.5283018867924528
zdt1_interval,lu,coverage_b_in_a,0.25,5000,11,0.3,1.6431676725154982,5.477225575051661,53,50,0.48
