measurement,structure,problem,phi,eps,column,free_set_size,constant_column,n_evals,seed,defined,value,protected_index
m-2_overhang,registered_x01,zdt1_interval,ls,0.1,2,0,False,5000,13,True,0.0,3879
m-2_overhang,a5b_domination_argument,zdt1_interval,ls,0.1,2,0,False,5000,13,True,0.0,3879
m-2_overhang,registered_x01,zdt1_interval,ls,0.1,3,29,False,5000,13,True,2.827864919121936,772
m-2_overhang,a5b_domination_argument,zdt1_interval,ls,0.1,3,29,False,5000,13,True,2.827864919121936,772
m-2_overhang,registered_x01,zdt1_interval,ls,0.1,0,28,False,5000,14,True,3.183716140870294,995
m-2_overhang,a5b_domination_argument,zdt1_interval,ls,0.1,0,28,False,5000,14,True,3.1650361235793114,995
m-2_overhang,registered_x01,zdt1_interval,ls,0.1,1,29,False,5000,14,True,2.7586838500052666,936
m-2_overhang,a5b_domination_argument,zdt1_interval,ls,0.1,1,29,False,5000,14,True,2.5714975581629385,936
m-2_overhang,registered_x01,zdt1_interval,ls,0.1,2,0,False,5000,14,True,0.0,1189
m-2_overhang,a5b_domination_argument,zdt1_interval,ls,0.1,2,0,False,5000,14,True,0.0,1189
m-2_overhang,registered_x01,zdt1_interval,ls,0.1,3,29,False,5000,14,True,2.983232030694651,2416
m-2_overhang,a5b_domination_argument,zdt1_interval,ls,0.1,3,29,False,5000,14,True,2.983232030694651,2416
m-2_overhang,registered_x01,zdt1_interval,ls,0.1,0,28,False,5000,15,True,3.0128350914806794,3389
m-2_overhang,a5b_domination_argument,zdt1_interval,ls,0.1,0,28,False,5000,15,True,3.0126300882512935,3389
m-2_overhang,registered_x01,zdt1_interval,ls,0.1,1,29,False,5000,15,True,3.4227590236392387,740
m-2_overhang,a5b_domination_argument,zdt1_interval,ls,0.1,1,29,False,5000,15,True,3.298096229152775,740
m-2_overhang,registered_x01,zdt1_interval,ls,0.1,2,0,False,5000,15,True,0.0,1598
m-2_overhang,a5b_domination_argument,zdt1_interval,ls,0.1,2,0,False,5000,15,True,0.0,1598
m-2_overhang,registered_x01,zdt1_interval,ls,0.1,3,29,False,5000,15,True,2.7054777657673226,1029
m-2_overhang,a5b_domination_argument,zdt1_interval,ls,0.1,3,29,False,5000,15,True,2.7054777657673226,1029
m-2_overhang,registered_x01,zdt1_interval,ls,0.1,0,28,False,5000,16,True,3.3906258223763928,2096
m-2_overhang,a5b_domination_argument,zdt1_interval,ls,0.1,0,28,False,5000,16,True,3.3214353029937156,2096
m-2_overhang,registered_x01,zdt1_interval,ls,0.1,1,29,False,5000,16,True,3.0376785057459035,416
m-2_overhang,a5b_domination_argument,zdt1_interval,ls,0.1,1,29,False,5000,16,True,2.932605583864436,416
m-2_overhang,registered_x01,zdt1_interval,ls,0.1,2,0,False,5000,16,True,0.0,6
m-2_overhang,a5b_domination_argument,zdt1_interval,ls,0.1,2,0,False,5000,16,True,0.0,6
m-2_overhang,registered_x01,zdt1_interval,ls,0.1,3,29,False,5000,16,True,3.3004177780309,3633
m-2_overhang,a5b_domination_argument,zdt1_interval,ls,0.1,3,29,False,5000,16,True,3.3004177780309,3633
m-2_overhang,registered_x01,zdt1_interval,ls,0.1,0,28,False,5000,17,True,2.753632091129573,2846
m-2_overhang,a5b_domination_argument,zdt1_interval,ls,0.1,0,28,False,5000,17,True,2.6321101021911626,2846
m-2_overhang,registered_x01,zdt1_interval,ls,0.1,1,29,False,5000,17,True,2.552068072201283,615
m-2_overhang,a5b_domination_argument,zdt1_interval,ls,0.1,1,29,False,5000,17,True,2.4779193209829997,615
m-2_overhang,registered_x01,zdt1_interval,ls,0.1,2,0,False,5000,17,True,0.0,90
m-2_overhang,a5b_domination_argument,zdt1_interval,ls,0.1,2,0,False,5000,17,True,0.0,90
m-2_overhang,registered_x01,zdt1_interval,ls,0.1,3,29,False,5000,17,True,2.5813003162571664,3699
m-2_overhang,a5b_domination_argument,zdt1_interval,ls,0.1,3,29,False,5000,17,True,2.5813003162571664,3699
m-2_overhang,registered_x01,zdt1_interval,ls,0.1,0,28,False,5000,18,True,2.7804643811099417,2815
m-2_overhang,a5b_domination_argument,zdt1_interval,ls,0.1,0,28,False,5000,18,True,2.777314341984138,2815
m-2_overhang,registered_x01,zdt1_interval,ls,0.1,1,29,False,5000,18,True,2.8416199150919508,3902
m-2_overhang,a5b_domination_argument,zdt1_interval,ls,0.1,1,29,False,5000,18,True,2.836879425511906,3902
m-2_overhang,registered_x01,zdt1_interval,ls,0.1,2,0,False,5000,18,True,0.0,2221
m-2_overhang,a5b_domination_argument,zdt1_interval,ls,0.1,2,0,False,5000,18,True,0.0,2221
m-2_overhang,registered_x01,zdt1_interval,ls,0.1,3,29,False,5000,18,True,2.878862006683207,137
m-2_overhang,a5b_domination_argument,zdt1_interval,ls,0.1,3,29,False,5000,18,True,2.878862006683207,137
m-2_overhang,registered_x01,zdt1_interval,ls,0.1,0,28,False,5000,19,True,3.201107916103373,4003
m-2_overhang,a5b_domination_argument,zdt1_interval,ls,0.1,0,28,False,5000,19,True,3.1912650146508943,4003
m-2_overhang,registered_x01,zdt1_interval,ls,0.1,1,29,False,5000,19,True,2.5876316583100887,3845
m-2_overhang,a5b_domination_argument,zdt1_interval,ls,0.1,1,29,False,5000,19,True,2.5706186892388914,3845
m-2_overhang,registered_x01,zdt1_interval,ls,0.1,2,0,False,5000,19,True,0.0,1960
m-2_overhang,a5b_domination_argument,zdt1_interval,ls,0.1,2,0,False,5000,19,True,0.0,1960
