measurement,structure,problem,phi,eps,column,n_evals,free_set_size,constant_column,defined,n_seeds,median,q1,q3,iqr,mean,standard_deviation,standard_error
m-2_overhang,registered_x01,zdt1_interval,ls,0.25,1,5000,29,False,True,20,3.045193858470525,2.84903776383953,3.1055639941458364,0.2565262303063065,3.0049837464703275,0.24780035998746047,0.055409844978088055
m-2_overhang,a5b_domination_argument,zdt1_interval,ls,0.25,2,5000,0,False,True,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m-2_overhang,registered_x01,zdt1_interval,ls,0.25,2,5000,0,False,True,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m-2_overhang,a5b_domination_argument,zdt1_interval,ls,0.25,3,5000,29,False,True,20,2.97211959890814,2.8661127347928894,3.1664655209305566,0.30035278613766714,2.9838936158767995,0.22897642369422933,0.051200684862509026
m-2_overhang,registered_x01,zdt1_interval,ls,0.25,3,5000,29,False,True,20,2.97211959890814,2.8661127347928894,3.1664655209305566,0.30035278613766714,2.9838936158767995,0.22897642369422933,0.051200684862509026
m-2_overhang,a5b_domination_argument,zdt1_interval,ls,0.5,0,5000,28,False,True,20,3.0232455175274793,2.792534007538342,3.1813553842452205,0.38882137670687866,3.005985611577061,0.206654374147553,0.046209322844160364
m-2_overhang,registered_x01,zdt1_interval,ls,0.5,0,5000,28,False,True,20,3.0540361953757253,2.889623353557572,3.1857295517284854,0.29610619817091344,3.05504480072251,0.21574563609202865,0.048242190815070814
m-2_overhang,a5b_domination_argument,zdt1_interval,ls,0.5,1,5000,29,False,True,20,2.9634908530599535,2.8164541800281215,3.0807418524814887,0.26428767245336715,2.945341265667239,0.24698895723852085,0.05522840980771213
m-2_overhang,registered_x01,zdt1_interval,ls,0.5,1,5000,29,False,True,20,3.045193858470525,2.84903776383953,3.1055639941458364,0.2565262303063065,3.0049837464703275,0.24780035998746047,0.055409844978088055
m-2_overhang,a5b_domination_argument,zdt1_interval,ls,0.5,2,5000,0,False,True,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m-2_overhang,registered_x01,zdt1_interval,ls,0.5,2,5000,0,False,True,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m-2_overhang,a5b_domination_argument,zdt1_interval,ls,0.5,3,5000,29,False,True,20,2.97211959890814,2.8661127347928894,3.1664655209305566,0.30035278613766714,2.9838936158767995,0.22897642369422933,0.051200684862509026
m-2_overhang,registered_x01,zdt1_interval,ls,0.5,3,5000,29,False,True,20,2.97211959890814,2.8661127347928894,3.1664655209305566,0.30035278613766714,2.9838936158767995,0.22897642369422933,0.051200684862509026
m-2_overhang,a5b_domination_argument,zdt1_interval,lu,0.0,0,5000,29,False,True,20,3.0283723739961963,2.874443388508395,3.154277637498314,0.27983424898991904,3.0177012725915016,0.19338060190821066,0.04324121713965846
m-2_overhang,registered_x01,zdt1_interval,lu,0.0,0,5000,29,False,True,20,3.0940499732305,2.9189063679675167,3.1935294357220596,0.2746230677545429,3.0696440657450434,0.19802860423674035,0.04428054205627543
m-2_overhang,a5b_domination_argument,zdt1_interval,lu,0.0,1,5000,29,False,True,20,3.0283723739961963,2.874443388508395,3.154277637498314,0.27983424898991904,3.0177012725915016,0.19338060190821066,0.04324121713965846
m-2_overhang,registered_x01,zdt1_interval,lu,0.0,1,5000,29,False,True,20,3.0940499732305,2.9189063679675167,3.1935294357220596,0.2746230677545429,3.0696440657450434,0.19802860423674035,0.04428054205627543
m-2_overhang,a5b_domination_argument,zdt1_interval,lu,0.0,2,5000,0,False,True,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m-2_overhang,registered_x01,zdt1_interval,lu,0.0,2,5000,0,False,True,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m-2_overhang,a5b_domination_argument,zdt1_interval,lu,0.0,3,5000,0,False,True,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m-2_overhang,registered_x01,zdt1_interval,lu,0.0,3,5000,0,False,True,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m-2_overhang,a5b_domination_argument,zdt1_interval,lu,0.05,0,5000,28,False,True,20,2.9769962540223895,2.8194722409119906,3.1697012136911815,0.35022897277919096,3.0021271531858025,0.23311669710508823,0.05212647814172057
m-2_overhang,registered_x01,zdt1_interval,lu,0.05,0,5000,28,False,True,20,2.9875168624621273,2.8990470550646097,3.188064084678564,0.28901702961395426,3.0521104106969505,0.22794595273132517,0.050970264550319694
m-2_overhang,a5b_domination_argument,zdt1_interval,lu,0.05,1,5000,28,False,True,20,2.934038593183062,2.7757579961154777,3.1677451426481014,0.3919871465326237,2.9439525247659337,0.25782649248444284,0.05765175635955528
m-2_overhang,registered_x01,zdt1_interval,lu,0.05,1,5000,28,False,True,20,3.027358708947317,2.817387969159157,3.1921589027837647,0.37477093362460767,3.003161426599903,0.25792064315961605,0.05767280909053676
m-2_overhang,a5b_domination_argument,zdt1_interval,lu,0.05,2,5000,0,False,True,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m-2_overhang,registered_x01,zdt1_interval,lu,0.05,2,5000,0,False,True,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m-2_overhang,a5b_domination_argument,zdt1_interval,lu,0.05,3,5000,0,False,True,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m-2_overhang,registered_x01,zdt1_interval,lu,0.05,3,5000,0,False,True,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m-2_overhang,a5b_domination_argument,zdt1_interval,lu,0.1,0,5000,28,False,True,20,3.00705685489897,2.805905974432095,3.1697012136911815,0.3637952392590864,3.0023042068236663,0.2202545201887774,0.049250407949370606
m-2_overhang,registered_x01,zdt1_interval,lu,0.1,0,5000,28,False,True,20,3.050320366638685,2.8518814870161613,3.188064084678564,0.33618259766240266,3.050913803381014,0.22024199674331293,0.0492476076218335
m-2_overhang,a5b_domination_argument,zdt1_interval,lu,0.1,1,5000,28,False,True,20,2.934038593183062,2.6886258482352874,3.179763660679105,0.4911378124438177,2.9443367922739583,0.2719664247301948,0.06081354132942954
m-2_overhang,registered_x01,zdt1_interval,lu,0.1,1,5000,28,False,True,20,3.027358708947317,2.8163906924720017,3.2259880442427473,0.40959735177074563,3.0131364727643573,0.27398305037833914,0.061264472532871574
m-2_overhang,a5b_domination_argument,zdt1_interval,lu,0.1,2,5000,0,False,True,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m-2_overhang,registered_x01,zdt1_interval,lu,0.1,2,5000,0,False,True,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m-2_overhang,a5b_domination_argument,zdt1_interval,lu,0.1,3,5000,0,False,True,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m-2_overhang,registered_x01,zdt1_interval,lu,0.1,3,5000,0,False,True,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m-2_overhang,a5b_domination_argument,zdt1_interval,lu,0.25,0,5000,28,False,True,20,3.0232455175274793,2.792534007538342,3.1813553842452205,0.38882137670687866,3.009747683465534,0.20580941192112914,0.04602038354649003
m-2_overhang,registered_x01,zdt1_interval,lu,0.25,0,5000,28,False,True,20,3.096224924030557,2.889623353557572,3.1857295517284854,0.29610619817091344,3.063941992437799,0.21383491155430917,0.04781493981980905
m-2_overhang,a5b_domination_argument,zdt1_interval,lu,0.25,1,5000,28,False,True,20,2.936757328922436,2.8019379544844987,3.181987146715922,0.3800491922314233,2.9665912594105306,0.27895313908948766,0.06237581815410482
m-2_overhang,registered_x01,zdt1_interval,lu,0.25,1,5000,28,False,True,20,3.023723543107232,2.842309921549494,3.22812477576555,0.385814854216056,3.0329809177456393,0.2689795375224199,0.060145653045658616
m-2_overhang,a5b_domination_argument,zdt1_interval,lu,0.25,2,5000,0,False,True,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m-2_overhang,registered_x01,zdt1_interval,lu,0.25,2,5000,0,False,True,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m-2_overhang,a5b_domination_argument,zdt1_interval,lu,0.25,3,5000,0,False,True,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m-2_overhang,registered_x01,zdt1_interval,lu,0.25,3,5000,0,False,True,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m-2_overhang,a5b_domination_argument,zdt1_interval,lu,0.5,0,5000,28,False,True,20,3.0232455175274793,2.792534007538342,3.1813553842452205,0.38882137670687866,3.005985611577061,0.206654374147553,0.046209322844160364
m-2_overhang,registered_x01,zdt1_interval,lu,0.5,0,5000,28,False,True,20,3.0540361953757253,2.889623353557572,3.1857295517284854,0.29610619817091344,3.05504480072251,0.21574563609202865,0.048242190815070814
m-2_overhang,a5b_domination_argument,zdt1_interval,lu,0.5,1,5000,28,False,True,20,2.936757328922436,2.757362719300973,3.172918373973094,0.41555565467212086,2.951357239012016,0.2764960920389134,0.061826405731204875
m-2_overhang,registered_x01,zdt1_interval,lu,0.5,1,5000,28,False,True,20,3.023723543107232,2.8129954130989545,3.1921589027837647,0.3791634896848102,3.0177589112949508,0.26729289992729605,0.05976850941404825
m-2_overhang,a5b_domination_argument,zdt1_interval,lu,0.5,2,5000,0,False,True,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m-2_overhang,registered_x01,zdt1_interval,lu,0.5,2,5000,0,False,True,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m-2_overhang,a5b_domination_argument,zdt1_interval,lu,0.5,3,5000,0,False,True,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m-2_overhang,registered_x01,zdt1_interval,lu,0.5,3,5000,0,False,True,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
