problem,phi_a,phi_b,status,metric,eps,n_evals,seed,delta_box_fraction,delta,box_scale,cardinality_a,cardinality_b,value
zdt1_interval,lu,cw,finding,coverage_a_in_b,0.05,5000,12,0.05,0.2738612787525831,5.477225575051661,26,250,0.8461538461538461
zdt1_interval,lu,cw,finding,coverage_b_in_a,0.05,5000,12,0.05,0.2738612787525831,5.477225575051661,26,250,0.088
zdt1_interval,lu,cw,finding,overlap,0.05,5000,12,0.05,0.2738612787525831,5.477225575051661,26,250,0.15942028985507245
zdt1_interval,lu,cw,finding,overlap_jaccard,0.05,5000,12,0.05,0.2738612787525831,5.477225575051661,26,250,0.08661417322834646
zdt1_interval,lu,cw,finding,coverage_a_in_b,0.05,5000,12,0.1,0.5477225575051662,5.477225575051661,26,250,0.8461538461538461
zdt1_interval,lu,cw,finding,coverage_b_in_a,0.05,5000,12,0.1,0.5477225575051662,5.477225575051661,26,250,0.088
zdt1_interval,lu,cw,finding,overlap,0.05,5000,12,0.1,0.5477225575051662,5.477225575051661,26,250,0.15942028985507245
zdt1_interval,lu,cw,finding,overlap_jaccard,0.05,5000,12,0.1,0.5477225575051662,5.477225575051661,26,250,0.08661417322834646
zdt1_interval,lu,cw,finding,coverage_a_in_b,0.05,5000,12,0.2,1.0954451150103324,5.477225575051661,26,250,0.8461538461538461
zdt1_interval,lu,cw,finding,coverage_b_in_a,0.05,5000,12,0.2,1.0954451150103324,5.477225575051661,26,250,0.088
zdt1_interval,lu,cw,finding,overlap,0.05,5000,12,0.2,1.0954451150103324,5.477225575051661,26,250,0.15942028985507245
zdt1_interval,lu,cw,finding,overlap_jaccard,0.05,5000,12,0.2,1.0954451150103324,5.477225575051661,26,250,0.08661417322834646
zdt1_interval,ls,cw,check,coverage_a_in_b,0.05,5000,12,0.0,0.0,5.477225575051661,270,250,0.9259259259259259
zdt1_interval,ls,cw,check,coverage_b_in_a,0.05,5000,12,0.0,0.0,5.477225575051661,270,250,1.0
zdt1_interval,ls,cw,check,overlap,0.05,5000,12,0.0,0.0,5.477225575051661,270,250,0.9615384615384616
zdt1_interval,ls,cw,check,overlap_jaccard,0.05,5000,12,0.0,0.0,5.477225575051661,270,250,0.925925925925926
zdt1_interval,ls,cw,check,coverage_a_in_b,0.05,5000,12,0.01,0.05477225575051661,5.477225575051661,270,250,0.9259259259259259
zdt1_interval,ls,cw,check,coverage_b_in_a,0.05,5000,12,0.01,0.05477225575051661,5.477225575051661,270,250,1.0
zdt1_interval,ls,cw,check,overlap,0.05,5000,12,0.01,0.05477225575051661,5.477225575051661,270,250,0.9615384615384616
zdt1_interval,ls,cw,check,overlap_jaccard,0.05,5000,12,0.01,0.05477225575051661,5.477225575051661,270,250,0.925925925925926
zdt1_interval,ls,cw,check,coverage_a_in_b,0.05,5000,12,0.02,0.10954451150103323,5.477225575051661,270,250,0.9259259259259259
zdt1_interval,ls,cw,check,coverage_b_in_a,0.05,5000,12,0.02,0.10954451150103323,5.477225575051661,270,250,1.0
zdt1_interval,ls,cw,check,overlap,0.05,5000,12,0.02,0.10954451150103323,5.477225575051661,270,250,0.9615384615384616
zdt1_interval,ls,cw,check,overlap_jaccard,0.05,5000,12,0.02,0.10954451150103323,5.477225575051661,270,250,0.925925925925926
zdt1_interval,ls,cw,check,coverage_a_in_b,0.05,5000,12,0.05,0.2738612787525831,5.477225575051661,270,250,0.9259259259259259
zdt1_interval,ls,cw,check,coverage_b_in_a,0.05,5000,12,0.05,0.2738612787525831,5.477225575051661,270,250,1.0
zdt1_interval,ls,cw,check,overlap,0.05,5000,12,0.05,0.2738612787525831,5.477225575051661,270,250,0.9615384615384616
zdt1_interval,ls,cw,check,overlap_jaccard,0.05,5000,12,0.05,0.2738612787525831,5.477225575051661,270,250,0.925925925925926
zdt1_interval,ls,cw,check,coverage_a_in_b,0.05,5000,12,0.1,0.5477225575051662,5.477225575051661,270,250,0.9259259259259259
zdt1_interval,ls,cw,check,coverage_b_in_a,0.05,5000,12,0.1,0.5477225575051662,5.477225575051661,270,250,1.0
zdt1_interval,ls,cw,check,overlap,0.05,5000,12,0.1,0.5477225575051662,5.477225575051661,270,250,0.9615384615384616
zdt1_interval,ls,cw,check,overlap_jaccard,0.05,5000,12,0.1,0.5477225575051662,5.477225575051661,270,250,0.925925925925926
zdt1_interval,ls,cw,check,coverage_a_in_b,0.05,5000,12,0.2,1.0954451150103324,5.477225575051661,270,250,0.9259259259259259
zdt1_interval,ls,cw,check,coverage_b_in_a,0.05,5000,12,0.2,1.0954451150103324,5.477225575051661,270,250,1.0
zdt1_interval,ls,cw,check,overlap,0.05,5000,12,0.2,1.0954451150103324,5.477225575051661,270,250,0.9615384615384616
zdt1_interval,ls,cw,check,overlap_jaccard,0.05,5000,12,0.2,1.0954451150103324,5.477225575051661,270,250,0.925925925925926
zdt1_interval,lu,ls,check,coverage_a_in_b,0.05,5000,13,0.0,0.0,5.477225575051661,34,274,1.0
zdt1_interval,lu,ls,check,coverage_b_in_a,0.05,5000,13,0.0,0.0,5.477225575051661,34,274,0.12408759124087591
zdt1_interval,lu,ls,check,overlap,0.05,5000,13,0.0,0.0,5.477225575051661,34,274,0.22077922077922077
zdt1_interval,lu,ls,check,overlap_jaccard,0.05,5000,13,0.0,0.0,5.477225575051661,34,274,0.1240875912408759
zdt1_interval,lu,ls,check,coverage_a_in_b,0.05,5000,13,0.01,0.05477225575051661,5.477225575051661,34,274,1.0
zdt1_interval,lu,ls,check,coverage_b_in_a,0.05,5000,13,0.01,0.05477225575051661,5.477225575051661,34,274,0.12408759124087591
zdt1_interval,lu,ls,check,overlap,0.05,5000,13,0.01,0.05477225575051661,5.477225575051661,34,274,0.22077922077922077
zdt1_interval,lu,ls,check,overlap_jaccard,0.05,5000,13,0.01,0.05477225575051661,5.477225575051661,34,274,0.1240875912408759
zdt1_interval,lu,ls,check,coverage_a_in_b,0.05,5000,13,0.02,0.10954451150103323,5.477225575051661,34,274,1.0
zdt1_interval,lu,ls,check,coverage_b_in_a,0.05,5000,13,0.02,0.10954451150103323,5.477225575051661,34,274,0.12408759124087591
zdt1_interval,lu,ls,check,overlap,0.05,5000,13,0.02,0.10954451150103323,5.477225575051661,34,274,0.22077922077922077
zdt1_interval,lu,ls,check,overlap_jaccard,0.05,5000,13,0.02,0.10954451150103323,5.477225575051661,34,274,0.1240875912408759
zdt1_interval,lu,ls,check,coverage_a_in_b,0.05,5000,13,0.05,0.2738612787525831,5.477225575051661,34,274,1.0
zdt1_interval,lu,ls,check,coverage_b_in_a,0.05,5000,13,0.05,0.2738612787525831,5.477225575051661,34,274,0.12408759124087591
zdt1_interval,lu,ls,check,overlap,0.05,5000,13,0.05,0.2738612787525831,5.477225575051661,34,274,0.22077922077922077
zdt1_interval,lu,ls,check,overlap_jaccard,0.05,5000,13,0.05,0.2738612787525831,5.477225575051661,34,274,0.1240875912408759
zdt1_interval,lu,ls,check,coverage_a_in_b,0.05,5000,13,0.1,0.5477225575051662,5.477225575051661,34,274,1.0
zdt1_interval,lu,ls,check,coverage_b_in_a,0.05,5000,13,0.1,0.5477225575051662,5.477225575051661,34,274,0.12408759124087591
zdt1_interval,lu,ls,check,overlap,0.05,5000,13,0.1,0.5477225575051662,5.477225575051661,34,274,0.22077922077922077
zdt1_interval,lu,ls,check,overlap_jaccard,0.05,5000,13,0.1,0.5477225575051662,5.477225575051661,34,274,0.1240875912408759
zdt1_interval,lu,ls,check,coverage_a_in_b,0.05,5000,13,0.2,1.0954451150103324,5.477225575051661,34,274,1.0
zdt1_interval,lu,ls,check,coverage_b_in_a,0.05,5000,13,0.2,1.0954451150103324,5.477225575051661,34,274,0.12408759124087591
zdt1_interval,lu,ls,check,overlap,0.05,5000,13,0.2,1.0954451150103324,5.477225575051661,34,274,0.22077922077922077
zdt1_interval,lu,ls,check,overlap_jaccard,0.05,5000,13,0.2,1.0954451150103324,5.477225575051661,34,274,0.1240875912408759
zdt1_interval,lu,cw,finding,coverage_a_in_b,0.05,5000,13,0.0,0.0,5.477225575051661,34,257,0.7352941176470589
zdt1_interval,lu,cw,finding,coverage_b_in_a,0.05,5000,13,0.0,0.0,5.477225575051661,34,257,0.09727626459143969
zdt1_interval,lu,cw,finding,overlap,0.05,5000,13,0.0,0.0,5.477225575051661,34,257,0.1718213058419244
zdt1_interval,lu,cw,finding,overlap_jaccard,0.05,5000,13,0.0,0.0,5.477225575051661,34,257,0.09398496240601505
zdt1_interval,lu,cw,finding,coverage_a_in_b,0.05,5000,13,0.01,0.05477225575051661,5.477225575051661,34,257,0.7352941176470589
zdt1_interval,lu,cw,finding,coverage_b_in_a,0.05,5000,13,0.01,0.05477225575051661,5.477225575051661,34,257,0.09727626459143969
zdt1_interval,lu,cw,finding,overlap,0.05,5000,13,0.01,0.05477225575051661,5.477225575051661,34,257,0.1718213058419244
zdt1_interval,lu,cw,finding,overlap_jaccard,0.05,5000,13,0.01,0.05477225575051661,5.477225575051661,34,257,0.09398496240601505
zdt1_interval,lu,cw,finding,coverage_a_in_b,0.05,5000,13,0.02,0.10954451150103323,5.477225575051661,34,257,0.7352941176470589
zdt1_interval,lu,cw,finding,coverage_b_in_a,0.05,5000,13,0.02,0.10954451150103323,5.477225575051661,34,257,0.09727626459143969
zdt1_interval,lu,cw,finding,overlap,0.05,5000,13,0.02,0.10954451150103323,5.477225575051661,34,257,0.1718213058419244
zdt1_interval,lu,cw,finding,overlap_jaccard,0.05,5000,13,0.02,0.10954451150103323,5.477225575051661,34,257,0.09398496240601505
zdt1_interval,lu,cw,finding,coverage_a_in_b,0.05,5000,13,0.05,0.2738612787525831,5.477225575051661,34,257,0.7352941176470589
zdt1_interval,lu,cw,finding,coverage_b_in_a,0.05,5000,13,0.05,0.2738612787525831,5.477225575051661,34,257,0.09727626459143969
zdt1_interval,lu,cw,finding,overlap,0.05,5000,13,0.05,0.2738612787525831,5.477225575051661,34,257,0.1718213058419244
zdt1_interval,lu,cw,finding,overlap_jaccard,0.05,5000,13,0.05,0.2738612787525831,5.477225575051661,34,257,0.09398496240601505
zdt1_interval,lu,cw,finding,coverage_a_in_b,0.05,5000,13,0.1,0.5477225575051662,5.477225575051661,34,257,0.7352941176470589
zdt1_interval,lu,cw,finding,coverage_b_in_a,0.05,5000,13,0.1,0.5477225575051662,5.477225575051661,34,257,0.09727626459143969
zdt1_interval,lu,cw,finding,overlap,0.05,5000,13,0.1,0.5477225575051662,5.477225575051661,34,257,0.1718213058419244
zdt1_interval,lu,cw,finding,overlap_jaccard,0.05,5000,13,0.1,0.5477225575051662,5.477225575051661,34,257,0.09398496240601505
zdt1_interval,lu,cw,finding,coverage_a_in_b,0.05,5000,13,0.2,1.0954451150103324,5.477225575051661,34,257,0.7352941176470589
zdt1_interval,lu,cw,finding,coverage_b_in_a,0.05,5000,13,0.2,1.0954451150103324,5.477225575051661,34,257,0.09727626459143969
zdt1_interval,lu,cw,finding,overlap,0.05,5000,13,0.2,1.0954451150103324,5.477225575051661,34,257,0.1718213058419244
zdt1_interval,lu,cw,finding,overlap_jaccard,0.05,5000,13,0.2,1.0954451150103324,5.477225575051661,34,257,0.09398496240601505
zdt1_interval,ls,cw,check,coverage_a_in_b,0.05,5000,13,0.0,0.0,5.477225575051661,274,257,0.9379562043795621
zdt1_interval,ls,cw,check,coverage_b_in_a,0.05,5000,13,0.0,0.0,5.477225575051661,274,257,1.0
zdt1_interval,ls,cw,check,overlap,0.05,5000,13,0.0,0.0,5.477225575051661,274,257,0.967984934086629
zdt1_interval,ls,cw,check,overlap_jaccard,0.05,5000,13,0.0,0.0,5.477225575051661,274,257,0.937956204379562
zdt1_interval,ls,cw,check,coverage_a_in_b,0.05,5000,13,0.01,0.05477225575051661,5.477225575051661,274,257,0.9379562043795621
zdt1_interval,ls,cw,check,coverage_b_in_a,0.05,5000,13,0.01,0.05477225575051661,5.477225575051661,274,257,1.0
zdt1_interval,ls,cw,check,overlap,0.05,5000,13,0.01,0.05477225575051661,5.477225575051661,274,257,0.967984934086629
zdt1_interval,ls,cw,check,overlap_jaccard,0.05,5000,13,0.01,0.05477225575051661,5.477225575051661,274,257,0.937956204379562
zdt1_interval,ls,cw,check,coverage_a_in_b,0.05,5000,13,0.02,0.10954451150103323,5.477225575051661,274,257,0.9379562043795621
zdt1_interval,ls,cw,check,coverage_b_in_a,0.05,5000,13,0.02,0.10954451150103323,5.477225575051661,274,257,1.0
zdt1_interval,ls,cw,check,overlap,0.05,5000,13,0.02,0.10954451150103323,5.477225575051661,274,257,0.967984934086629
zdt1_interval,ls,cw,check,overlap_jaccard,0.05,5000,13,0.02,0.10954451150103323,5.477225575051661,274,257,0.937956204379562
zdt1_interval,ls,cw,check,coverage_a_in_b,0.05,5000,13,0.05,0.2738612787525831,5.477225575051661,274,257,0.9379562043795621
zdt1_interval,ls,cw,check,coverage_b_in_a,0.05,5000,13,0.05,0.2738612787525831,5.477225575051661,274,257,1.0
zdt1_interval,ls,cw,check,overlap,0.05,5000,13,0.05,0.2738612787525831,5.477225575051661,274,257,0.967984934086629
zdt1_interval,ls,cw,check,overlap_jaccard,0.05,5000,13,0.05,0.2738612787525831,5.477225575051661,274,257,0.937956204379562
zdt1_interval,ls,cw,check,coverage_a_in_b,0.05,5000,13,0.1,0.5477225575051662,5.477225575051661,274,257,0.9379562043795621
zdt1_interval,ls,cw,check,coverage_b_in_a,0.05,5000,13,0.1,0.5477225575051662,5.477225575051661,274,257,1.0
zdt1_interval,ls,cw,check,overlap,0.05,5000,13,0.1,0.5477225575051662,5.477225575051661,274,257,0.967984934086629
zdt1_interval,ls,cw,check,overlap_jaccard,0.05,5000,13,0.1,0.5477225575051662,5.477225575051661,274,257,0.937956204379562
zdt1_interval,ls,cw,check,coverage_a_in_b,0.05,5000,13,0.2,1.0954451150103324,5.477225575051661,274,257,0.9379562043795621
zdt1_interval,ls,cw,check,coverage_b_in_a,0.05,5000,13,0.2,1.0954451150103324,5.477225575051661,274,257,1.0
zdt1_interval,ls,cw,check,overlap,0.05,5000,13,0.2,1.0954451150103324,5.477225575051661,274,257,0.967984934086629
zdt1_interval,ls,cw,check,overlap_jaccard,0.05,5000,13,0.2,1.0954451150103324,5.477225575051661,274,257,0.937956204379562
zdt1_interval,lu,ls,check,coverage_a_in_b,0.05,5000,14,0.0,0.0,5.477225575051661,36,269,1.0
zdt1_interval,lu,ls,check,coverage_b_in_a,0.05,5000,14,0.0,0.0,5.477225575051661,36,269,0.13382899628252787
zdt1_interval,lu,ls,check,overlap,0.05,5000,14,0.0,0.0,5.477225575051661,36,269,0.2360655737704918
zdt1_interval,lu,ls,check,overlap_jaccard,0.05,5000,14,0.0,0.0,5.477225575051661,36,269,0.13382899628252787
zdt1_interval,lu,ls,check,coverage_a_in_b,0.05,5000,14,0.01,0.05477225575051661,5.477225575051661,36,269,1.0
zdt1_interval,lu,ls,check,coverage_b_in_a,0.05,5000,14,0.01,0.05477225575051661,5.477225575051661,36,269,0.13382899628252787
zdt1_interval,lu,ls,check,overlap,0.05,5000,14,0.01,0.05477225575051661,5.477225575051661,36,269,0.2360655737704918
zdt1_interval,lu,ls,check,overlap_jaccard,0.05,5000,14,0.01,0.05477225575051661,5.477225575051661,36,269,0.13382899628252787
zdt1_interval,lu,ls,check,coverage_a_in_b,0.05,5000,14,0.02,0.10954451150103323,5.477225575051661,36,269,1.0
zdt1_interval,lu,ls,check,coverage_b_in_a,0.05,5000,14,0.02,0.10954451150103323,5.477225575051661,36,269,0.13382899628252787
zdt1_interval,lu,ls,check,overlap,0.05,5000,14,0.02,0.10954451150103323,5.477225575051661,36,269,0.2360655737704918
zdt1_interval,lu,ls,check,overlap_jaccard,0.05,5000,14,0.02,0.10954451150103323,5.477225575051661,36,269,0.13382899628252787
zdt1_interval,lu,ls,check,coverage_a_in_b,0.05,5000,14,0.05,0.2738612787525831,5.477225575051661,36,269,1.0
zdt1_interval,lu,ls,check,coverage_b_in_a,0.05,5000,14,0.05,0.2738612787525831,5.477225575051661,36,269,0.13382899628252787
zdt1_interval,lu,ls,check,overlap,0.05,5000,14,0.05,0.2738612787525831,5.477225575051661,36,269,0.2360655737704918
zdt1_interval,lu,ls,check,overlap_jaccard,0.05,5000,14,0.05,0.2738612787525831,5.477225575051661,36,269,0.13382899628252787
zdt1_interval,lu,ls,check,coverage_a_in_b,0.05,5000,14,0.1,0.5477225575051662,5.477225575051661,36,269,1.0
zdt1_interval,lu,ls,check,coverage_b_in_a,0.05,5000,14,0.1,0.5477225575051662,5.477225575051661,36,269,0.13382899628252787
zdt1_interval,lu,ls,check,overlap,0.05,5000,14,0.1,0.5477225575051662,5.477225575051661,36,269,0.2360655737704918
zdt1_interval,lu,ls,check,overlap_jaccard,0.05,5000,14,0.1,0.5477225575051662,5.477225575051661,36,269,0.13382899628252787
zdt1_interval,lu,ls,check,coverage_a_in_b,0.05,5000,14,0.2,1.0954451150103324,5.477225575051661,36,269,1.0
zdt1_interval,lu,ls,check,coverage_b_in_a,0.05,5000,14,0.2,1.0954451150103324,5.477225575051661,36,269,0.137546468401487
zdt1_interval,lu,ls,check,overlap,0.05,5000,14,0.2,1.0954451150103324,5.477225575051661,36,269,0.23934426229508196
zdt1_interval,lu,ls,check,overlap_jaccard,0.05,5000,14,0.2,1.0954451150103324,5.477225575051661,36,269,0.13594040968342644
zdt1_interval,lu,cw,finding,coverage_a_in_b,0.05,5000,14,0.0,0.0,5.477225575051661,36,253,0.8888888888888888
zdt1_interval,lu,cw,finding,coverage_b_in_a,0.05,5000,14,0.0,0.0,5.477225575051661,36,253,0.12648221343873517
zdt1_interval,lu,cw,finding,overlap,0.05,5000,14,0.0,0.0,5.477225575051661,36,253,0.22145328719723184
zdt1_interval,lu,cw,finding,overlap_jaccard,0.05,5000,14,0.0,0.0,5.477225575051661,36,253,0.1245136186770428
zdt1_interval,lu,cw,finding,coverage_a_in_b,0.05,5000,14,0.01,0.05477225575051661,5.477225575051661,36,253,0.8888888888888888
zdt1_interval,lu,cw,finding,coverage_b_in_a,0.05,5000,14,0.01,0.05477225575051661,5.477225575051661,36,253,0.12648221343873517
zdt1_interval,lu,cw,finding,overlap,0.05,5000,14,0.01,0.05477225575051661,5.477225575051661,36,253,0.22145328719723184
zdt1_interval,lu,cw,finding,overlap_jaccard,0.05,5000,14,0.01,0.05477225575051661,5.477225575051661,36,253,0.1245136186770428
zdt1_interval,lu,cw,finding,coverage_a_in_b,0.05,5000,14,0.02,0.10954451150103323,5.477225575051661,36,253,0.8888888888888888
zdt1_interval,lu,cw,finding,coverage_b_in_a,0.05,5000,14,0.02,0.10954451150103323,5.477225575051661,36,253,0.12648221343873517
zdt1_interval,lu,cw,finding,overlap,0.05,5000,14,0.02,0.10954451150103323,5.477225575051661,36,253,0.22145328719723184
zdt1_interval,lu,cw,finding,overlap_jaccard,0.05,5000,14,0.02,0.10954451150103323,5.477225575051661,36,253,0.1245136186770428
zdt1_interval,lu,cw,finding,coverage_a_in_b,0.05,5000,14,0.05,0.2738612787525831,5.477225575051661,36,253,0.8888888888888888
zdt1_interval,lu,cw,finding,coverage_b_in_a,0.05,5000,14,0.05,0.2738612787525831,5.477225575051661,36,253,0.12648221343873517
zdt1_interval,lu,cw,finding,overlap,0.05,5000,14,0.05,0.2738612787525831,5.477225575051661,36,253,0.22145328719723184
zdt1_interval,lu,cw,finding,overlap_jaccard,0.05,5000,14,0.05,0.2738612787525831,5.477225575051661,36,253,0.1245136186770428
zdt1_interval,lu,cw,finding,coverage_a_in_b,0.05,5000,14,0.1,0.5477225575051662,5.477225575051661,36,253,0.8888888888888888
zdt1_interval,lu,cw,finding,coverage_b_in_a,0.05,5000,14,0.1,0.5477225575051662,5.477225575051661,36,253,0.12648221343873517
zdt1_interval,lu,cw,finding,overlap,0.05,5000,14,0.1,0.5477225575051662,5.477225575051661,36,253,0.22145328719723184
zdt1_interval,lu,cw,finding,overlap_jaccard,0.05,5000,14,0.1,0.5477225575051662,5.477225575051661,36,253,0.1245136186770428
zdt1_interval,lu,cw,finding,coverage_a_in_b,0.05,5000,14,0.2,1.0954451150103324,5.477225575051661,36,253,0.8888888888888888
zdt1_interval,lu,cw,finding,coverage_b_in_a,0.05,5000,14,0.2,1.0954451150103324,5.477225575051661,36,253,0.13043478260869565
zdt1_interval,lu,cw,finding,overlap,0.05,5000,14,0.2,1.0954451150103324,5.477225575051661,36,253,0.22491349480968859
zdt1_interval,lu,cw,finding,overlap_jaccard,0.05,5000,14,0.2,1.0954451150103324,5.477225575051661,36,253,0.12670565302144252
zdt1_interval,ls,cw,check,coverage_a_in_b,0.05,5000,14,0.0,0.0,5.477225575051661,269,253,0.9405204460966543
zdt1_interval,ls,cw,check,coverage_b_in_a,0.05,5000,14,0.0,0.0,5.477225575051661,269,253,1.0
zdt1_interval,ls,cw,check,overlap,0.05,5000,14,0.0,0.0,5.477225575051661,269,253,0.9693486590038314
zdt1_interval,ls,cw,check,overlap_jaccard,0.05,5000,14,0.0,0.0,5.477225575051661,269,253,0.9405204460966542
zdt1_interval,ls,cw,check,coverage_a_in_b,0.05,5000,14,0.01,0.05477225575051661,5.477225575051661,269,253,0.9405204460966543
zdt1_interval,ls,cw,check,coverage_b_in_a,0.05,5000,14,0.01,0.05477225575051661,5.477225575051661,269,253,1.0
zdt1_interval,ls,cw,check,overlap,0.05,5000,14,0.01,0.05477225575051661,5.477225575051661,269,253,0.9693486590038314
zdt1_interval,ls,cw,check,overlap_jaccard,0.05,5000,14,0.01,0.05477225575051661,5.477225575051661,269,253,0.9405204460966542
zdt1_interval,ls,cw,check,coverage_a_in_b,0.05,5000,14,0.02,0.10954451150103323,5.477225575051661,269,253,0.9405204460966543
zdt1_interval,ls,cw,check,coverage_b_in_a,0.05,5000,14,0.02,0.10954451150103323,5.477225575051661,269,253,1.0
zdt1_interval,ls,cw,check,overlap,0.05,5000,14,0.02,0.10954451150103323,5.477225575051661,269,253,0.9693486590038314
zdt1_interval,ls,cw,check,overlap_jaccard,0.05,5000,14,0.02,0.10954451150103323,5.477225575051661,269,253,0.9405204460966542
zdt1_interval,ls,cw,check,coverage_a_in_b,0.05,5000,14,0.05,0.2738612787525831,5.477225575051661,269,253,0.9405204460966543
zdt1_interval,ls,cw,check,coverage_b_in_a,0.05,5000,14,0.05,0.2738612787525831,5.477225575051661,269,253,1.0
zdt1_interval,ls,cw,check,overlap,0.05,5000,14,0.05,0.2738612787525831,5.477225575051661,269,253,0.9693486590038314
zdt1_interval,ls,cw,check,overlap_jaccard,0.05,5000,14,0.05,0.2738612787525831,5.477225575051661,269,253,0.9405204460966542
zdt1_interval,ls,cw,check,coverage_a_in_b,0.05,5000,14,0.1,0.5477225575051662,5.477225575051661,269,253,0.9405204460966543
zdt1_interval,ls,cw,check,coverage_b_in_a,0.05,5000,14,0.1,0.5477225575051662,5.477225575051661,269,253,1.0
zdt1_interval,ls,cw,check,overlap,0.05,5000,14,0.1,0.5477225575051662,5.477225575051661,269,253,0.9693486590038314
zdt1_interval,ls,cw,check,overlap_jaccard,0.05,5000,14,0.1,0.5477225575051662,5.477225575051661,269,253,0.9405204460966542
zdt1_interval,ls,cw,check,coverage_a_in_b,0.05,5000,14,0.2,1.0954451150103324,5.477225575051661,269,253,0.9405204460966543
zdt1_interval,ls,cw,check,coverage_b_in_a,0.05,5000,14,0.2,1.0954451150103324,5.477225575051661,269,253,1.0
zdt1_interval,ls,cw,check,overlap,0.05,5000,14,0.2,1.0954451150103324,5.477225575051661,269,253,0.9693486590038314
zdt1_interval,ls,cw,check,overlap_jaccard,0.05,5000,14,0.2,1.0954451150103324,5.477225575051661,269,253,0.9405204460966542
zdt1_interval,lu,ls,check,coverage_a_in_b,0.05,5000,15,0.0,0.0,5.477225575051661,20,285,1.0
zdt1_interval,lu,ls,check,coverage_b_in_a,0.05,5000,15,0.0,0.0,5.477225575051661,20,285,0.07017543859649122
zdt1_interval,lu,ls,check,overlap,0.05,5000,15,0.0,0.0,5.477225575051661,20,285,0.13114754098360656
zdt1_interval,lu,ls,check,overlap_jaccard,0.05,5000,15,0.0,0.0,5.477225575051661,20,285,0.07017543859649122
zdt1_interval,lu,ls,check,coverage_a_in_b,0.05,5000,15,0.01,0.05477225575051661,5.477225575051661,20,285,1.0
zdt1_interval,lu,ls,check,coverage_b_in_a,0.05,5000,15,0.01,0.05477225575051661,5.477225575051661,20,285,0.07017543859649122
zdt1_interval,lu,ls,check,overlap,0.05,5000,15,0.01,0.05477225575051661,5.477225575051661,20,285,0.13114754098360656
zdt1_interval,lu,ls,check,overlap_jaccard,0.05,5000,15,0.01,0.05477225575051661,5.477225575051661,20,285,0.07017543859649122
zdt1_interval,lu,ls,check,coverage_a_in_b,0.05,5000,15,0.02,0.10954451150103323,5.477225575051661,20,285,1.0
zdt1_interval,lu,ls,check,coverage_b_in_a,0.05,5000,15,0.02,0.10954451150103323,5.477225575051661,20,285,0.07017543859649122
zdt1_interval,lu,ls,check,overlap,0.05,5000,15,0.02,0.10954451150103323,5.477225575051661,20,285,0.13114754098360656
zdt1_interval,lu,ls,check,overlap_jaccard,0.05,5000,15,0.02,0.10954451150103323,5.477225575051661,20,285,0.07017543859649122
zdt1_interval,lu,ls,check,coverage_a_in_b,0.05,5000,15,0.05,0.2738612787525831,5.477225575051661,20,285,1.0
zdt1_interval,lu,ls,check,coverage_b_in_a,0.05,5000,15,0.05,0.2738612787525831,5.477225575051661,20,285,0.07017543859649122
zdt1_interval,lu,ls,check,overlap,0.05,5000,15,0.05,0.2738612787525831,5.477225575051661,20,285,0.13114754098360656
zdt1_interval,lu,ls,check,overlap_jaccard,0.05,5000,15,0.05,0.2738612787525831,5.477225575051661,20,285,0.07017543859649122
zdt1_interval,lu,ls,check,coverage_a_in_b,0.05,5000,15,0.1,0.5477225575051662,5.477225575051661,20,285,1.0
zdt1_interval,lu,ls,check,coverage_b_in_a,0.05,5000,15,0.1,0.5477225575051662,5.477225575051661,20,285,0.07017543859649122
zdt1_interval,lu,ls,check,overlap,0.05,5000,15,0.1,0.5477225575051662,5.477225575051661,20,285,0.13114754098360656
zdt1_interval,lu,ls,check,overlap_jaccard,0.05,5000,15,0.1,0.5477225575051662,5.477225575051661,20,285,0.07017543859649122
zdt1_interval,lu,ls,check,coverage_a_in_b,0.05,5000,15,0.2,1.0954451150103324,5.477225575051661,20,285,1.0
zdt1_interval,lu,ls,check,coverage_b_in_a,0.05,5000,15,0.2,1.0954451150103324,5.477225575051661,20,285,0.07017543859649122
zdt1_interval,lu,ls,check,overlap,0.05,5000,15,0.2,1.0954451150103324,5.477225575051661,20,285,0.13114754098360656
zdt1_interval,lu,ls,check,overlap_jaccard,0.05,5000,15,0.2,1.0954451150103324,5.477225575051661,20,285,0.07017543859649122
zdt1_interval,lu,cw,finding,coverage_a_in_b,0.05,5000,15,0.0,0.0,5.477225575051661,20,271,0.9
zdt1_interval,lu,cw,finding,coverage_b_in_a,0.05,5000,15,0.0,0.0,5.477225575051661,20,271,0.06642066420664207
zdt1_interval,lu,cw,finding,overlap,0.05,5000,15,0.0,0.0,5.477225575051661,20,271,0.12371134020618557
zdt1_interval,lu,cw,finding,overlap_jaccard,0.05,5000,15,0.0,0.0,5.477225575051661,20,271,0.06593406593406594
zdt1_interval,lu,cw,finding,coverage_a_in_b,0.05,5000,15,0.01,0.05477225575051661,5.477225575051661,20,271,0.9
zdt1_interval,lu,cw,finding,coverage_b_in_a,0.05,5000,15,0.01,0.05477225575051661,5.477225575051661,20,271,0.06642066420664207
zdt1_interval,lu,cw,finding,overlap,0.05,5000,15,0.01,0.05477225575051661,5.477225575051661,20,271,0.12371134020618557
zdt1_interval,lu,cw,finding,overlap_jaccard,0.05,5000,15,0.01,0.05477225575051661,5.477225575051661,20,271,0.06593406593406594
